idcolumna,idconsulta,codusu,vercolumna,orden,ancho,guidConsulta
1113,397,0,0,0,100,87d50ec4-f703-49ab-91cd-c6814674c229
1113,398,0,0,0,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1114,111,0,0,0,100,68b53edc-4df1-4725-bec6-d1c823321387
1114,112,0,0,0,100,e152e12b-016b-44f6-bb5e-c4d629253707
1114,232,0,0,0,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1114,397,0,0,0,100,87d50ec4-f703-49ab-91cd-c6814674c229
1114,398,0,0,0,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1115,111,0,0,0,100,68b53edc-4df1-4725-bec6-d1c823321387
1115,112,0,0,0,100,e152e12b-016b-44f6-bb5e-c4d629253707
1115,232,0,0,0,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1115,397,0,0,0,100,87d50ec4-f703-49ab-91cd-c6814674c229
1115,398,0,0,0,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1116,111,0,0,0,100,68b53edc-4df1-4725-bec6-d1c823321387
1116,112,0,0,0,100,e152e12b-016b-44f6-bb5e-c4d629253707
1116,232,0,0,0,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1116,397,0,0,0,100,87d50ec4-f703-49ab-91cd-c6814674c229
1116,398,0,0,0,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1117,111,0,0,0,100,68b53edc-4df1-4725-bec6-d1c823321387
1117,112,0,0,0,100,e152e12b-016b-44f6-bb5e-c4d629253707
1117,232,0,0,0,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1117,397,0,0,0,100,87d50ec4-f703-49ab-91cd-c6814674c229
1117,398,0,0,0,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1118,111,0,0,0,100,68b53edc-4df1-4725-bec6-d1c823321387
1118,112,0,0,0,100,e152e12b-016b-44f6-bb5e-c4d629253707
1118,232,0,0,0,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1118,397,0,0,0,100,87d50ec4-f703-49ab-91cd-c6814674c229
1118,398,0,0,0,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1119,111,0,0,0,100,68b53edc-4df1-4725-bec6-d1c823321387
1119,112,0,0,0,100,e152e12b-016b-44f6-bb5e-c4d629253707
1119,232,0,0,0,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1119,397,0,0,0,100,87d50ec4-f703-49ab-91cd-c6814674c229
1119,398,0,0,0,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1120,111,0,0,0,100,68b53edc-4df1-4725-bec6-d1c823321387
1120,112,0,0,0,100,e152e12b-016b-44f6-bb5e-c4d629253707
1120,232,0,0,0,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1120,397,0,0,0,100,87d50ec4-f703-49ab-91cd-c6814674c229
1120,398,0,0,0,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1121,111,0,0,0,100,68b53edc-4df1-4725-bec6-d1c823321387
1121,112,0,0,0,100,e152e12b-016b-44f6-bb5e-c4d629253707
1121,232,0,0,0,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1121,397,0,0,0,100,87d50ec4-f703-49ab-91cd-c6814674c229
1121,398,0,0,0,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1122,111,0,0,0,100,68b53edc-4df1-4725-bec6-d1c823321387
1122,112,0,0,0,100,e152e12b-016b-44f6-bb5e-c4d629253707
1122,232,0,0,0,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1122,397,0,0,0,100,87d50ec4-f703-49ab-91cd-c6814674c229
1122,398,0,0,0,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1123,27,0,0,33,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1123,111,0,0,33,100,68b53edc-4df1-4725-bec6-d1c823321387
1123,112,0,0,33,100,e152e12b-016b-44f6-bb5e-c4d629253707
1123,199,0,0,44,100,524803d3-bb03-4dc0-b16e-01a590c60b96
1123,232,0,0,33,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1123,318,0,0,33,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1123,324,0,0,47,100,a8a0c63d-2cb1-49d5-9b49-35a8102bbaca
1123,397,0,0,33,100,87d50ec4-f703-49ab-91cd-c6814674c229
1123,398,0,0,33,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1125,51,0,0,35,100,d04f828e-3032-49af-b8fc-4d02cde1fc66
1125,331,0,0,35,100,a275c0e0-0ffa-405a-9cdb-1f84e53be882
1147,27,0,0,38,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1147,111,0,0,50,100,68b53edc-4df1-4725-bec6-d1c823321387
1147,112,0,0,50,100,e152e12b-016b-44f6-bb5e-c4d629253707
1147,199,0,0,50,100,524803d3-bb03-4dc0-b16e-01a590c60b96
1147,232,0,0,50,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1147,318,0,0,38,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1147,324,0,0,53,100,a8a0c63d-2cb1-49d5-9b49-35a8102bbaca
1147,397,0,0,50,100,87d50ec4-f703-49ab-91cd-c6814674c229
1147,398,0,0,50,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1148,27,0,0,39,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1148,111,0,0,51,100,68b53edc-4df1-4725-bec6-d1c823321387
1148,112,0,0,51,100,e152e12b-016b-44f6-bb5e-c4d629253707
1148,199,0,0,51,100,524803d3-bb03-4dc0-b16e-01a590c60b96
1148,232,0,0,51,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1148,318,0,0,39,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1148,324,0,0,54,100,a8a0c63d-2cb1-49d5-9b49-35a8102bbaca
1148,397,0,0,51,100,87d50ec4-f703-49ab-91cd-c6814674c229
1148,398,0,0,51,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1149,111,0,0,67,100,68b53edc-4df1-4725-bec6-d1c823321387
1149,112,0,0,67,100,e152e12b-016b-44f6-bb5e-c4d629253707
1149,232,0,0,67,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1149,397,0,0,67,100,87d50ec4-f703-49ab-91cd-c6814674c229
1149,398,0,0,67,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1162,54,0,1,17,100,e37acbd0-bf9f-4d56-853f-6c86f33347b8
1162,55,0,1,17,100,66f4e1fc-74c2-4f39-ab67-0e6f35c49c19
1162,56,0,1,17,100,b23ad728-fe29-45e5-b1bc-e643ca56598f
1162,334,0,1,17,100,d665d123-5a68-4540-a00c-5262d759cdd5
1162,335,0,1,17,100,5e274362-5a5c-4656-991b-dc8c6b5cdcdd
1162,336,0,1,17,100,069a53df-3d58-45a2-9f8a-9b556841d166
1163,54,0,1,18,100,e37acbd0-bf9f-4d56-853f-6c86f33347b8
1163,55,0,1,18,100,66f4e1fc-74c2-4f39-ab67-0e6f35c49c19
1163,56,0,1,18,100,b23ad728-fe29-45e5-b1bc-e643ca56598f
1163,334,0,1,18,100,d665d123-5a68-4540-a00c-5262d759cdd5
1163,335,0,1,18,100,5e274362-5a5c-4656-991b-dc8c6b5cdcdd
1163,336,0,1,18,100,069a53df-3d58-45a2-9f8a-9b556841d166
1164,192,0,0,98,100,96daa601-0c77-4b6c-939c-86c5a1502ab2
1164,330,0,0,98,100,4d50b89f-01ca-4522-9e44-fbbdf9b39b81
1166,27,0,0,87,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1166,111,0,0,80,100,68b53edc-4df1-4725-bec6-d1c823321387
1166,112,0,0,80,100,e152e12b-016b-44f6-bb5e-c4d629253707
1166,199,0,0,126,100,524803d3-bb03-4dc0-b16e-01a590c60b96
1166,232,0,0,80,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1166,318,0,0,87,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1166,324,0,0,125,100,a8a0c63d-2cb1-49d5-9b49-35a8102bbaca
1166,397,0,0,80,100,87d50ec4-f703-49ab-91cd-c6814674c229
1166,398,0,0,80,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1227,27,0,0,28,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1227,111,0,0,30,100,68b53edc-4df1-4725-bec6-d1c823321387
1227,112,0,0,30,100,e152e12b-016b-44f6-bb5e-c4d629253707
1227,199,0,0,51,100,524803d3-bb03-4dc0-b16e-01a590c60b96
1227,232,0,0,30,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1227,318,0,0,28,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1227,324,0,0,51,100,a8a0c63d-2cb1-49d5-9b49-35a8102bbaca
1227,397,0,0,30,100,87d50ec4-f703-49ab-91cd-c6814674c229
1227,398,0,0,30,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1247,27,0,0,89,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1247,111,0,0,38,100,68b53edc-4df1-4725-bec6-d1c823321387
1247,112,0,0,38,100,e152e12b-016b-44f6-bb5e-c4d629253707
1247,199,0,0,33,100,524803d3-bb03-4dc0-b16e-01a590c60b96
1247,232,0,0,38,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1247,318,0,0,89,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1247,324,0,0,33,100,a8a0c63d-2cb1-49d5-9b49-35a8102bbaca
1247,397,0,0,38,100,87d50ec4-f703-49ab-91cd-c6814674c229
1247,398,0,0,38,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1248,34,-1,1,1,241,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1248,35,-1,1,1,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1249,34,-1,1,0,129,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1249,35,-1,1,0,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1250,34,-1,0,20,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1250,35,-1,0,12,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1251,34,-1,0,21,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1251,35,-1,0,13,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1252,34,-1,1,2,149,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1252,35,-1,1,2,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1253,34,-1,1,3,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1253,35,-1,1,3,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1254,34,-1,0,17,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1254,35,-1,0,16,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1255,34,-1,1,8,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1255,35,-1,1,8,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1256,34,-1,0,19,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1256,35,-1,0,14,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1257,34,-1,0,18,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1257,35,-1,0,15,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1258,34,-1,1,9,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1258,35,-1,1,9,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1259,34,-1,0,16,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1259,35,-1,0,17,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1260,34,-1,0,13,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1260,35,-1,0,20,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1261,34,-1,0,12,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1261,35,-1,0,21,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1262,34,-1,1,4,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1262,35,-1,1,4,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1263,34,-1,1,10,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1263,35,-1,1,10,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1264,34,-1,1,11,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1264,35,-1,1,11,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1265,34,-1,1,7,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1265,35,-1,1,7,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1266,34,-1,0,15,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1266,35,-1,0,18,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1267,34,-1,0,14,100,c0787af9-e101-4adc-bb17-6e3ff9e39c45
1267,35,-1,0,19,100,edfccdd6-0da8-48e3-88d2-6d0a0ab183cc
1285,164,0,0,0,100,13acab30-6e89-4c2e-8e56-b1176bd707af
1285,165,0,0,0,100,87b8ecdb-6699-44c4-acb0-1ab66f6fde8c
1285,167,0,0,0,100,b134deb1-37fc-438f-8ec2-bb73aabd479a
1285,193,0,0,0,100,89499b42-49fd-4f7f-ad73-4c3b5c54417f
1285,233,0,0,0,100,1c6e28d9-6c06-46d1-ba7d-83a55ead57d8
1285,332,0,0,0,100,6fa54ccb-74b3-4f9d-92cb-31383107f2d7
1285,401,0,0,0,100,1e45741d-8763-4859-9ebc-ca7e3bdfc187
1458,27,0,0,61,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1458,111,0,0,63,100,68b53edc-4df1-4725-bec6-d1c823321387
1458,112,0,0,63,100,e152e12b-016b-44f6-bb5e-c4d629253707
1458,199,0,0,84,100,524803d3-bb03-4dc0-b16e-01a590c60b96
1458,232,0,0,63,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1458,318,0,0,61,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1458,324,0,0,86,100,a8a0c63d-2cb1-49d5-9b49-35a8102bbaca
1458,397,0,0,63,100,87d50ec4-f703-49ab-91cd-c6814674c229
1458,398,0,0,63,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1459,27,0,0,27,200,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1459,111,0,0,29,100,68b53edc-4df1-4725-bec6-d1c823321387
1459,112,0,0,29,100,e152e12b-016b-44f6-bb5e-c4d629253707
1459,199,0,0,35,200,524803d3-bb03-4dc0-b16e-01a590c60b96
1459,232,0,0,29,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1459,318,0,0,27,200,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1459,324,0,0,35,200,a8a0c63d-2cb1-49d5-9b49-35a8102bbaca
1459,397,0,0,29,100,87d50ec4-f703-49ab-91cd-c6814674c229
1459,398,0,0,29,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1460,27,0,0,64,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1460,111,0,0,64,100,68b53edc-4df1-4725-bec6-d1c823321387
1460,112,0,0,64,100,e152e12b-016b-44f6-bb5e-c4d629253707
1460,199,0,0,90,100,524803d3-bb03-4dc0-b16e-01a590c60b96
1460,232,0,0,64,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1460,318,0,0,64,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1460,324,0,0,91,100,a8a0c63d-2cb1-49d5-9b49-35a8102bbaca
1460,397,0,0,64,100,87d50ec4-f703-49ab-91cd-c6814674c229
1460,398,0,0,64,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1461,27,0,0,19,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1461,111,0,0,23,100,68b53edc-4df1-4725-bec6-d1c823321387
1461,112,0,0,23,100,e152e12b-016b-44f6-bb5e-c4d629253707
1461,199,0,0,23,100,524803d3-bb03-4dc0-b16e-01a590c60b96
1461,232,0,0,23,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1461,318,0,0,19,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1461,324,0,0,23,100,a8a0c63d-2cb1-49d5-9b49-35a8102bbaca
1461,397,0,0,23,100,87d50ec4-f703-49ab-91cd-c6814674c229
1461,398,0,0,23,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1462,27,0,0,29,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1462,111,0,0,31,100,68b53edc-4df1-4725-bec6-d1c823321387
1462,112,0,0,31,100,e152e12b-016b-44f6-bb5e-c4d629253707
1462,199,0,0,38,100,524803d3-bb03-4dc0-b16e-01a590c60b96
1462,232,0,0,31,100,9dfa0b1a-a9cb-4a71-b8f7-a09545a088a7
1462,318,0,0,29,100,30533fd9-dbd6-4e0a-b6dd-27c3613e6ccb
1462,324,0,0,41,100,a8a0c63d-2cb1-49d5-9b49-35a8102bbaca
1462,397,0,0,31,100,87d50ec4-f703-49ab-91cd-c6814674c229
1462,398,0,0,31,100,e62f0415-9b8f-4462-98f4-c03b51e7887d
1466,62,0,1,3,213,673b100a-d807-42d9-80db-e05d3bfd9ffd
1466,63,0,1,3,100,53388fbe-d761-4464-a503-a59f89baaa4f
1466,64,0,1,1,100,2cd7c363-56c8-4045-ba81-da4fe79df758
1466,65,0,1,3,100,522aefda-e555-4449-bd87-044a3f231392
1466,66,0,1,3,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
1466,342,0,1,3,213,b75786ca-69c0-4c15-87bc-7636be7b5ffa
1466,343,0,1,3,100,322e304c-2790-4d6d-844c-9d9e059aa49c
1466,344,0,1,1,100,db6bba81-7f53-4e77-bbd9-415e88f8aa25
1466,345,0,1,3,100,f95aa422-6ade-4d41-9fa7-bc746ac966a9
1466,346,0,1,3,100,49ac0b16-f133-458f-9be8-aef58d89033f
1467,62,0,1,4,100,673b100a-d807-42d9-80db-e05d3bfd9ffd
1467,63,0,1,4,100,53388fbe-d761-4464-a503-a59f89baaa4f
1467,64,0,1,2,100,2cd7c363-56c8-4045-ba81-da4fe79df758
1467,65,0,1,4,100,522aefda-e555-4449-bd87-044a3f231392
1467,66,0,1,4,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
1467,342,0,1,4,100,b75786ca-69c0-4c15-87bc-7636be7b5ffa
1467,343,0,1,4,100,322e304c-2790-4d6d-844c-9d9e059aa49c
1467,344,0,1,2,100,db6bba81-7f53-4e77-bbd9-415e88f8aa25
1467,345,0,1,4,100,f95aa422-6ade-4d41-9fa7-bc746ac966a9
1467,346,0,1,4,100,49ac0b16-f133-458f-9be8-aef58d89033f
1468,62,0,1,5,100,673b100a-d807-42d9-80db-e05d3bfd9ffd
1468,63,0,1,5,100,53388fbe-d761-4464-a503-a59f89baaa4f
1468,64,0,1,3,100,2cd7c363-56c8-4045-ba81-da4fe79df758
1468,65,0,1,5,100,522aefda-e555-4449-bd87-044a3f231392
1468,66,0,1,5,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
1468,342,0,1,5,100,b75786ca-69c0-4c15-87bc-7636be7b5ffa
1468,343,0,1,5,100,322e304c-2790-4d6d-844c-9d9e059aa49c
1468,344,0,1,3,100,db6bba81-7f53-4e77-bbd9-415e88f8aa25
1468,345,0,1,5,100,f95aa422-6ade-4d41-9fa7-bc746ac966a9
1468,346,0,1,5,100,49ac0b16-f133-458f-9be8-aef58d89033f
1469,62,0,1,6,100,673b100a-d807-42d9-80db-e05d3bfd9ffd
1469,63,0,1,6,100,53388fbe-d761-4464-a503-a59f89baaa4f
1469,64,0,1,4,100,2cd7c363-56c8-4045-ba81-da4fe79df758
1469,65,0,1,6,100,522aefda-e555-4449-bd87-044a3f231392
1469,66,0,1,6,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
1469,342,0,1,6,100,b75786ca-69c0-4c15-87bc-7636be7b5ffa
1469,343,0,1,6,100,322e304c-2790-4d6d-844c-9d9e059aa49c
1469,344,0,1,4,100,db6bba81-7f53-4e77-bbd9-415e88f8aa25
1469,345,0,1,6,100,f95aa422-6ade-4d41-9fa7-bc746ac966a9
1469,346,0,1,6,100,49ac0b16-f133-458f-9be8-aef58d89033f
1470,62,0,1,7,100,673b100a-d807-42d9-80db-e05d3bfd9ffd
1470,63,0,1,7,100,53388fbe-d761-4464-a503-a59f89baaa4f
1470,64,0,1,5,100,2cd7c363-56c8-4045-ba81-da4fe79df758
1470,65,0,1,7,100,522aefda-e555-4449-bd87-044a3f231392
1470,66,0,1,7,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
1470,342,0,1,7,100,b75786ca-69c0-4c15-87bc-7636be7b5ffa
1470,343,0,1,7,100,322e304c-2790-4d6d-844c-9d9e059aa49c
1470,344,0,1,5,100,db6bba81-7f53-4e77-bbd9-415e88f8aa25
1470,345,0,1,7,100,f95aa422-6ade-4d41-9fa7-bc746ac966a9
1470,346,0,1,7,100,49ac0b16-f133-458f-9be8-aef58d89033f
1471,62,0,1,8,100,673b100a-d807-42d9-80db-e05d3bfd9ffd
1471,63,0,1,8,100,53388fbe-d761-4464-a503-a59f89baaa4f
1471,64,0,1,6,100,2cd7c363-56c8-4045-ba81-da4fe79df758
1471,65,0,1,8,100,522aefda-e555-4449-bd87-044a3f231392
1471,66,0,1,8,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
1471,342,0,1,8,100,b75786ca-69c0-4c15-87bc-7636be7b5ffa
1471,343,0,1,8,100,322e304c-2790-4d6d-844c-9d9e059aa49c
1471,344,0,1,6,100,db6bba81-7f53-4e77-bbd9-415e88f8aa25
1471,345,0,1,8,100,f95aa422-6ade-4d41-9fa7-bc746ac966a9
1471,346,0,1,8,100,49ac0b16-f133-458f-9be8-aef58d89033f
1472,62,0,1,9,100,673b100a-d807-42d9-80db-e05d3bfd9ffd
1472,63,0,1,9,100,53388fbe-d761-4464-a503-a59f89baaa4f
1472,64,0,1,7,100,2cd7c363-56c8-4045-ba81-da4fe79df758
1472,65,0,1,9,100,522aefda-e555-4449-bd87-044a3f231392
1472,66,0,1,9,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
1472,342,0,1,9,100,b75786ca-69c0-4c15-87bc-7636be7b5ffa
1472,343,0,1,9,100,322e304c-2790-4d6d-844c-9d9e059aa49c
1472,344,0,1,7,100,db6bba81-7f53-4e77-bbd9-415e88f8aa25
1472,345,0,1,9,100,f95aa422-6ade-4d41-9fa7-bc746ac966a9
1472,346,0,1,9,100,49ac0b16-f133-458f-9be8-aef58d89033f
1473,62,0,1,10,100,673b100a-d807-42d9-80db-e05d3bfd9ffd
1473,63,0,1,10,100,53388fbe-d761-4464-a503-a59f89baaa4f
1473,64,0,1,8,100,2cd7c363-56c8-4045-ba81-da4fe79df758
1473,65,0,1,10,100,522aefda-e555-4449-bd87-044a3f231392
1473,66,0,1,10,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
1473,342,0,1,10,100,b75786ca-69c0-4c15-87bc-7636be7b5ffa
1473,343,0,1,10,100,322e304c-2790-4d6d-844c-9d9e059aa49c
1473,344,0,1,8,100,db6bba81-7f53-4e77-bbd9-415e88f8aa25
1473,345,0,1,10,100,f95aa422-6ade-4d41-9fa7-bc746ac966a9
1473,346,0,1,10,100,49ac0b16-f133-458f-9be8-aef58d89033f
1474,62,0,1,11,100,673b100a-d807-42d9-80db-e05d3bfd9ffd
1474,63,0,1,11,100,53388fbe-d761-4464-a503-a59f89baaa4f
1474,64,0,1,9,100,2cd7c363-56c8-4045-ba81-da4fe79df758
1474,65,0,1,11,100,522aefda-e555-4449-bd87-044a3f231392
1474,66,0,1,11,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
1474,342,0,1,11,100,b75786ca-69c0-4c15-87bc-7636be7b5ffa
1474,343,0,1,11,100,322e304c-2790-4d6d-844c-9d9e059aa49c
1474,344,0,1,9,100,db6bba81-7f53-4e77-bbd9-415e88f8aa25
1474,345,0,1,11,100,f95aa422-6ade-4d41-9fa7-bc746ac966a9
1474,346,0,1,11,100,49ac0b16-f133-458f-9be8-aef58d89033f
1475,62,0,1,12,100,673b100a-d807-42d9-80db-e05d3bfd9ffd
1475,63,0,1,12,100,53388fbe-d761-4464-a503-a59f89baaa4f
1475,64,0,1,10,100,2cd7c363-56c8-4045-ba81-da4fe79df758
1475,65,0,1,12,100,522aefda-e555-4449-bd87-044a3f231392
1475,66,0,1,12,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
1475,342,0,1,12,100,b75786ca-69c0-4c15-87bc-7636be7b5ffa
1475,343,0,1,12,100,322e304c-2790-4d6d-844c-9d9e059aa49c
1475,344,0,1,10,100,db6bba81-7f53-4e77-bbd9-415e88f8aa25
1475,345,0,1,12,100,f95aa422-6ade-4d41-9fa7-bc746ac966a9
1475,346,0,1,12,100,49ac0b16-f133-458f-9be8-aef58d89033f
1476,62,0,1,13,100,673b100a-d807-42d9-80db-e05d3bfd9ffd
1476,63,0,1,13,100,53388fbe-d761-4464-a503-a59f89baaa4f
1476,64,0,1,11,100,2cd7c363-56c8-4045-ba81-da4fe79df758
1476,65,0,1,13,100,522aefda-e555-4449-bd87-044a3f231392
1476,66,0,1,13,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
1476,342,0,1,13,100,b75786ca-69c0-4c15-87bc-7636be7b5ffa
1476,343,0,1,13,100,322e304c-2790-4d6d-844c-9d9e059aa49c
1476,344,0,1,11,100,db6bba81-7f53-4e77-bbd9-415e88f8aa25
1476,345,0,1,13,100,f95aa422-6ade-4d41-9fa7-bc746ac966a9
1476,346,0,1,13,100,49ac0b16-f133-458f-9be8-aef58d89033f
1477,62,0,1,14,100,673b100a-d807-42d9-80db-e05d3bfd9ffd
1477,63,0,1,14,100,53388fbe-d761-4464-a503-a59f89baaa4f
1477,64,0,1,12,100,2cd7c363-56c8-4045-ba81-da4fe79df758
1477,65,0,1,14,100,522aefda-e555-4449-bd87-044a3f231392
1477,66,0,1,14,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
1477,342,0,1,14,100,b75786ca-69c0-4c15-87bc-7636be7b5ffa
1477,343,0,1,14,100,322e304c-2790-4d6d-844c-9d9e059aa49c
1477,344,0,1,12,100,db6bba81-7f53-4e77-bbd9-415e88f8aa25
1477,345,0,1,14,100,f95aa422-6ade-4d41-9fa7-bc746ac966a9
1477,346,0,1,14,100,49ac0b16-f133-458f-9be8-aef58d89033f
1478,62,0,1,15,100,673b100a-d807-42d9-80db-e05d3bfd9ffd
1478,63,0,1,15,100,53388fbe-d761-4464-a503-a59f89baaa4f
1478,64,0,1,13,100,2cd7c363-56c8-4045-ba81-da4fe79df758
1478,65,0,1,15,100,522aefda-e555-4449-bd87-044a3f231392
1478,66,0,1,15,100,6cd3e82d-78d9-46ab-ae37-7b440d614d95
1478,342,0,1,15,100,b75786ca-69c0-4c15-87bc-7636be7b5ffa
1478,343,0,1,15,100,322e304c-2790-4d6d-844c-9d9e059aa49c
1478,344,0,1,13,100,db6bba81-7f53-4e77-bbd9-415e88f8aa25
1478,345,0,1,15,100,f95aa422-6ade-4d41-9fa7-bc746ac966a9
1478,346,0,1,15,100,49ac0b16-f133-458f-9be8-aef58d89033f
1479,62,0,1,16,100,673b100a-d807-42d9-80db-e05d3bfd9ffd
1479,63,0,1,16,100,53388fbe-d761-4464-a503-a59f89baaa4f
