Documento,Orden,Etiqueta,EtiquetaPerso,Codigo,version,camponuevo,etiquetanueva
Expedientes,0,ProvinciaAbogadoContrario4EXPED,ProvinciaAbogadoContrario4EXPED,198,,abogcont_sprovinciaabo__4,Abogados_Contrarios_Provincia
Facturas,0,Suplido-ImporFACTU,Suplido-ImporFACTU,500,,linefactgas_descripcion;linefactgas_salidaeuro;,Suplidos_Descripción;Suplidos_Salida;
Facturas,0,DerechosFACTU,DerechosFACTU,232,p,linefacthono_descripcion;,Honorarios_Descripción;
Facturas,0,ImporteDerechosEuroFACTU,ImporteDerechosEuroFACTU,324,p,linefacthono_salidaeuro;,Honorarios_Salida;
Facturas,0,IrpfHonorariosFACTU,IrpfHonorariosFACTU,235,a,facturas_TotalIrpfeuro,General_Facturas_Total_IRPF_Euro
Facturas,0,IvaHonorariosEuroFACTU,IvaHonorariosEuroFACTU,326,a,facturas_TotalIvaEuro,General_Facturas_Total_Iva_Euro
Facturas,0,NombreFacturaFACTU,NombreFacturaFACTU,238,,facturas_nombrecli,General_Facturas_Nombre_Cliente
Facturas,0,NumFactFACTU,NumFactFACTU,239,,facturas_inumfactura,General_Facturas_Numero_de_Factura
Facturas,0,TotalDescuentoFACTU,TotalDescuentoFACTU,443,,facturas_TotalDctoEuro,General_Facturas_Total_Descuentos_Euro
Facturas,0,TotalSuplidosFACTU,TotalSuplidosFACTU,245,a,facturas_totalsuplidoseuro,General_Facturas_Total_Suplidos_Euro
Facturas,0,TotalHonorariosFACTU,TotalHonorariosFACTU,246,a,facturas_totalderechoseuro,General_Facturas_Total_Derechos_Euros
Facturas,0,TotalLetraEuroFACTU,TotalLetraEuroFACTU,371,,facturas_TotalEuro,General_Facturas_Total_Euro
Facturas,0,TotalFacturaFACTU,TotalFacturaFACTU,248,,facturas_TotalEuro,General_Facturas_Total_Euro
Mailing,0,CPostalMAIL,CPostalMAIL,450,,CPostalMAIL,Mailing_Código_Postal
Mailing,0,FaxMAIL,FaxMAIL,453,,FaxMAIL,Mailing_Fax
Mailing,0,PoblacionMAIL,PoblacionMAIL,449,,PoblacionMAIL,Mailing_Población
Varios,0,CPostalUsuarioVARIO,CPostalUsuarioVARIO,249,,director_codpostal,Empresa_Código_Postal
Varios,0,DirecciónUsuarioVARIO,DirecciónUsuarioVARIO,250,,director_direccion,Empresa_Dirección
Clientes,0,NotasActuacionCLIE,NotasActuacionCLIE,8101,,segcli_notas;,Historial_Notas;
Clientes,0,Actuación-NotasCLIE,Actuación-NotasCLIE,8104,,segcli_dfechaact;segcli_sactuacion;segcli_notas;,Historial_Fecha_de_Actuacion;Historial_Actuacion;Historial_Notas;
Expedientes,0,NombreSubUsuarioEXPED,NombreSubUsuarioEXPED,1000,,subusu_nombre,Usuarios_Nombre
Expedientes,0,AbogadoPropio4EXPED,AbogadoPropio4EXPED,1004,p,abogprop_snombreabo__4,Abogados_Propios_Nombre
Expedientes,0,AbogadoPropioEXPED,AbogadoPropioEXPED,1005,p,abogprop_snombreabo__1,Abogados_Propios_Nombre
Expedientes,0,CPostalAbogadoPropio4EXPED,CPostalAbogadoPropio4EXPED,1008,p,abogprop_scodpostalabo__4,Abogados_Propios_Codigo_Postal
Expedientes,0,CPostalAbogadoPropioEXPED,CPostalAbogadoPropioEXPED,1009,p,abogprop_scodpostalabo__1,Abogados_Propios_Codigo_Postal
Expedientes,0,DirecciónAbogadoPropio3EXPED,DirecciónAbogadoPropio3EXPED,1011,p,abogprop_sdomicilioabo__3,Abogados_Propios_Domicilio
Expedientes,0,DirecciónAbogadoPropio4EXPED,DirecciónAbogadoPropio4EXPED,1012,p,abogprop_sdomicilioabo__4,Abogados_Propios_Domicilio
Expedientes,0,DirecciónAbogadoPropioEXPED,DirecciónAbogadoPropioEXPED,1013,p,abogprop_sdomicilioabo__1,Abogados_Propios_Domicilio
Expedientes,0,EmailAbogadoPropio4EXPED,EmailAbogadoPropio4EXPED,1016,p,abogprop_email__4,Abogados_Propios_Correo_Electronico
Expedientes,0,MovilAbogadoPropio4EXPED,MovilAbogadoPropio4EXPED,1021,p,abogprop_smovilabo__4,Abogados_Propios_Movil
Expedientes,0,MovilAbogadoPropioEXPED,MovilAbogadoPropioEXPED,1022,p,abogprop_smovilabo__1,Abogados_Propios_Movil
Expedientes,0,PoblaciónAbogadoPropio2EXPED,PoblaciónAbogadoPropio2EXPED,1027,p,abogprop_spoblacionabo__2,Abogados_Propios_Poblacion
Expedientes,0,PoblaciónAbogadoPropio4EXPED,PoblaciónAbogadoPropio4EXPED,1029,p,abogprop_spoblacionabo__4,Abogados_Propios_Poblacion
Expedientes,0,ProvinciaAbogadoPropio4EXPED,ProvinciaAbogadoPropio4EXPED,1033,p,abogprop_sprovinciaabo__4,Abogados_Propios_Provincia
Expedientes,0,Teléfono2AbogadoPropio4EXPED,Teléfono2AbogadoPropio4EXPED,1037,p,abogprop_telefono2__4,Abogados_Propios_Telefono2
Expedientes,0,TeléfonoAbogadoPropio4EXPED,TeléfonoAbogadoPropio4EXPED,1045,p,abogprop_stelefonoabo__4,Abogados_Propios_Telefono1
Expedientes,0,FaxAbogadoPropio4EXPED,FaxAbogadoPropio4EXPED,1049,p,abogprop_sfaxabo__4,Abogados_Propios_Fax
Expedientes,0,RefPropiaEXPED,RefPropiaEXPED,225, ,expedien_srefabogado,General_Expedientes_Referencia_Propia
Facturas,0,ImporteSuplidosEuroFACTU,ImporteSuplidosEuroFACTU,323,p,linefactgas_salidaeuro,Suplidos_Salida
Facturas,0,ImporteSuplidosFACTU,ImporteSuplidosFACTU,233,p,linefactgas_salidaeuro,Suplidos_Salida
Facturas,0,Supli-ImporEuroFACTU,Supli-ImporEuroFACTU,501,p,linefactgas_descripcion;linefactgas_salidaeuro;,Suplidos_Descripción;Suplidos_Salida;
Facturas,0,SuplidosFACTU,SuplidosFACTU,231,p,linefactgas_descripcion;,Suplidos_Descripción;
Expedientes,0,PoblaciónProcuradorPropioEXPED,PoblaciónProcuradorPropioEXPED,187,,procpro_spoblacionpro__1,Procuradores_Propios_Poblacion
Expedientes,0,ProcuradorContrario3EXPED,ProcuradorContrario3EXPED,189,,proccont_snombrepro__3,Procuradores_Contrarios_Nombre
Expedientes,0,ProvinciaClienteContrarioEXPED,ProvinciaClienteContrarioEXPED,203,,cliecont_provincia__1,Contrarios_Provincia
Expedientes,0,PoblaciónClientePropio2EXPED,PoblaciónClientePropio2EXPED,167,,clientes_spoblacioncli__2,Clientes_Poblacion
Expedientes,0,DirecciónJuzgado2EXPED,DirecciónJuzgado2EXPED,479,,juzgado_direccion__2,Juzgados_Direccion
Expedientes,0,EmailAbogadoContrario4EXPED,EmailAbogadoContrario4EXPED,286,,abogcont_email__4,Abogados_Contrarios_Correo_Electronico
Expedientes,0,Teléfono3AbogadoContrario2EXPED,Teléfono3AbogadoContrario2EXPED,610,,abogcont_telefono3__2,Abogados_Contrarios_Telefono3
Expedientes,0,Organismo2EXPED,Organismo2EXPED,159,,organism_nombre__2,Organismos_Nombre
Expedientes,0,Teléfono2ClientePropio2EXPED,Teléfono2ClientePropio2EXPED,633,,clientes_telefono2__2,Clientes_Telefono_2
Expedientes,0,DirecciónJuzgado4EXPED,DirecciónJuzgado4EXPED,481,,juzgado_direccion__4,Juzgados_Direccion
Expedientes,0,FechaRecobroEXPED,FechaRecobroEXPED,486,,recobros_fecha__1,Recobros_Fecha
Expedientes,0,TeléfonoColaborador3EXPED,TeléfonoColaborador3EXPED,361,,colabora_stelefonocol__3,Colaboradores_Telefono1
Comunes,26,CuantiaTotalEXPED,CuantiaTotalEXPED,541,,,
Expedientes,1,Perso5EXPED,Perso5EXPED,694,,expedien_perso5,General_Expedientes_Perso5
Expedientes,0,Núm.Asunto4EXPED,Núm.Asunto4EXPED,467,,,
Expedientes,1,Perso7EXPED,Perso7EXPED,696,,expedien_perso7,General_Expedientes_Perso7
Expedientes,1,Perso93EXPED,Perso93EXPED,745,,expedien_perso93,General_Expedientes_Perso93
Expedientes,1,PersoFecha1EXPED,PersoFecha1EXPED,700,,expedien_persofecha1,General_Expedientes_PersoFecha1
Expedientes,1,PersoNum3EXPED,PersoNum3EXPED,705,,expedien_personum3,General_Expedientes_PersoNum3
Expedientes,0,CPostalColaborador3EXPED,CPostalColaborador3EXPED,104,,colabora_scodpostalcol__3,Colaboradores_Codigo_Postal
Expedientes,0,CPostalOrganismoEXPED,CPostalOrganismoEXPED,110,,organism_codpostal__1,Organismos_Codigo_Postal
Expedientes,0,DirecciónProcuradorPropio4EXPED,DirecciónProcuradorPropio4EXPED,275,,procpro_sdomiciliopro__4,Procuradores_Propios_Domicilio
Expedientes,0,EmailClientePropio3EXPED,EmailClientePropio3EXPED,293,,clientes_email__3,Clientes_Correo_Electronico
Expedientes,0,FechaCtasPreviasEXPED,FechaCtasPreviasEXPED,492,,previexp_dfecha;,Previas_Fecha;
Expedientes,0,MovilAbogadoContrarioEXPED,MovilAbogadoContrarioEXPED,518,,abogcont_smovilabo__1,Abogados_Contrarios_Movil
Expedientes,0,TeléfonoProcuradorContrario2EXPED,TeléfonoProcuradorContrario2EXPED,368,,proccont_stelefonopro__2,Procuradores_Contrarios_Telefono1
Expedientes,0,FaseProcedimiento3EXPED,FaseProcedimiento3EXPED,470,,,
Expedientes,0,Teléfono3ProcuradorPropio2EXPED,Teléfono3ProcuradorPropio2EXPED,682,,procpro_telefono3__2,Procuradores_Propios_Telefono3
Expedientes,0,TeléfonoOrganismo4EXPED,TeléfonoOrganismo4EXPED,366,,organism_telefono__4,Organismos_Telefono1
Expedientes,0,NotasContrario2EXPED,NotasContrario2EXPED,731, ,cliecont_notas__2,Contrarios_Notas
Expedientes,0,ProvinciaClientePropio4EXPED,ProvinciaClientePropio4EXPED,206,,clientes_sprovinciacli__4,Clientes_Provincia
Expedientes,0,Teléfono2AbogadoContrarioEXPED,Teléfono2AbogadoContrarioEXPED,606,,abogcont_telefono2__1,Abogados_Contrarios_Telefono2
Expedientes,0,FaxAbogadoContrarioEXPED,FaxAbogadoContrarioEXPED,399,,abogcont_sfaxabo__1,Abogados_Contrarios_Fax
Expedientes,0,ImporteCtasPreviasEXPED,ImporteCtasPreviasEXPED,494,,,
Expedientes,0,ReferenciaPropiaEXPED,ReferenciaPropiaEXPED,225,,expedien_srefabogado,General_Expedientes_Referencia_Propia
Expedientes,0,Teléfono2ProcuradorPropioEXPED,Teléfono2ProcuradorPropioEXPED,678,,procpro_telefono2__1,Procuradores_Propios_Telefono2
Expedientes,0,PoblaciónProcuradorPropio2EXPED,PoblaciónProcuradorPropio2EXPED,184,,procpro_spoblacionpro__2,Procuradores_Propios_Poblacion
Expedientes,0,EmailProcuradorPropio4EXPED,EmailProcuradorPropio4EXPED,310,,procpro_email__4,Procuradores_Propios_Correo_Electronico
Expedientes,0,MovilClientePropio4EXPED,MovilClientePropio4EXPED,525,,clientes_smovilcli__4,Clientes_Movil
Expedientes,0,NifClienteContrario4EXPED,NifClienteContrario4EXPED,149,,cliecont_nifclicon__4,Contrarios_NIF/CIF
Expedientes,0,PagWebOrganismo3EXPED,PagWebOrganismo3EXPED,662,,organism_pagweb__3,Organismos_Pagina_Web
Expedientes,0,PagWebProcuradorPropioEXPED,PagWebProcuradorPropioEXPED,680,,procpro_pagweb__1,Procuradores_Propios_Pagina_Web
Expedientes,0,PoblaciónClienteContrarioEXPED,PoblaciónClienteContrarioEXPED,166,,cliecont_poblacion__1,Contrarios_Poblacion
Expedientes,0,PoblaciónProcuradorContrario2EXPED,PoblaciónProcuradorContrario2EXPED,180,,proccont_spoblacionpro__2,Procuradores_Contrarios_Poblacion
Expedientes,0,ProvinciaColaborador4EXPED,ProvinciaColaborador4EXPED,210,,colabora_sprovinciacol__4,Colaboradores_Provincia
Expedientes,0,ProvinciaOrganismo4EXPED,ProvinciaOrganismo4EXPED,214,,organism_provincia__4,Organismos_Provincia
Expedientes,0,ProvinciaProcuradorContrarioEXPED,ProvinciaProcuradorContrarioEXPED,219,,proccont_sprovinciapro__1,Procuradores_Contrarios_Provincia
Expedientes,0,Asegurado3EXPED,Asegurado3EXPED,548,,seguros_asegurado__3,Seguros_Asegurado
Expedientes,0,DirecciónProcuradorContrarioEXPED,DirecciónProcuradorContrarioEXPED,140,,proccont_sdomiciliopro__1,Procuradores_Contrarios_Domicilio
Expedientes,0,FaxProcuradorContrario2EXPED,FaxProcuradorContrario2EXPED,420,,proccont_sfaxpro__2,Procuradores_Contrarios_Fax
Expedientes,0,FaxProcuradorPropio4EXPED,FaxProcuradorPropio4EXPED,402,,procpro_sfaxpro__4,Procuradores_Propios_Fax
Expedientes,0,Juzgado2EXPED,Juzgado2EXPED,461,,juzgado_juzgado__2,Juzgados_Nombre
Expedientes,0,Juzgado4EXPED,Juzgado4EXPED,463,,juzgado_juzgado__4,Juzgados_Nombre
Expedientes,0,Lesionado2EXPED,Lesionado2EXPED,727,,lesionad_lesionado__2,Lesionados_Nombre
Expedientes,0,Lesionado3EXPED,Lesionado3EXPED,728,,lesionad_lesionado__3,Lesionados_Nombre
Expedientes,0,PagWebProcuradorContrarioEXPED,PagWebProcuradorContrarioEXPED,668,,proccont_pagweb__1,Procuradores_Contrarios_Pagina_Web
Expedientes,0,MovilProcuradorPropioEXPED,MovilProcuradorPropioEXPED,538,,procpro_smovilpro__1,Procuradores_Propios_Movil
Expedientes,0,PagWebProcuradorPropio3EXPED,PagWebProcuradorPropio3EXPED,686,,procpro_pagweb__3,Procuradores_Propios_Pagina_Web
Expedientes,0,NifClienteContrario3EXPED,NifClienteContrario3EXPED,148,,cliecont_nifclicon__3,Contrarios_NIF/CIF
Expedientes,0,PoblaciónAbogadoContrario2EXPED,PoblaciónAbogadoContrario2EXPED,162,,abogcont_spoblacionabo__2,Abogados_Contrarios_Poblacion
Expedientes,0,FaxOrganismo4EXPED,FaxOrganismo4EXPED,418,,organism_fax__4,Organismos_Fax
Expedientes,0,MovilProcuradorContrario4EXPED,MovilProcuradorContrario4EXPED,533,,proccont_snifpro__4,Procuradores_Contrarios_NIF/CIF
Expedientes,0,CPostalProcuradorContrario4EXPED,CPostalProcuradorContrario4EXPED,113,,proccont_scodpostalpro__4,Procuradores_Contrarios_Codigo_Postal
Expedientes,0,MovilProcuradorPropio4EXPED,MovilProcuradorPropio4EXPED,537,,procpro_smovilpro__4,Procuradores_Propios_Movil
Expedientes,0,Organismo4EXPED,Organismo4EXPED,161,,organism_nombre__4,Organismos_Nombre
Expedientes,0,ProvinciaJuzgado4EXPED,ProvinciaJuzgado4EXPED,569,,juzgado_provincia__4,Juzgados_Provincia
Expedientes,0,TeléfonoClientePropioEXPED,TeléfonoClientePropioEXPED,355,,clientes_stelefonocli__1,Clientes_Telefono_1
Expedientes,0,ÚltimaActuaciónEXPED,ÚltimaActuaciónEXPED,432,,expedien_ultactu,General_Expedientes_UltActuacion
Expedientes,1,Perso1EXPED,Perso1EXPED,690,,expedien_perso1,General_Expedientes_Perso1
Expedientes,1,Perso97EXPED,Perso97EXPED,749,,expedien_perso97,General_Expedientes_Perso97
Expedientes,0,DirecciónAbogadoContrario2EXPED,DirecciónAbogadoContrario2EXPED,120,,abogcont_sdomicilioabo__2,Abogados_Contrarios_Domicilio
Expedientes,0,ProvinciaClienteContrario4EXPED,ProvinciaClienteContrario4EXPED,202,,cliecont_provincia__4,Contrarios_Provincia
Expedientes,0,NumColegiadoProcuradorContrario3EXPED,NumColegiadoProcuradorContrario3EXPED,1055,p,proccont_numcolegiado__3,Procuradores_Contrarios_numcolegiado
Facturas,0,FechaFacturaFACTU,FechaFacturaFACTU,230,,facturas_fecha,General_Facturas_Fecha
Facturas,0,SuplidosFACTU,SuplidosFACTU,231,,linefactgas_descripcion;,Suplidos_Descripción;
Facturas,0,Honora-ImporFACTU,Honora-ImporFACTU,498,a,linefacthono_descripcion;linefacthono_salidaeuro;,Honorarios_Descripción;Honorarios_Salida;
Facturas,0,Honorario-Dcto+IvaFACTU,Honorario-Dcto+IvaFACTU,433,a,,
Facturas,0,ImporteSuplidosEuroFACTU,ImporteSuplidosEuroFACTU,323,,linefactgas_salidaeuro,Suplidos_Salida
Facturas,0,ImporteSuplidosFACTU,ImporteSuplidosFACTU,233,,linefactgas_salidaeuro,Suplidos_Salida
Facturas,0,ImporteHonorariosEuroFACTU,ImporteHonorariosEuroFACTU,324,a,linefacthono_salidaeuro,Honorarios_Salida;
Facturas,0,IvaHonorariosFACTU,IvaHonorariosFACTU,236,a,facturas_TotalIvaEuro,General_Facturas_Total_Iva_Euro
Facturas,0,PoblaciónFacturaFACTU,PoblaciónFacturaFACTU,240,,facturas_poblacioncli,General_Facturas_Poblacion_Cliente
Facturas,0,ProvinciaFacturaFACTU,ProvinciaFacturaFACTU,241,,facturas_provinciacli,General_Facturas_Provincia_Cliente
Facturas,0,ProvisionFondosEuroFACTU,ProvisionFondosEuroFACTU,327,,facturas_totalprovisioneseuro,General_Facturas_Total_Provisiones_Euro
Facturas,0,ProvisiónFondosFACTU,ProvisiónFondosFACTU,242,,facturas_totalprovisioneseuro,General_Facturas_Total_Provisiones_Euro
Facturas,0,TotalEurosFACTU,TotalEurosFACTU,243,,facturas_TotalEuro,General_Facturas_Total_Euro
Facturas,0,TotalHonorariosEuroFACTU,TotalHonorariosEuroFACTU,329,a,facturas_totalderechoseuro,General_Facturas_Total_Derechos_Euros
Facturas,0,TotalFacturaEuroFACTU,TotalFacturaEuroFACTU,330,,facturas_TotalEuro,General_Facturas_Total_Euro
Mailing,0,DireccionMAIL,DireccionMAIL,448,,DireccionMAIL,Mailing_Dirección
Mailing,0,ProvinciaMAIL,ProvinciaMAIL,451,,ProvinciaMAIL,Mailing_Provincia
Mailing,0,TelefonoMAIL,TelefonoMAIL,452,,TelefonoMAIL,Mailing_Teléfono
Varios,0,FaxUsuarioVARIO,FaxUsuarioVARIO,251,,director_fax,Empresa_Fax
Varios,0,FechaImpresiónVARIO,FechaImpresiónVARIO,252,,director_fechaimpresion,Empresa_Fecha_Impresion
Varios,0,TítuloUsuarioVARIO,TítuloUsuarioVARIO,258,,director_tituloprocurador,Empresa_Título
Expedientes,0,CPostalAbogadoPropio2EXPED,CPostalAbogadoPropio2EXPED,1006,p,abogprop_scodpostalabo__2,Abogados_Propios_Codigo_Postal
Expedientes,0,Teléfono2Organismo4EXPED,Teléfono2Organismo4EXPED,663,,organism_telefono2__4,Organismos_Telefono2
Expedientes,0,PagWebClientePropioEXPED,PagWebClientePropioEXPED,632,,clientes_pagweb__1,Clientes_Pagina_Web
Expedientes,1,Perso91EXPED,Perso91EXPED,743,,expedien_perso91,General_Expedientes_Perso91
Expedientes,0,Colaborador2EXPED,Colaborador2EXPED,87,,colabora_snombrecol__2,Colaboradores_Nombre
Expedientes,0,Teléfono2ProcuradorPropio3EXPED,Teléfono2ProcuradorPropio3EXPED,684,,procpro_telefono2__3,Procuradores_Propios_Telefono2
Expedientes,0,Juzgado1EXPED,Juzgado1EXPED,460,,juzgado_juzgado__1,Juzgados_Nombre
Expedientes,0,FaxAbogadoContrario4EXPED,FaxAbogadoContrario4EXPED,398,,abogcont_sfaxabo__4,Abogados_Contrarios_Fax
Expedientes,0,NúmeroEXPED,NúmeroEXPED,156,,expedien_expediente,General_Expedientes_Numero_de_Expediente
Expedientes,0,PagWebClienteContrario4EXPED,PagWebClienteContrario4EXPED,629,,cliecont_pagweb__4,Contrarios_Pagina_Web
Expedientes,0,RefProcuradorPropio3EXPED,RefProcuradorPropio3EXPED,341,,,
Expedientes,0,EmailProcuradorPropio2EXPED,EmailProcuradorPropio2EXPED,308,,procpro_email__2,Procuradores_Propios_Correo_Electronico
Expedientes,0,CPostalClientePropio2EXPED,CPostalClientePropio2EXPED,99,,clientes_scodpostalcli__2,Clientes_Codigo_Postal
Expedientes,0,MovilClienteContrario3EXPED,MovilClienteContrario3EXPED,520,,cliecont_movil__3,Contrarios_Movil
Expedientes,0,PagWebProcuradorPropio4EXPED,PagWebProcuradorPropio4EXPED,689,,procpro_pagweb__4,Procuradores_Propios_Pagina_Web
Expedientes,0,PoblaciónClienteContrario3EXPED,PoblaciónClienteContrario3EXPED,263,,cliecont_poblacion__3,Contrarios_Poblacion
Expedientes,0,AñoEXPED,AñoEXPED,77,,expedien_iyear,General_Expedientes_Año
Expedientes,0,Teléfono3Organismo3EXPED,Teléfono3Organismo3EXPED,661,,organism_telefono3__3,Organismos_Telefono3
Expedientes,0,Matricula4EXPED,Matricula4EXPED,558,,seguros_matricula__4,Seguros_Matrícula
Expedientes,0,EmailProcuradorPropioEXPED,EmailProcuradorPropioEXPED,307,,procpro_email__1,Procuradores_Propios_Correo_Electronico
Expedientes,0,ClientePropioEXPED,ClientePropioEXPED,86,,clientes_snombrecli__1,Clientes_Nombre
Expedientes,0,CPostalColaborador2EXPED,CPostalColaborador2EXPED,103,,colabora_scodpostalcol__2,Colaboradores_Codigo_Postal
Expedientes,0,NotasContrario3EXPED,NotasContrario3EXPED,732,,cliecont_notas__3,Contrarios_Notas
Expedientes,0,Teléfono3OrganismoEXPED,Teléfono3OrganismoEXPED,655,,organism_telefono3__1,Organismos_Telefono3
Expedientes,0,Tomador2EXPED,Tomador2EXPED,544,,seguros_tomador__2,Seguros_Tomador
Expedientes,0,FechaUltActuacionEXPED,FechaUltActuacionEXPED,455,,expedien_ultactufechaact,General_Expedientes_Fecha_Ult_Actu
Expedientes,0,Teléfono2Organismo2EXPED,Teléfono2Organismo2EXPED,657,,organism_telefono2__2,Organismos_Telefono2
Expedientes,0,TeléfonoClienteContrarioEXPED,TeléfonoClienteContrarioEXPED,351,,cliecont_telefono__1,Contrarios_Telefono1
Expedientes,0,TeléfonoOrganismo3EXPED,TeléfonoOrganismo3EXPED,365,,organism_telefono__3,Organismos_Telefono1
Expedientes,0,PagWebProcuradorContrario3EXPED,PagWebProcuradorContrario3EXPED,674,,proccont_pagweb__3,Procuradores_Contrarios_Pagina_Web
Expedientes,0,ProcuradorPropioEXPED,ProcuradorPropioEXPED,195,,procpro_snombrepro__1,Procuradores_Propios_Nombre
Expedientes,0,Teléfono2ProcuradorContrario3EXPED,Teléfono2ProcuradorContrario3EXPED,672,,proccont_telefono2__3,Procuradores_Contrarios_Telefono2
Expedientes,0,CPostalProcuradorPropioEXPED,CPostalProcuradorPropioEXPED,272,,procpro_scodpostalpro__1,Procuradores_Propios_Codigo_Postal
Expedientes,0,MovilProcuradorContrarioEXPED,MovilProcuradorContrarioEXPED,534,,proccont_snifpro__1,Procuradores_Contrarios_NIF/CIF
Expedientes,1,Perso4EXPED,Perso4EXPED,693,,expedien_perso4,General_Expedientes_Perso4
Comunes,15,NúmeroEXPED,NúmeroEXPED,156,,,
Expedientes,0,ProvinciaAbogadoContrario3EXPED,ProvinciaAbogadoContrario3EXPED,197,,abogcont_sprovinciaabo__3,Abogados_Contrarios_Provincia
Facturas,0,CPostalFacturaFACTU,CPostalFacturaFACTU,228,,facturas_codpostalcli,General_Facturas_Codigo_Postal_Cliente
Facturas,0,DomicilioFacturaFACTU,DomicilioFacturaFACTU,229,,facturas_domiciliocli,General_Facturas_Domicilio_Cliente
Facturas,0,Suplido-ImporEuroFACTU,Suplido-ImporEuroFACTU,501,,linefactgas_descripcion;linefactgas_salidaeuro;,Suplidos_Descripción;Suplidos_Salida;
Facturas,0,Honora-ImporEuroFACTU,Honora-ImporEuroFACTU,499,a,linefacthono_descripcion;linefacthono_salidaeuro;,Honorarios_Descripción;Honorarios_Salida;
Facturas,0,IrpfHonorariosEuroFACTU,IrpfHonorariosEuroFACTU,325,a,facturas_TotalIrpfeuro,General_Facturas_Total_IRPF_Euro
Facturas,0,TotalDescuentoEuroFACTU,TotalDescuentoEuroFACTU,442,,facturas_TotalDctoEuro,General_Facturas_Total_Descuentos_Euro
Facturas,0,TotalFavorFACTU,TotalFavorFACTU,244,,facturas_TotalEuro,General_Facturas_Total_Euro
Facturas,0,TotalSuplidosEuroFACTU,TotalSuplidosEuroFACTU,328,a,facturas_totalsuplidoseuro,General_Facturas_Total_Suplidos_Euro
Varios,0,NifUsuarioVARIO,NifUsuarioVARIO,253,,director_nif,Empresa_NIF
Varios,0,TeléfonoUsuarioVARIO,TeléfonoUsuarioVARIO,257,,director_telefono,Empresa_Teléfono
Expedientes,0,AbogadoPropio2EXPED,AbogadoPropio2EXPED,1002,p,abogprop_snombreabo__2,Abogados_Propios_Nombre
Expedientes,0,AbogadoPropio3EXPED,AbogadoPropio3EXPED,1003,p,abogprop_snombreabo__3,Abogados_Propios_Nombre
Expedientes,0,CPostalAbogadoPropio3EXPED,CPostalAbogadoPropio3EXPED,1007,p,abogprop_scodpostalabo__3,Abogados_Propios_Codigo_Postal
Expedientes,0,EmailAbogadoPropio3EXPED,EmailAbogadoPropio3EXPED,1015,p,abogprop_email__3,Abogados_Propios_Correo_Electronico
Expedientes,0,MovilAbogadoPropio2EXPED,MovilAbogadoPropio2EXPED,1019,p,abogprop_smovilabo__2,Abogados_Propios_Movil
Expedientes,0,PoblaciónAbogadoPropio3EXPED,PoblaciónAbogadoPropio3EXPED,1028,p,abogprop_spoblacionabo__3,Abogados_Propios_Poblacion
Expedientes,0,PoblaciónAbogadoPropioEXPED,PoblaciónAbogadoPropioEXPED,1030,p,abogprop_spoblacionabo__1,Abogados_Propios_Poblacion
Expedientes,0,ProvinciaAbogadoPropio3EXPED,ProvinciaAbogadoPropio3EXPED,1032,p,abogprop_sprovinciaabo__3,Abogados_Propios_Provincia
Expedientes,0,ProvinciaAbogadoPropioEXPED,ProvinciaAbogadoPropioEXPED,1034,p,abogprop_sprovinciaabo__1,Abogados_Propios_Provincia
Expedientes,0,Teléfono2AbogadoPropio3EXPED,Teléfono2AbogadoPropio3EXPED,1036,p,abogprop_telefono2__3,Abogados_Propios_Telefono2
Expedientes,0,Teléfono3AbogadoPropio2EXPED,Teléfono3AbogadoPropio2EXPED,1039,p,abogprop_telefono3__2,Abogados_Propios_Telefono3
Expedientes,0,TeléfonoAbogadoPropio2EXPED,TeléfonoAbogadoPropio2EXPED,1043,p,abogprop_stelefonoabo__2,Abogados_Propios_Telefono1
Expedientes,0,FaxAbogadoPropio3EXPED,FaxAbogadoPropio3EXPED,1048,p,abogprop_sfaxabo__3,Abogados_Propios_Fax
Expedientes,0,RefAbogadoEXPED,ReferenciaAbogadoEXPED,1051,p,expedien_srefprocurador,General_Expedientes_Referencia_Abogado
Expedientes,0,Num.Asunto2EXPED,Num.Asunto2EXPED,465,,,
Expedientes,0,Num.AsuntoEXPED,Num.AsuntoEXPED,155,,expedien_snumasunto,General_Expedientes_Núm_Asunto
Facturas,0,Derecho-ImporEuroFACTU,Derecho-ImporEuroFACTU,499,p,linefacthono_descripcion;linefacthono_salidaeuro;,Honorarios_Descripción;Honorarios_Salida;
Clientes,0,FaxCLIE,FaxCLIE,8010,,clientes_sfaxcli,General_Clientes_Fax
Clientes,0,PagWebCLIE,PagWebCLIE,8013,,clientes_pagweb,General_Clientes_Pagina_Web
Expedientes,0,NumProcedimientoEXPED,NumProcedimientoEXPED,1059,p,expedien_snumprocedi,General_Expedientes_Número_de_Procedimiento
Expedientes,0,CiaDireccion4EXPED,CiaDireccion4EXPED,1067,,seguros_ciadireccion__4,Seguros_Dirección
Expedientes,0,Conductor1EXPED,Conductor1EXPED,1072,,seguros_conductor__1,Seguros_Conductor
Expedientes,0,Conductor4EXPED,Conductor4EXPED,1075,,seguros_conductor__4,Seguros_Conductor
Expedientes,0,Tramitador4EXPED,Tramitador4EXPED,1079,,seguros_tramitador__4,Seguros_Tramitador
Expedientes,0,DniLesionado4EXPED,DniLesionado4EXPED,1083,,lesionad_dni__4,Lesionados_NIF
