id,idramo,ipestana,scampo,setiqueta,bvisible,bdesplegable
577,10,0,campo19inf,Campo Libre19,0,0
578,10,1,campo19gar,Campo Libre19,0,0
579,10,0,campo20inf,Campo Libre20,0,0
580,10,1,campo20gar,Campo Libre20,0,0
581,10,0,campo21inf,Campo Libre21,0,0
582,10,1,campo21gar,Campo Libre21,0,0
583,10,0,campo22inf,Campo Libre22,0,0
584,10,1,campo22gar,Campo Libre22,0,0
585,10,0,campo23inf,Campo Libre23,0,0
586,10,1,campo23gar,Campo Libre23,0,0
587,10,0,campo24inf,Campo Libre24,0,0
588,10,1,campo24gar,Campo Libre24,0,0
589,10,0,campo25inf,Campo Libre25,0,0
590,10,1,campo25gar,Campo Libre25,0,0
591,10,0,campo26inf,Campo Libre26,0,0
592,10,1,campo26gar,Campo Libre26,0,0
593,10,0,campo27inf,Campo Libre27,0,0
594,10,1,campo27gar,Campo Libre27,0,0
595,10,0,campo28inf,Campo Libre28,0,0
596,10,1,campo28gar,Campo Libre28,0,0
597,10,0,campo29inf,Campo Libre29,0,0
598,10,1,campo29gar,Campo Libre29,0,0
599,10,0,campo30inf,Campo Libre30,0,0
600,10,1,campo30gar,Campo Libre30,0,0
601,11,0,campo1inf,Naturaliza del Riesgo,1,1
602,11,1,campo1gar,Incendio,1,1
603,11,0,campo2inf,Tipo de Construcción,1,1
604,11,1,campo2gar,Agua,1,1
605,11,0,campo3inf,Año de Construcción,1,0
606,11,1,campo3gar,Robo,1,1
607,11,0,campo4inf,Año Remodelación Tuberías,1,0
608,11,1,campo4gar,Daños Estéticos,1,1
609,11,0,campo5inf,Calidad de Construcción,1,1
610,11,1,campo5gar,Atascos,1,1
611,11,0,campo6inf,Nº de Edificios,1,0
612,11,1,campo6gar,Roturas,1,1
613,11,0,campo7inf,Nº de Plantas sobre alzada,1,0
614,11,1,campo7gar,Prestaciones Especiales,1,1
615,11,0,campo8inf,Nº de Viviendas/Oficinas,1,0
616,11,1,campo8gar,R. C.,1,1
617,11,0,campo9inf,M² de Viviendas/Oficinas,1,0
618,11,1,campo9gar,R. C. Copropietarios,1,1
619,11,0,campo10inf,Nº de Sótanos,1,0
620,11,1,campo10gar,Nº de Copropietarios,1,0
621,11,0,campo11inf,Nº de Plazas de Garaje,1,0
622,11,1,campo11gar,Defensa Jurídica,1,1
623,11,0,campo12inf,M² Plazas Garaje,1,0
624,11,1,campo12gar,Asistencia en Edificio,1,1
625,11,0,campo13inf,Nº de Locales Comerciales,1,0
626,11,1,campo13gar,Avería de Maquinaria,1,1
627,11,0,campo14inf,M² de Locales Comerciales,1,0
628,11,1,campo14gar,Reconstrucción de Jardines,1,1
629,11,0,campo15inf,Protecciones,1,1
630,11,1,campo15gar,Accidente de los Empleados,1,1
631,11,0,campo16inf,Campo Libre16,0,0
632,11,1,campo16gar,Coberturas Especiales,1,1
633,11,0,campo17inf,Campo Libre17,0,0
634,11,1,campo17gar,Prestación de Servicios,1,1
635,11,0,campo18inf,Campo Libre18,0,0
636,11,1,campo18gar,Campo Libre18,0,0
637,11,0,campo19inf,Campo Libre19,0,0
638,11,1,campo19gar,Campo Libre19,0,0
639,11,0,campo20inf,Campo Libre20,0,0
640,11,1,campo20gar,Campo Libre20,0,0
641,11,0,campo21inf,Campo Libre21,0,0
642,11,1,campo21gar,Campo Libre21,0,0
643,11,0,campo22inf,Campo Libre22,0,0
644,11,1,campo22gar,Campo Libre22,0,0
645,11,0,campo23inf,Campo Libre23,0,0
646,11,1,campo23gar,Campo Libre23,0,0
647,11,0,campo24inf,Campo Libre24,0,0
648,11,1,campo24gar,Campo Libre24,0,0
649,11,0,campo25inf,Campo Libre25,0,0
650,11,1,campo25gar,Campo Libre25,0,0
651,11,0,campo26inf,Campo Libre26,0,0
652,11,1,campo26gar,Campo Libre26,0,0
653,11,0,campo27inf,Campo Libre27,0,0
654,11,1,campo27gar,Campo Libre27,0,0
655,11,0,campo28inf,Campo Libre28,0,0
656,11,1,campo28gar,Campo Libre28,0,0
657,11,0,campo29inf,Campo Libre29,0,0
658,11,1,campo29gar,Campo Libre29,0,0
659,11,0,campo30inf,Campo Libre30,0,0
660,11,1,campo30gar,Campo Libre30,0,0
661,12,0,campo1inf,Lugar de Residencia,1,0
662,12,1,campo1gar,Seguro Obligatorio,1,1
663,12,0,campo2inf,Campo Libre2,0,0
664,12,1,campo2gar,R. C. Suplementaria del Cazador,1,1
665,12,0,campo3inf,Campo Libre3,0,0
666,12,1,campo3gar,Accidentes Personales del Cazador,1,1
667,12,0,campo4inf,Campo Libre4,0,0
668,12,1,campo4gar,Asistencia a Personas,1,1
669,12,0,campo5inf,Campo Libre5,0,0
670,12,1,campo5gar,Defensa Jurídica,1,1
671,12,0,campo6inf,Campo Libre6,0,0
672,12,1,campo6gar,Pérdida del Arma,1,1
673,12,0,campo7inf,Campo Libre7,0,0
674,12,1,campo7gar,Caza en el Extranjero,1,1
675,12,0,campo8inf,Campo Libre8,0,0
676,12,1,campo8gar,R. C. del Pescador,1,1
677,12,0,campo9inf,Campo Libre9,0,0
678,12,1,campo9gar,Accidentes Personales del Pescador,1,1
679,12,0,campo10inf,Campo Libre10,0,0
680,12,1,campo10gar,Campo Libre10,0,0
681,12,0,campo11inf,Campo Libre11,0,0
682,12,1,campo11gar,Campo Libre11,0,0
683,12,0,campo12inf,Campo Libre12,0,0
684,12,1,campo12gar,Campo Libre12,0,0
685,12,0,campo13inf,Campo Libre13,0,0
686,12,1,campo13gar,Campo Libre13,0,0
687,12,0,campo14inf,Campo Libre14,0,0
688,12,1,campo14gar,Campo Libre14,0,0
689,12,0,campo15inf,Campo Libre15,0,0
690,12,1,campo15gar,Campo Libre15,0,0
691,12,0,campo16inf,Campo Libre16,0,0
692,12,1,campo16gar,Campo Libre16,0,0
693,12,0,campo17inf,Campo Libre17,0,0
694,12,1,campo17gar,Campo Libre17,0,0
695,12,0,campo18inf,Campo Libre18,0,0
696,12,1,campo18gar,Campo Libre18,0,0
697,12,0,campo19inf,Campo Libre19,0,0
698,12,1,campo19gar,Campo Libre19,0,0
699,12,0,campo20inf,Campo Libre20,0,0
700,12,1,campo20gar,Campo Libre20,0,0
701,12,0,campo21inf,Campo Libre21,0,0
702,12,1,campo21gar,Campo Libre21,0,0
703,12,0,campo22inf,Campo Libre22,0,0
704,12,1,campo22gar,Campo Libre22,0,0
705,12,0,campo23inf,Campo Libre23,0,0
706,12,1,campo23gar,Campo Libre23,0,0
707,12,0,campo24inf,Campo Libre24,0,0
708,12,1,campo24gar,Campo Libre24,0,0
709,12,0,campo25inf,Campo Libre25,0,0
710,12,1,campo25gar,Campo Libre25,0,0
711,12,0,campo26inf,Campo Libre26,0,0
712,12,1,campo26gar,Campo Libre26,0,0
713,12,0,campo27inf,Campo Libre27,0,0
714,12,1,campo27gar,Campo Libre27,0,0
715,12,0,campo28inf,Campo Libre28,0,0
716,12,1,campo28gar,Campo Libre28,0,0
717,12,0,campo29inf,Campo Libre29,0,0
718,12,1,campo29gar,Campo Libre29,0,0
719,12,0,campo30inf,Campo Libre30,0,0
720,12,1,campo30gar,Campo Libre30,0,0
721,13,0,campo1inf,Campo Libre1,0,0
722,13,1,campo1gar,Campo Libre1,0,0
723,13,0,campo2inf,Campo Libre2,0,0
724,13,1,campo2gar,Campo Libre2,0,0
725,13,0,campo3inf,Campo Libre3,0,0
726,13,1,campo3gar,Campo Libre3,0,0
727,13,0,campo4inf,Campo Libre4,0,0
728,13,1,campo4gar,Campo Libre4,0,0
729,13,0,campo5inf,Campo Libre5,0,0
730,13,1,campo5gar,Campo Libre5,0,0
731,13,0,campo6inf,Campo Libre6,0,0
732,13,1,campo6gar,Campo Libre6,0,0
733,13,0,campo7inf,Campo Libre7,0,0
734,13,1,campo7gar,Campo Libre7,0,0
735,13,0,campo8inf,Campo Libre8,0,0
736,13,1,campo8gar,Campo Libre8,0,0
737,13,0,campo9inf,Campo Libre9,0,0
738,13,1,campo9gar,Campo Libre9,0,0
739,13,0,campo10inf,Campo Libre10,0,0
740,13,1,campo10gar,Campo Libre10,0,0
741,13,0,campo11inf,Campo Libre11,0,0
742,13,1,campo11gar,Campo Libre11,0,0
743,13,0,campo12inf,Campo Libre12,0,0
744,13,1,campo12gar,Campo Libre12,0,0
745,13,0,campo13inf,Campo Libre13,0,0
746,13,1,campo13gar,Campo Libre13,0,0
747,13,0,campo14inf,Campo Libre14,0,0
748,13,1,campo14gar,Campo Libre14,0,0
749,13,0,campo15inf,Campo Libre15,0,0
750,13,1,campo15gar,Campo Libre15,0,0
751,13,0,campo16inf,Campo Libre16,0,0
752,13,1,campo16gar,Campo Libre16,0,0
753,13,0,campo17inf,Campo Libre17,0,0
754,13,1,campo17gar,Campo Libre17,0,0
755,13,0,campo18inf,Campo Libre18,0,0
756,13,1,campo18gar,Campo Libre18,0,0
757,13,0,campo19inf,Campo Libre19,0,0
758,13,1,campo19gar,Campo Libre19,0,0
759,13,0,campo20inf,Campo Libre20,0,0
760,13,1,campo20gar,Campo Libre20,0,0
761,13,0,campo21inf,Campo Libre21,0,0
762,13,1,campo21gar,Campo Libre21,0,0
763,13,0,campo22inf,Campo Libre22,0,0
764,13,1,campo22gar,Campo Libre22,0,0
765,13,0,campo23inf,Campo Libre23,0,0
766,13,1,campo23gar,Campo Libre23,0,0
767,13,0,campo24inf,Campo Libre24,0,0
768,13,1,campo24gar,Campo Libre24,0,0
769,13,0,campo25inf,Campo Libre25,0,0
770,13,1,campo25gar,Campo Libre25,0,0
771,13,0,campo26inf,Campo Libre26,0,0
772,13,1,campo26gar,Campo Libre26,0,0
773,13,0,campo27inf,Campo Libre27,0,0
774,13,1,campo27gar,Campo Libre27,0,0
775,13,0,campo28inf,Campo Libre28,0,0
776,13,1,campo28gar,Campo Libre28,0,0
777,13,0,campo29inf,Campo Libre29,0,0
778,13,1,campo29gar,Campo Libre29,0,0
779,13,0,campo30inf,Campo Libre30,0,0
780,13,1,campo30gar,Campo Libre30,0,0
781,14,0,campo1inf,Campo Libre1,0,0
782,14,1,campo1gar,Impago de Alquileres,1,1
783,14,0,campo2inf,Campo Libre2,0,0
784,14,1,campo2gar,Daños Materiales,1,1
785,14,0,campo3inf,Campo Libre3,0,0
786,14,1,campo3gar,Defensa Jurídica del Arrendador,1,1
787,14,0,campo4inf,Campo Libre4,0,0
788,14,1,campo4gar,Asistencia en el Hogar,1,1
789,14,0,campo5inf,Campo Libre5,0,0
790,14,1,campo5gar,Campo Libre5,0,0
791,14,0,campo6inf,Campo Libre6,0,0
792,14,1,campo6gar,Campo Libre6,0,0
793,14,0,campo7inf,Campo Libre7,0,0
794,14,1,campo7gar,Campo Libre7,0,0
795,14,0,campo8inf,Campo Libre8,0,0
796,14,1,campo8gar,Campo Libre8,0,0
797,14,0,campo9inf,Campo Libre9,0,0
798,14,1,campo9gar,Campo Libre9,0,0
799,14,0,campo10inf,Campo Libre10,0,0
800,14,1,campo10gar,Campo Libre10,0,0
801,14,0,campo11inf,Campo Libre11,0,0
802,14,1,campo11gar,Campo Libre11,0,0
803,14,0,campo12inf,Campo Libre12,0,0
804,14,1,campo12gar,Campo Libre12,0,0
805,14,0,campo13inf,Campo Libre13,0,0
806,14,1,campo13gar,Campo Libre13,0,0
807,14,0,campo14inf,Campo Libre14,0,0
808,14,1,campo14gar,Campo Libre14,0,0
809,14,0,campo15inf,Campo Libre15,0,0
810,14,1,campo15gar,Campo Libre15,0,0
811,14,0,campo16inf,Campo Libre16,0,0
812,14,1,campo16gar,Campo Libre16,0,0
813,14,0,campo17inf,Campo Libre17,0,0
814,14,1,campo17gar,Campo Libre17,0,0
815,14,0,campo18inf,Campo Libre18,0,0
816,14,1,campo18gar,Campo Libre18,0,0
817,14,0,campo19inf,Campo Libre19,0,0
818,14,1,campo19gar,Campo Libre19,0,0
819,14,0,campo20inf,Campo Libre20,0,0
820,14,1,campo20gar,Campo Libre20,0,0
821,14,0,campo21inf,Campo Libre21,0,0
822,14,1,campo21gar,Campo Libre21,0,0
823,14,0,campo22inf,Campo Libre22,0,0
824,14,1,campo22gar,Campo Libre22,0,0
825,14,0,campo23inf,Campo Libre23,0,0
826,14,1,campo23gar,Campo Libre23,0,0
827,14,0,campo24inf,Campo Libre24,0,0
828,14,1,campo24gar,Campo Libre24,0,0
829,14,0,campo25inf,Campo Libre25,0,0
830,14,1,campo25gar,Campo Libre25,0,0
831,14,0,campo26inf,Campo Libre26,0,0
832,14,1,campo26gar,Campo Libre26,0,0
833,14,0,campo27inf,Campo Libre27,0,0
834,14,1,campo27gar,Campo Libre27,0,0
835,14,0,campo28inf,Campo Libre28,0,0
836,14,1,campo28gar,Campo Libre28,0,0
837,14,0,campo29inf,Campo Libre29,0,0
838,14,1,campo29gar,Campo Libre29,0,0
839,14,0,campo30inf,Campo Libre30,0,0
840,14,1,campo30gar,Campo Libre30,0,0
841,15,0,campo1inf,Tipo de Animal,1,1
842,15,1,campo1gar,Responsabilidad Civil,1,1
843,15,0,campo2inf,Valor del Animal,1,0
844,15,1,campo2gar,Asistencia Veterinaria por Enfermedad,1,1
845,15,0,campo3inf,Peso,1,1
846,15,1,campo3gar,Muerte por Enfermedad,1,1
847,15,0,campo4inf,Raza,1,1
848,15,1,campo4gar,Asistencia Veterinaria por Accidente,1,1
849,15,0,campo5inf,Número de Identificación,1,0
850,15,1,campo5gar,Defensa Jurídica,1,1
851,15,0,campo6inf,Fecha de Nacimiento,1,0
852,15,1,campo6gar,Consultoría Telefónica,1,1
853,15,0,campo7inf,Tiene Otras Pólizas,1,1
854,15,1,campo7gar,Campo Libre7,0,0
855,15,0,campo8inf,Campo Libre8,0,0
856,15,1,campo8gar,Campo Libre8,0,0
857,15,0,campo9inf,Campo Libre9,0,0
858,15,1,campo9gar,Campo Libre9,0,0
859,15,0,campo10inf,Campo Libre10,0,0
860,15,1,campo10gar,Campo Libre10,0,0
861,15,0,campo11inf,Campo Libre11,0,0
862,15,1,campo11gar,Campo Libre11,0,0
863,15,0,campo12inf,Campo Libre12,0,0
864,15,1,campo12gar,Campo Libre12,0,0
865,15,0,campo13inf,Campo Libre13,0,0
866,15,1,campo13gar,Campo Libre13,0,0
867,15,0,campo14inf,Campo Libre14,0,0
868,15,1,campo14gar,Campo Libre14,0,0
869,15,0,campo15inf,Campo Libre15,0,0
870,15,1,campo15gar,Campo Libre15,0,0
871,15,0,campo16inf,Campo Libre16,0,0
872,15,1,campo16gar,Campo Libre16,0,0
873,15,0,campo17inf,Campo Libre17,0,0
874,15,1,campo17gar,Campo Libre17,0,0
875,15,0,campo18inf,Campo Libre18,0,0
876,15,1,campo18gar,Campo Libre18,0,0
877,15,0,campo19inf,Campo Libre19,0,0
878,15,1,campo19gar,Campo Libre19,0,0
879,15,0,campo20inf,Campo Libre20,0,0
880,15,1,campo20gar,Campo Libre20,0,0
881,15,0,campo21inf,Campo Libre21,0,0
882,15,1,campo21gar,Campo Libre21,0,0
883,15,0,campo22inf,Campo Libre22,0,0
884,15,1,campo22gar,Campo Libre22,0,0
885,15,0,campo23inf,Campo Libre23,0,0
886,15,1,campo23gar,Campo Libre23,0,0
887,15,0,campo24inf,Campo Libre24,0,0
888,15,1,campo24gar,Campo Libre24,0,0
889,15,0,campo25inf,Campo Libre25,0,0
890,15,1,campo25gar,Campo Libre25,0,0
891,15,0,campo26inf,Campo Libre26,0,0
892,15,1,campo26gar,Campo Libre26,0,0
893,15,0,campo27inf,Campo Libre27,0,0
894,15,1,campo27gar,Campo Libre27,0,0
895,15,0,campo28inf,Campo Libre28,0,0
896,15,1,campo28gar,Campo Libre28,0,0
897,15,0,campo29inf,Campo Libre29,0,0
898,15,1,campo29gar,Campo Libre29,0,0
899,15,0,campo30inf,Campo Libre30,0,0
900,15,1,campo30gar,Campo Libre30,0,0
