idAcceso,codOpe,numEmpresa,visible,texto
546,1,1,0,Albaranes Recibidos
546,1,2,0,Albaranes Recibidos
547,1,1,0,Pagos
547,1,2,0,Pagos
548,1,1,0,Contabilidad BETA
548,1,2,0,Contabilidad BETA
549,1,1,0,Diario
549,1,2,0,Diario
550,1,1,0,Libro Mayor
550,1,2,0,Libro Mayor
551,1,1,0,Balances
551,1,2,0,Balances
552,1,1,0,Balance de Situación
552,1,2,0,Balance de Situación
553,1,1,0,Balance Sumas y Saldos
553,1,2,0,Balance Sumas y Saldos
554,1,1,0,Resumen Sumas y Saldos Anual
554,1,2,0,Resumen Sumas y Saldos Anual
555,1,1,0,Pérdidas y Ganancias
555,1,2,0,Pérdidas y Ganancias
556,1,1,0,Estado de Cambios En el Patrimonio Neto
556,1,2,0,Estado de Cambios En el Patrimonio Neto
557,1,1,0,Libros/ Modelos AEAT
557,1,2,0,Libros/ Modelos AEAT
558,1,1,0,Modelos
558,1,2,0,Modelos
559,1,1,0,Modelo 111
559,1,2,0,Modelo 111
560,1,1,0,Modelo 115
560,1,2,0,Modelo 115
561,1,1,0,Modelo 130
561,1,2,0,Modelo 130
562,1,1,0,Modelo 180
562,1,2,0,Modelo 180
563,1,1,0,Modelo 303
563,1,2,0,Modelo 303
564,1,1,0,Modelo 347
564,1,2,0,Modelo 347
565,1,1,0,Modelo 349
565,1,2,0,Modelo 349
566,1,1,0,Modelo 696
566,1,2,0,Modelo 696
567,1,1,0,Libros
567,1,2,0,Libros
568,1,1,0,Libro de Ingresos
568,1,2,0,Libro de Ingresos
569,1,1,0,Libro Provisiones/Suplidos
569,1,2,0,Libro Provisiones/Suplidos
570,1,1,0,Cuentas
570,1,2,0,Cuentas
571,1,1,0,Cuentas
571,1,2,0,Cuentas
572,1,1,0,Estructura PGC
572,1,2,0,Estructura PGC
573,1,1,0,Config. Cuentas
573,1,2,0,Config. Cuentas
574,1,1,0,Utilidades
574,1,2,0,Utilidades
575,1,1,0,Herramientas de Chequeo
575,1,2,0,Herramientas de Chequeo
577,1,1,0,Chequeo Asientos con Descuadres inferiores a 1 euro
577,1,2,0,Chequeo Asientos con Descuadres inferiores a 1 euro
579,1,1,0,Chequeo Cuentas erróneas
579,1,2,0,Chequeo Cuentas erróneas
581,1,1,0,Chequeo Contabilizado/Pendiente de Contabilizar
581,1,2,0,Chequeo Contabilizado/Pendiente de Contabilizar
582,1,1,0,Cursos
582,1,2,0,Cursos
583,1,1,0,Alumnos
583,1,2,0,Alumnos
584,1,1,0,Seleccionar Logo Empresa
584,1,2,0,Seleccionar Logo Empresa
585,1,1,0,Chequeo Cuentas IVA/IRPF
585,1,2,0,Chequeo Cuentas IVA/IRPF
586,1,1,0,Expedientes Predefinidos
586,1,2,0,Expedientes
587,1,1,0,Modelo 233
587,1,2,0,Modelo 233
588,1,1,0,Nóminas
588,1,2,0,Nóminas
589,1,1,0,Libros
589,1,2,0,Libros
591,1,1,0,Libro Bs. Inversión
591,1,2,0,Libro Bs. Inversión
593,1,1,0,Cuentas
593,1,2,0,Cuentas
594,1,1,0,Tipos de Iva/Igic
594,1,2,0,Tipos de Iva/Igic
595,1,1,0,Tipos de I.R.P.F.
595,1,2,0,Tipos de I.R.P.F.
596,1,1,0,Cambiar tu contraseña
596,1,2,0,Cambiar tu contraseña
597,1,1,0,Trabajos
597,1,2,0,Trabajos
598,1,1,0,Tareas-Plazos
598,1,2,0,Tareas-Plazos
599,1,1,0,Actualizar %IVA
599,1,2,0,Actualizar %IVA
600,1,1,0,Actualizar %IRPF
600,1,2,0,Actualizar %IRPF
601,1,1,0,Empresa Bonificada
601,1,2,0,Empresa Bonificada
602,1,1,0,Empresa Organizadora
602,1,2,0,Empresa Organizadora
603,1,1,0,Empresa Bonificada
603,1,2,0,Empresa Bonificada
604,1,1,0,Empresa Organizadora
604,1,2,0,Empresa Organizadora
605,1,1,0,Tarifas
605,1,2,0,Tarifas
606,1,1,0,Modelo 390
606,1,2,0,Modelo 390
607,1,1,0,Órdenes de Trabajo
607,1,2,0,Órdenes de Trabajo
608,1,1,0,Chequeo Cuentas Sin Facturar
608,1,2,0,Chequeo Cuentas Sin Facturar
609,1,1,0,Chequeo Actuaciones con precio que no están en cobros y/o facturas
609,1,2,0,Chequeo Actuaciones con precio que no están en cobros y/o facturas
610,1,1,0,Chequeo Cobros sin facturar
610,1,2,0,Chequeo Cobros sin facturar
611,1,1,0,Chequeo Remesas sin cobrar y/o sin enviar a diario
611,1,2,0,Chequeo Remesas sin cobrar y/o sin enviar a diario
612,1,1,0,Chequeo Pagos sin facturar
612,1,2,0,Chequeo Pagos sin facturar
613,1,1,0,Libro de Ingresos
613,1,2,0,Libro de Ingresos
614,1,1,0,Libro de Gastos
614,1,2,0,Libro de Gastos
615,1,1,0,Chequeo Facturas con Conceptos sin IVA
615,1,2,0,Chequeo Facturas con Conceptos sin IVA
616,1,1,0,Modelo 390
616,1,2,0,Modelo 390
617,1,1,0,Configuraciones
617,1,2,0,Configuraciones
619,1,1,0,Generales
619,1,2,0,Generales
620,1,1,0,Contadores
620,1,2,0,Contadores
621,1,1,0,Configuraciones
621,1,2,0,Configuraciones
623,1,1,0,Generales
623,1,2,0,Generales
624,1,1,0,Correo
624,1,2,0,Correo
625,1,1,0,Configuraciones
625,1,2,0,Configuraciones
627,1,1,0,Generales
627,1,2,0,Generales
628,1,1,0,Plantillas de Correo
628,1,2,0,Plantillas de Correo
629,1,1,0,Configuraciones
629,1,2,0,Configuraciones
630,1,1,0,Generales
630,1,2,0,Generales
631,1,1,0,Configuraciones
631,1,2,0,Configuraciones
633,1,1,0,Generales
633,1,2,0,Generales
634,1,1,0,Contadores
634,1,2,0,Contadores
635,1,1,0,Plantillas de Word
635,1,2,0,Plantillas de Word
636,1,1,0,Plantillas de Correo
636,1,2,0,Plantillas de Correo
637,1,1,0,Configuraciones
637,1,2,0,Configuraciones
639,1,1,0,Generales
639,1,2,0,Generales
640,1,1,0,Contadores
640,1,2,0,Contadores
641,1,1,0,Plantillas de Word
641,1,2,0,Plantillas de Word
642,1,1,0,Plantillas de Correo
642,1,2,0,Plantillas de Correo
643,1,1,0,Configuraciones
643,1,2,0,Configuraciones
645,1,1,0,Generales
645,1,2,0,Generales
646,1,1,0,Contadores
646,1,2,0,Contadores
648,1,1,0,Configuraciones
648,1,2,0,Configuraciones
650,1,1,0,Generales
650,1,2,0,Generales
651,1,1,0,Configuraciones
651,1,2,0,Configuraciones
654,1,1,0,Plantillas de Correo
654,1,2,0,Plantillas de Correo
655,1,1,0,Configuraciones
655,1,2,0,Configuraciones
657,1,1,0,Generales
657,1,2,0,Generales
658,1,1,0,Planificación
658,1,2,0,Planificación
659,1,1,0,Configuraciones
659,1,2,0,Configuraciones
661,1,1,0,Generales
661,1,2,0,Generales
662,1,1,0,Contadores
662,1,2,0,Contadores
663,1,1,0,Plantillas de Word
663,1,2,0,Plantillas de Word
664,1,1,0,Plantillas de Correo
664,1,2,0,Plantillas de Correo
665,1,1,0,Configuraciones
665,1,2,0,Configuraciones
667,1,1,0,Plantillas de Word
667,1,2,0,Plantillas de Word
668,1,1,0,Plantillas de Correo
668,1,2,0,Plantillas de Correo
671,1,1,0,Generales
671,1,2,0,CRM-Presupuestos
672,1,1,0,Contadores
672,1,2,0,Contadores
673,1,1,0,Plantillas de Word
673,1,2,0,Plantillas de Word
674,1,1,0,Plantillas de Correo
674,1,2,0,Plantillas de Correo
675,1,1,0,MN Sign
675,1,2,0,MN Sign
676,1,1,0,Configuraciones
676,1,2,0,Configuraciones
678,1,1,0,Generales
678,1,2,0,Generales
679,1,1,0,Plantillas de Word
679,1,2,0,Plantillas de Word
680,1,1,0,Plantillas de Correo
680,1,2,0,Plantillas de Correo
681,1,1,0,Configuraciones
681,1,2,0,Configuraciones
683,1,1,0,Plantillas de Word
683,1,2,0,Plantillas de Word
684,1,1,0,Plantillas de Correo
684,1,2,0,Plantillas de Correo
685,1,1,0,Emailer
685,1,2,0,Emailer
686,1,1,0,Configuraciones
686,1,2,0,Configuraciones
688,1,1,0,Generales
688,1,2,0,Generales
689,1,1,0,Plantillas de Correo
689,1,2,0,Plantillas de Correo
690,1,1,0,RPA
690,1,2,0,RPA
691,1,1,0,Configuraciones
691,1,2,0,Configuraciones
693,1,1,0,RPA Adjuntos
693,1,2,0,RPA Adjuntos
694,1,1,0,Generales
694,1,2,0,Generales
695,1,1,0,Plantillas de Word
695,1,2,0,Plantillas de Word
696,1,1,0,Plantillas de Correo
696,1,2,0,Plantillas de Correo
700,1,1,0,Configuraciones
700,1,2,0,Configuraciones
702,1,1,0,Formularios Web
702,1,2,0,Formularios Web
704,1,1,0,Tareas
704,1,2,0,Tareas
705,1,1,0,Compras
705,1,2,0,Compras
707,1,1,0,Configuraciones
707,1,2,0,Configurar Web Reserva de Agenda
709,1,1,0,Acceso Clientes
709,1,2,0,Acceso Clientes
710,1,1,0,Acceso Profesores
710,1,2,0,Acceso Profesores
715,1,1,0,Servicio
715,1,2,0,Servicio
716,1,1,0,WhatsApp
716,1,2,0,WhatsApp
717,1,1,0,Configuraciones
717,1,2,0,Configuraciones
719,1,1,0,Generales
719,1,2,0,Generales
720,1,1,0,Plantillas de WhatsApp
720,1,2,0,Plantillas de WhatsApp
721,1,1,0,Más Módulos
721,1,2,0,Más Módulos
722,1,1,0,Configuraciones
722,1,2,0,Configuraciones
724,1,1,0,Generales
724,1,2,0,Generales
725,1,1,0,Configuraciones
725,1,2,0,Configuraciones
727,1,1,0,Generales
727,1,2,0,Generales
728,1,1,0,Bonos
728,1,2,0,Bonos
729,1,1,0,Configuraciones
729,1,2,0,Configuraciones
731,1,1,0,Generales
731,1,2,0,Generales
732,1,1,0,Recetas Médicas
732,1,2,0,Recetas Médicas
733,1,1,0,Configuraciones
733,1,2,0,Configuraciones
734,1,1,0,Plantillas de Word
734,1,2,0,Plantillas de Word
735,1,1,0,Configuraciones
735,1,2,0,Configuraciones
737,1,1,0,Generales
737,1,2,0,Generales
738,1,1,0,Configuraciones
738,1,2,0,Configuraciones
739,1,1,0,Generales
739,1,2,0,Generales
740,1,1,0,Libro de IRPF por Tipo de Operación
740,1,2,0,Libro de IRPF por Tipo de Operación
741,1,1,0,Plantillas de Word
741,1,2,0,Plantillas de Word
742,1,1,0,Plantillas de Correo
742,1,2,0,Plantillas de Correo
743,1,1,0,Plantillas de WhatsApp
743,1,2,0,Plantillas de WhatsApp
744,1,1,0,Plantillas de Word
744,1,2,0,Plantillas de Word
745,1,1,0,Plantillas de Correo
745,1,2,0,Plantillas de Correo
746,1,1,0,Plantillas de WhatsApp
746,1,2,0,Plantillas de WhatsApp
748,1,1,0,Plantillas de WhatsApp
748,1,2,0,Plantillas de WhatsApp
750,1,1,0,Plantillas de WhatsApp
750,1,2,0,Plantillas de WhatsApp
755,1,1,0,Plantillas de WhatsApp
755,1,2,0,Plantillas de WhatsApp
760,1,1,0,Plantillas de WhatsApp
760,1,2,0,Plantillas de WhatsApp
762,1,1,0,Plantillas de WhatsApp
762,1,2,0,Plantillas de WhatsApp
763,1,1,0,Generales
763,1,2,0,Valoraciones
764,1,1,0,Plantillas de WhatsApp
764,1,2,0,Plantillas de WhatsApp
765,1,1,0,Generales
765,1,2,0,Comisiones
772,1,1,0,Configuraciones
772,1,2,0,Configuraciones
774,1,1,0,Generales
774,1,2,0,Generales
775,1,1,0,Libro de IVA por Tipo de Operación
775,1,2,0,Libro de IVA por Tipo de Operación
790,1,1,0,Libro de IRPF por Tipo de Operación
790,1,2,0,Libro de IRPF por Tipo de Operación
791,1,1,0,Sign Avanzado de Adjunto por Correo
791,1,2,0,Sign Avanzado de Adjunto por Correo
792,1,1,0,Sign Avanzado de Adjunto por Whatsapp
792,1,2,0,Sign Avanzado de Adjunto por Whatsapp
793,1,1,0,Plantillas de Correo
793,1,2,0,Plantillas de Correo
794,1,1,0,Plantillas de Word
794,1,2,0,Plantillas de Word
795,1,1,0,Plantillas de Word
795,1,2,0,Plantillas de Word
798,1,1,0,TicketBai
798,1,2,0,TicketBai
799,1,1,0,Facturas TicketBai
799,1,2,0,Facturas TicketBai
800,1,1,0,Configuraciones
800,1,2,0,Configuraciones
802,1,1,0,Generales
802,1,2,0,Generales
803,1,1,0,Contadores
803,1,2,0,Contadores
804,1,1,0,Plantillas de Word
804,1,2,0,Plantillas de Word
805,1,1,0,Liquidación Mod. 303
805,1,2,0,Liquidación Mod. 303
806,1,1,0,Firmas
806,1,2,0,Firmas
807,1,1,0,Expedientes
807,1,2,0,Expedientes
808,1,1,0,Historial y Agenda
808,1,2,0,Historial y Agenda
809,1,1,0,Historia Clínica
809,1,2,0,Historia Clínica
810,1,1,0,Odontograma
810,1,2,0,Odontograma
811,1,1,0,Facturación
811,1,2,0,Facturación
812,1,1,0,Planificación 
812,1,2,0,Planificación 
813,1,1,0,CRM-Presupuestos
813,1,2,0,CRM-Presupuestos
814,1,1,0,Pediatría
814,1,2,0,Pediatría
815,1,1,0,Bonos
815,1,2,0,Bonos
816,1,1,0,Vencimientos/Pólizas
816,1,2,0,Vencimientos/Pólizas
817,1,1,0,Predefinidos
817,1,2,0,Predefinidos
818,1,1,0,Centros Predefinidos
818,1,2,0,Centros Predefinidos
819,1,1,0,Expedientes
819,1,2,0,Expedientes
820,1,1,0,Tipo de Expediente
820,1,2,0,Tipo de Expediente
821,1,1,0,Asuntos Predefinidos
821,1,2,0,Asuntos Predefinidos
822,1,1,0,Procedimientos Predefinidos
822,1,2,0,Procedimientos Predefinidos
823,1,1,0,Predefinidos
823,1,2,0,Predefinidos
824,1,1,0,Actuaciones
824,1,2,0,Servicios Predefinidos
825,1,1,0,Predefinidos
825,1,2,0,Predefinidos
826,1,1,0,Prestaciones
826,1,2,0,Servicios
827,1,1,0,Gastos
827,1,2,0,Gastos
828,1,1,0,Suplidos
828,1,2,0,Suplidos
829,1,1,0,Predefinidos
829,1,2,0,Predefinidos
830,1,1,0,Prestaciones
830,1,2,0,Servicios
831,1,1,0,Predefinidos
831,1,2,0,Predefinidos
832,1,1,0,Actuaciones
832,1,2,0,Servicios Predefinidos
833,1,1,0,Predefinidos
833,1,2,0,Predefinidos
834,1,1,0,Trabajos
834,1,2,0,Trabajos
835,1,1,0,Tareas-Plazos
835,1,2,0,Tareas-Plazos
836,1,1,0,Compras
836,1,2,0,Compras
837,1,1,0,Predefinidos
837,1,2,0,Predefinidos
838,1,1,0,CRM-Presupuestos 
838,1,2,0,CRM-Presupuestos 
839,1,1,0,Predefinidos
839,1,2,0,Predefinidos
840,1,1,0,Tratamientos
840,1,2,0,Tratamientos
841,1,1,0,Vencimientos/Pólizas
841,1,2,0,Vencimientos/Pólizas
842,1,1,0,Configuraciones
842,1,2,0,Configuraciones
843,1,1,0,Predefinidos
843,1,2,0,Predefinidos
844,1,1,0,Vencimientos Predefinidos
844,1,2,0,Vencimientos Predefinidos
845,1,1,0,Predefinidos
845,1,2,0,Predefinidos
846,1,1,0,Bonos
846,1,2,0,Bonos
849,1,2,0,Almacenes
850,1,1,0,Enviar RPA
850,1,2,0,Enviar RPA
851,1,1,0,Enviar Correo con RPA
851,1,2,0,Enviar Correo con RPA
852,1,1,0,Enviar WhatsApp con RPA
852,1,2,0,Enviar WhatsApp con RPA
853,1,1,0,Imprimir Plantilla con RPA
853,1,2,0,Imprimir Plantilla con RPA
854,1,1,0,Stock
854,1,2,0,Stock
855,1,1,0,Artículos
855,1,2,0,Artículos
856,1,1,0,Movimientos de Stock
856,1,2,0,Movimientos de Stock
857,1,1,0,Entradas/Salidas de Almacén
857,1,2,0,Entradas/Salidas de Almacén
858,1,1,0,Oficina Virtual
858,1,2,0,Oficina Virtual
859,1,1,0,Acceso Trabajadores
859,1,2,0,MN program Web
861,1,1,0,Plantillas Predeterminadas
861,1,2,0,Plantillas Predeterminadas
862,1,1,0,Plantillas Predeterminadas
862,1,2,0,Plantillas Predeterminadas
863,1,1,0,Plantillas Predeterminadas
863,1,2,0,Plantillas Predeterminadas
864,1,1,0,Plantillas Predeterminadas
864,1,2,0,Plantillas Predeterminadas
865,1,1,0,Plantillas Predeterminadas
865,1,2,0,Plantillas Predeterminadas
866,1,1,0,Plantillas Predeterminadas
866,1,2,0,Plantillas Predeterminadas
867,1,1,0,Plantillas Predeterminadas
867,1,2,0,Plantillas Predeterminadas
868,1,1,0,Plantillas Predeterminadas
868,1,2,0,Plantillas Predeterminadas
869,1,1,0,Plantillas Predeterminadas
869,1,2,0,Plantillas Predeterminadas
870,1,1,0,Plantillas Predeterminadas
870,1,2,0,Plantillas Predeterminadas
871,1,1,0,MN program Web
871,1,2,0,MN program Web
872,1,1,0,Módulos Premium
872,1,2,0,Módulos Premium
873,1,1,0,Servicios Contratados
873,1,2,0,Servicios Contratados
876,1,1,0,Emisores Facturas
876,1,2,0,Emisores Facturas
877,1,1,0,MN program Web
877,1,2,0,MN program Web
878,1,1,0,Recursos
878,1,2,0,Recursos
879,1,1,0,Recursos
879,1,2,0,Recursos
880,1,1,0,Control Movimientos Recursos
880,1,2,0,Control Movimientos Recursos
881,1,1,0,Control de Tesorería
881,1,2,0,Control de Tesorería
882,1,1,0,Verificación en dos pasos
882,1,2,0,Verificación en dos pasos
883,1,1,0,Mascotas
883,1,2,0,Mascotas
884,1,1,0,Cuentas
884,1,2,0,Cuentas
885,1,1,0,Firmas
885,1,2,0,Firmas
886,1,1,0,Informes
886,1,2,0,Informes
890,1,1,0,TPV
890,1,2,0,TPV
891,1,1,0,TPV
891,1,2,0,TPV
892,1,1,0,Configuraciones
892,1,2,0,Configuraciones
893,1,1,0,Generales
893,1,2,0,Generales
894,1,1,0,Escalas
894,1,2,0,Cuestionarios
895,1,1,0,Control de Respuestas Escalas
895,1,2,0,Control de Respuestas de Cuestionarios
896,1,1,0,Configuraciones
896,1,2,0,Configuraciones
897,1,1,0,Escalas Predefinidas
897,1,2,0,Cuestionarios Predefinidos
899,1,1,0,Formularios de Solicitud de Servicio
899,1,2,0,Formularios de Solicitud de Servicio
900,1,1,0,Formularios de Solicitud de Servicio
900,1,2,0,Formularios de Solicitud de Servicio
901,1,1,0,Enviar Enlace
901,1,2,0,Enviar Enlace
902,1,1,0,Correo
902,1,2,0,Correo
903,1,1,0,WhatsApp
903,1,2,0,WhatsApp
905,1,1,0,Lexnet
905,1,2,0,Lexnet
906,1,1,0,Escritos en Cola
906,1,2,0,Escritos en Cola
907,1,1,0,Plan Individual
907,1,2,0,Plan Individual
908,1,1,0,Control de PIA
908,1,2,0,Control de PIA
909,1,1,0,Configuración
909,1,2,0,Configuración
910,1,1,0,Plantillas de Word
910,1,2,0,Plantillas de Word
911,1,1,0,Predefinidos
911,1,2,0,Predefinidos
912,1,1,0,Objetivos
912,1,2,0,Objetivos
914,1,1,0,PIA
914,1,2,0,PIA
915,1,1,0,Objetivos
915,1,2,0,Objetivos
917,1,1,0,Control de Escalas
917,1,2,0,Control de Cuestionarios
919,1,1,0,Artículos
919,1,2,0,Artículos
923,1,1,0,Calendario de Obligaciones
923,1,2,0,Calendario de Obligaciones
924,1,2,0,Predefinidos
926,1,1,0,Tareas-Plazos
926,1,2,0,Tareas-Plazos
927,1,1,0,Tareas-Plazos
927,1,2,0,Tareas-Plazos
928,1,1,0,Configuraciones
928,1,2,0,Configuraciones
929,1,1,0,Generales
929,1,2,0,Generales
930,1,1,0,Predefinidos
930,1,2,0,Predefinidos
931,1,1,0,Trabajos
931,1,2,0,Trabajos
932,1,1,0,Tareas-Plazos
932,1,2,0,Tareas-Plazos
935,1,1,0,Monitorización
935,1,2,0,Monitorización
936,1,1,0,Artículos
936,1,2,0,Artículos
937,1,1,0,Artículos
937,1,2,0,Artículos
938,1,1,0,Artículos
938,1,2,0,Artículos
939,1,2,0,Configuraciones
940,1,1,0,Calendario de Obligaciones
940,1,2,0,Calendario de Obligaciones
941,1,1,0,Trabajos
941,1,2,0,Trabajos
942,1,1,0,Trabajos
942,1,2,0,Trabajos
943,1,2,0,Recall
944,1,2,0,Más Módulos Premium
945,1,2,0,Fichaje
946,1,2,0,Monitorización
947,1,2,0,Plantillas de Correo
949,1,2,0,Configuraciones
951,1,2,0,Tareas-Plazos
952,1,2,0,Trabajos
953,1,2,0,Tareas-Plazos
954,1,2,0,Trabajos
955,1,2,0,Whatsapp Business
956,1,2,0,Recordatorios Automáticos
957,1,2,0,Whatsapp Web
958,1,2,0,Plantillas Whatsapp Business
959,1,2,0,Plantillas Whatsapp Business
960,1,2,0,Validación de Gastos
1003,1,2,0,Modelo 190
1004,1,2,0,Modelo 190
1005,1,2,0,Reserva de Agenda
1006,1,2,0,Reserva Online
1007,1,2,0,Reserva de Agenda
1008,1,2,0,Enviar Enlace
1009,1,2,0,Correo
1010,1,2,0,WhatsApp
1011,1,2,0,Configuraciones
1012,1,2,0,Configurar Web Reserva de Agenda
1013,1,2,0,Configurar Web Reserva de Cursos
1014,1,2,0,Enviar Enlace
1015,1,2,0,Correo
1016,1,2,0,WhatsApp
1017,1,2,0,Configurar Web Reserva de Clases
1018,1,2,0,Enviar Enlace
1019,1,2,0,Correo
1020,1,2,0,WhatsApp
1021,1,2,0,Configurar Web Reserva de Tareas
1022,1,2,0,Enviar Enlace
1023,1,2,0,Correo
1024,1,2,0,WhatsApp
1025,1,2,0,Propiedades Inmobiliarias
1026,1,2,0,Habitaciones y Camas
1027,1,2,0,Sin Empresas Participantes
1028,1,2,0,Con Empresas Participantes
1029,1,2,0,Contadores
1030,1,2,0,Grupos de Empresas
1031,1,2,0,Grupos de Empresas
1032,1,2,0,Chat
1033,1,2,0,Comprobaciones Modelos
1034,1,2,0,Modelos 303 y 390
1035,1,2,0,Comprobaciones Modelos
1036,1,2,0,Modelos 303 y 390
1037,1,2,0,Enviar Enlace
1038,1,2,0,Por Correo
1039,1,2,0,Por Whatsapp
1040,1,2,0,Cuestionarios Web
1041,1,2,0,Cuestionarios Predefinidos
1042,1,2,0,Enviar Enlace
1043,1,2,0,Por Correo
1044,1,2,0,Por Whatsapp
1045,1,2,0,Modelo 347
1046,1,2,0,Modelo 347
1047,1,2,0,Modelo 349
1048,1,2,0,Modelo 349
1049,1,2,0,Modelos 111 y 190
1050,1,2,0,Modelos 111 y 190
1051,1,2,0,Modelo 130
1052,1,2,0,Modelo 130
1053,1,2,0,Generales
1054,1,2,0,Plantillas Predeterminadas
1055,1,2,0,Modelos 115 y 180
1057,1,2,0,Modelos 115 y 180
1058,1,2,0,Propiedades
1059,1,2,0,Propiedades
1060,1,2,0,Portales Inmobiliarios
1061,1,2,0,Herramientas de Chequeo
1062,1,2,0,Modelo 233
1063,1,2,0,Propiedades Inmobiliarias
1064,1,2,0,Propiedades Inmobiliarias
1065,1,2,0,Configuraciones
1066,1,2,0,Portales Inmobiliarios
1067,1,2,0,Seleccionar Encabezado
1068,1,2,0,Seleccionar Pie de Página
1069,1,2,0,Controles Médicos
1070,1,2,0,Controles Médicos
1071,1,2,0,RRHH
1072,1,2,0,Trabajadores
1073,1,2,0,Turnos y Ausencias
1074,1,2,0,Control Horario
1075,1,2,0,Fichaje
1076,1,2,0,Inicio Jornada
1077,1,2,0,Fin Jornada
1078,1,2,0,Inicio Descanso
1079,1,2,0,Fin Descanso
1080,1,2,0,Historial de Fichajes
1081,1,2,0,Informes
1082,1,2,0,Monitorización
1083,1,2,0,CRM-Presupuestos
1084,1,2,0,CRM-Presupuestos
1085,1,2,0,Configuraciones
1086,1,2,0,Generales
1087,1,2,0,Predefinidos
1088,1,2,0,CRM-Presupuestos
1089,1,2,0,Configuraciones
1090,1,2,0,Generales
1091,1,2,0,Contadores
1092,1,2,0,Predefinidos
1093,1,2,0,Compras
1094,1,2,0,Utilidades
1095,1,2,0,Herramientas de Chequeo
1096,1,2,0,Utilidades
1097,1,2,0,Herramientas de Chequeo
1098,1,2,0,PRESVET
1099,1,2,0,Control de Turnos y Ausencias
1100,1,2,0,Solicitar Vacaciones/Ausencia
1101,1,2,0,Calendario
1102,1,2,0,Buscar Ficha
1103,1,2,0,Buscar Expediente
1129,1,2,0,Potenciales
1130,1,2,0,Mis Atajos
1131,1,2,0,MN Sign
1132,1,2,0,Configuraciones
1133,1,2,0,Papelera de Reciclaje
1134,1,2,0,Papelera de Reciclaje
1136,1,2,0,Usuarios
1137,1,2,0,Permisos
1138,1,2,0,Expedientes
1139,1,2,0,Alumnos
1140,1,2,0,Alumnos
1141,1,2,0,Buscar Ficha
1142,1,2,0,Papelera de Reciclaje
1144,1,2,0,Expedientes
1145,1,2,0,Expedientes
1146,1,2,0,Informes
1147,1,2,0,Cuadros de Mando
1158,1,2,0,Enviar MN Sign
