id,CodOpe,fecha,ip,navegador,aplicacion
437,1,2025-01-14 14:49:39.980000,176.83.69.219,0,4
438,1,2025-01-14 14:49:41.447000,176.83.69.219,0,4
439,1,2025-01-16 11:04:44,176.80.120.196,0,4
440,1,2025-01-23 18:18:46.787000,176.80.122.232,0,4
441,1,2025-01-24 13:00:35.073000,88.17.27.3,0,4
442,1,2025-01-27 07:35:25.890000,176.83.20.148,0,4
443,1,2025-01-27 07:35:27.780000,176.83.20.148,0,4
444,1,2025-01-27 09:19:22.547000,81.202.24.144,0,4
445,1,2025-01-27 09:19:24.220000,81.202.24.144,0,4
446,1,2025-01-27 14:36:55.923000,176.83.20.148,0,4
447,1,2025-01-27 14:37:02.013000,176.83.20.148,0,4
448,1,2025-01-28 00:27:59.830000,104.28.34.163,0,4
449,1,2025-01-28 00:28:01.597000,104.28.34.163,0,4
450,1,2025-01-28 07:17:35.023000,87.124.175.2,2,4
451,1,2025-01-28 18:26:05.303000,31.221.216.252,0,4
452,1,2025-01-28 18:26:07.493000,31.221.216.252,0,4
453,1,2025-01-28 20:28:17.927000,88.17.241.150,0,4
454,1,2025-01-28 20:28:19.410000,88.17.241.150,0,4
455,1,2025-01-29 08:18:13.907000,176.83.20.148,0,4
456,1,2025-01-29 08:18:15.797000,176.83.20.148,0,4
457,1,2025-01-29 15:47:08.897000,176.83.20.148,0,4
458,1,2025-01-29 15:47:10.550000,176.83.20.148,0,4
459,1,2025-01-29 17:41:48.897000,95.22.9.27,0,4
460,1,2025-01-29 17:41:50.037000,95.22.9.27,0,4
461,1,2025-01-30 08:13:15.910000,90.167.51.171,2,4
462,1,2025-01-31 08:14:41.780000,46.222.192.8,0,4
463,1,2025-01-31 08:14:43.453000,46.222.192.8,0,4
464,1,2025-01-31 17:43:16.387000,81.47.6.22,0,4
465,1,2025-01-31 17:43:21.543000,81.47.6.22,0,4
466,1,2025-02-02 16:41:16.710000,104.28.96.153,0,4
467,1,2025-02-02 16:41:16.960000,104.28.96.153,0,4
468,1,2025-02-02 16:41:18.677000,104.28.96.153,0,4
469,1,2025-02-02 22:50:05.020000,90.168.26.251,4,4
470,1,2025-02-03 08:28:33.320000,81.202.24.144,0,4
471,1,2025-02-03 08:28:54.413000,81.202.24.144,0,4
472,1,2025-02-03 10:38:19.573000,81.202.24.144,0,4
473,1,2025-02-03 10:38:21.573000,81.202.24.144,0,4
474,1,2025-02-03 19:49:32.223000,95.22.9.27,0,4
475,1,2025-02-03 19:49:33.380000,95.22.9.27,0,4
476,1,2025-02-03 22:09:25.190000,104.28.96.152,0,4
477,1,2025-02-03 22:09:26.900000,104.28.96.152,0,4
478,1,2025-02-03 22:59:10.707000,90.168.26.251,0,4
479,1,2025-02-03 22:59:14.847000,90.168.26.251,0,4
480,1,2025-02-05 09:03:24.090000,81.202.24.144,0,4
481,1,2025-02-05 09:03:25.653000,81.202.24.144,0,4
482,1,2025-02-05 11:41:57.150000,81.202.24.144,0,4
483,1,2025-02-05 11:42:01.603000,81.202.24.144,0,4
484,1,2025-02-05 13:55:32.683000,90.167.42.161,0,4
485,1,2025-02-05 13:55:33.510000,90.167.42.161,0,4
486,1,2025-02-05 13:55:34.760000,90.167.42.161,0,4
487,1,2025-02-05 14:43:13.740000,79.116.142.53,0,4
488,1,2025-02-05 14:43:23.863000,79.116.142.53,0,4
489,1,2025-02-05 15:17:33.627000,79.116.142.53,0,4
490,1,2025-02-05 15:17:34.780000,79.116.142.53,0,4
491,1,2025-02-05 18:48:47,95.22.9.27,0,4
492,1,2025-02-05 18:48:48.283000,95.22.9.27,0,4
493,1,2025-02-05 21:08:46.577000,91.106.18.124,2,4
494,1,2025-02-06 08:57:45.713000,81.202.24.144,0,4
495,1,2025-02-06 08:57:47.793000,81.202.24.144,0,4
496,1,2025-02-06 12:29:43.793000,81.202.24.144,0,4
497,1,2025-02-06 12:29:45.653000,81.202.24.144,0,4
498,1,2025-02-07 09:56:56.450000,87.124.175.2,2,4
499,1,2025-02-09 17:43:30.483000,104.28.96.150,0,4
500,1,2025-02-09 17:43:34.263000,104.28.96.150,0,4
501,1,2025-02-10 09:55:42.960000,81.202.24.144,0,4
502,1,2025-02-10 09:55:45.303000,81.202.24.144,0,4
503,1,2025-02-10 17:58:17.123000,176.83.75.189,0,4
504,1,2025-02-10 18:29:54.173000,95.22.9.27,0,4
505,1,2025-02-10 18:29:58.783000,95.22.9.27,0,4
506,1,2025-02-10 19:37:49.160000,95.22.9.27,0,4
507,1,2025-02-10 19:37:54.083000,95.22.9.27,0,4
508,1,2025-02-10 20:16:06.817000,95.22.9.27,0,4
509,1,2025-02-10 20:16:08.237000,95.22.9.27,0,4
510,1,2025-02-11 08:31:42.077000,81.202.24.144,0,4
511,1,2025-02-11 08:31:48.623000,81.202.24.144,0,4
512,1,2025-02-11 09:25:55.560000,95.22.9.27,4,4
513,1,2025-02-11 09:25:58.340000,95.22.9.27,4,4
514,1,2025-02-11 21:44:41.217000,104.28.96.150,0,4
515,1,2025-02-11 21:44:43.030000,104.28.96.150,0,4
516,1,2025-02-12 09:08:20.633000,81.202.24.144,0,4
517,1,2025-02-12 09:08:22.023000,81.202.24.144,0,4
518,1,2025-02-12 14:48:01.657000,46.222.165.114,0,4
519,1,2025-02-12 14:48:03.877000,46.222.165.114,0,4
520,1,2025-02-12 15:31:42.747000,176.80.130.22,0,4
521,1,2025-02-12 15:31:44.560000,176.80.130.22,0,4
522,1,2025-02-13 09:58:19.020000,81.202.24.144,0,4
523,1,2025-02-13 09:58:21.927000,81.202.24.144,0,4
524,1,2025-02-14 11:21:04.010000,46.6.144.211,0,4
525,1,2025-02-14 11:21:05.587000,46.6.144.211,0,4
526,1,2025-02-14 13:46:51.667000,176.80.123.230,0,4
527,1,2025-02-14 13:46:53.450000,176.80.123.230,0,4
528,1,2025-02-16 12:54:38.817000,104.28.96.149,0,4
529,1,2025-02-16 12:54:40.443000,104.28.96.149,0,4
530,1,2025-02-16 22:07:49.473000,79.116.142.53,0,4
531,1,2025-02-16 22:07:50.803000,79.116.142.53,0,4
532,1,2025-02-17 09:56:27.273000,81.202.24.144,0,4
533,1,2025-02-17 09:56:55.557000,81.202.24.144,0,4
534,1,2025-02-17 13:14:20.110000,79.116.142.53,0,4
535,1,2025-02-17 13:14:21.483000,79.116.142.53,0,4
536,1,2025-02-17 13:14:30.780000,79.116.142.53,0,4
537,1,2025-02-18 12:11:33.273000,81.202.24.144,0,4
538,1,2025-02-18 12:11:36.693000,81.202.24.144,0,4
539,1,2025-02-18 15:03:18.890000,79.116.142.53,0,4
540,1,2025-02-18 15:03:20.357000,79.116.142.53,0,4
541,1,2025-02-18 21:55:19.700000,88.17.119.51,0,4
542,1,2025-02-18 22:05:41.503000,88.17.119.51,0,4
543,1,2025-02-19 09:02:53.687000,95.22.9.27,4,4
544,1,2025-02-19 09:33:57.737000,81.202.24.144,0,4
545,1,2025-02-19 09:33:59.503000,81.202.24.144,0,4
546,1,2025-02-19 16:34:46.757000,95.22.9.27,0,4
547,1,2025-02-19 16:34:48.367000,95.22.9.27,0,4
548,1,2025-02-19 20:04:31.723000,95.22.9.27,0,4
549,1,2025-02-19 20:04:33.223000,95.22.9.27,0,4
550,1,2025-02-19 20:48:25.377000,95.127.151.75,0,4
551,1,2025-02-19 20:48:27.233000,95.127.151.75,0,4
552,1,2025-02-20 08:42:16.553000,95.127.151.75,0,4
553,1,2025-02-20 08:42:18.070000,95.127.151.75,0,4
554,1,2025-02-20 11:06:50.213000,81.202.24.144,0,4
555,1,2025-02-20 11:06:51.667000,81.202.24.144,0,4
556,1,2025-02-20 16:11:08.210000,79.116.142.53,0,4
557,1,2025-02-20 16:11:10.193000,79.116.142.53,0,4
558,1,2025-02-23 23:02:37.057000,79.116.142.53,0,4
559,1,2025-02-23 23:02:38.460000,79.116.142.53,0,4
560,1,2025-02-24 09:22:10.503000,81.202.24.144,0,4
561,1,2025-02-24 09:22:24.707000,81.202.24.144,0,4
562,1,2025-02-24 13:34:04.480000,176.80.60.111,0,4
563,1,2025-02-24 13:34:05.933000,176.80.60.111,0,4
564,1,2025-02-25 08:17:08.307000,81.202.24.144,0,4
565,1,2025-02-25 08:17:09.980000,81.202.24.144,0,4
566,1,2025-02-25 18:03:34.227000,95.124.210.90,0,4
567,1,2025-02-25 18:03:35.603000,95.124.210.90,0,4
568,1,2025-02-25 19:17:38.723000,88.17.119.51,0,4
569,1,2025-02-25 23:59:51.607000,104.28.96.154,0,4
570,1,2025-02-25 23:59:58.073000,104.28.96.154,0,4
571,1,2025-02-26 07:56:58.217000,88.17.119.51,0,4
572,1,2025-02-26 08:15:42.453000,81.202.24.144,0,4
573,1,2025-02-26 08:16:14.693000,176.83.80.236,0,4
574,1,2025-02-26 08:42:43.683000,88.17.119.51,0,4
575,1,2025-02-26 09:11:28.370000,176.83.115.201,0,4
576,1,2025-02-26 12:45:46.847000,176.83.80.236,0,4
577,1,2025-02-26 13:15:33.653000,176.83.88.51,0,4
578,1,2025-02-26 15:24:56.897000,176.83.88.51,0,4
579,1,2025-02-26 19:10:50.990000,176.83.88.51,0,4
580,1,2025-02-27 19:28:15.373000,176.80.124.242,0,4
581,1,2025-03-04 00:20:37.153000,90.167.50.217,0,4
582,1,2025-03-04 18:39:34.717000,85.52.230.92,0,4
583,1,2025-03-06 08:43:31.280000,91.106.18.124,2,4
584,1,2025-03-06 23:58:44.247000,88.17.119.51,0,4
585,1,2025-03-07 10:14:32.123000,87.124.175.2,2,4
586,1,2025-03-09 16:35:33.857000,95.127.165.223,0,4
587,1,2025-03-09 16:35:36.843000,95.127.165.223,0,4
588,1,2025-03-10 00:12:27.923000,88.17.119.51,0,4
589,1,2025-03-10 00:12:29.563000,88.17.119.51,0,4
590,1,2025-03-11 22:24:58.337000,87.124.175.2,2,4
591,1,2025-03-23 15:33:50.840000,178.237.228.170,2,4
592,1,2025-03-23 17:42:56.700000,95.23.180.201,2,4
593,1,2025-03-23 20:28:52.743000,84.78.250.59,0,4
594,1,2025-03-23 20:28:54.977000,84.78.250.59,0,4
595,1,2025-03-26 13:14:55.800000,176.83.88.238,0,4
596,1,2025-04-04 19:34:20.223000,95.22.9.27,0,4
597,1,2025-04-04 19:51:55.150000,95.22.9.27,0,4
598,1,2025-04-06 21:47:57.857000,104.28.88.129,0,4
599,1,2025-04-06 21:48:00.577000,104.28.88.129,0,4
600,1,2025-04-07 11:06:03.130000,193.152.117.61,0,4
601,1,2025-04-07 11:06:21.770000,95.22.9.27,0,4
602,1,2025-04-07 11:43:18.720000,95.22.9.27,0,4
603,1,2025-04-07 12:23:23.707000,95.22.9.27,0,4
604,1,2025-04-07 12:23:24.033000,95.22.9.27,0,4
605,1,2025-04-07 14:12:39.960000,95.22.9.27,0,4
606,1,2025-04-09 11:50:00.053000,176.80.136.177,0,4
607,1,2025-04-09 11:51:04.273000,176.80.136.177,0,4
608,1,2025-04-09 13:01:46.933000,176.87.122.32,0,4
609,1,2025-04-09 14:03:53.660000,81.202.93.147,0,4
610,1,2025-04-10 16:03:43.950000,90.167.174.166,0,4
611,1,2025-04-12 08:26:54.107000,87.124.175.2,2,4
612,1,2025-04-13 20:14:50.513000,104.28.96.153,0,4
613,1,2025-04-13 20:14:54.153000,104.28.96.153,0,4
614,1,2025-04-21 13:44:07.430000,104.28.88.129,0,4
615,1,2025-04-21 13:44:09.443000,104.28.88.129,0,4
616,1,2025-04-22 08:15:12.683000,31.221.173.18,2,4
617,1,2025-04-23 09:13:10.303000,81.202.24.144,0,4
618,1,2025-04-23 09:13:11.803000,81.202.24.144,0,4
619,1,2025-04-23 12:11:44.740000,81.202.24.144,0,4
620,1,2025-04-23 12:11:46.473000,81.202.24.144,0,4
621,1,2025-04-24 10:49:57.600000,95.22.9.27,4,4
622,1,2025-04-24 15:59:03.997000,95.22.9.27,4,4
623,1,2025-04-25 08:34:24.963000,45.133.62.176,0,4
624,1,2025-04-25 08:34:26.947000,45.133.62.176,0,4
625,1,2025-04-25 22:44:57.517000,104.28.96.149,0,4
626,1,2025-04-25 22:45:00.893000,104.28.96.149,0,4
627,1,2025-04-28 09:11:12.423000,176.83.117.89,0,4
628,1,2025-04-28 09:11:15.643000,176.83.117.89,0,4
629,1,2025-04-29 12:19:47.313000,176.80.81.22,0,4
630,1,2025-04-29 13:55:58.173000,176.80.81.22,0,4
631,1,2025-04-29 16:51:06.273000,176.80.81.22,0,4
632,1,2025-05-04 19:32:37.953000,104.28.96.150,0,4
633,1,2025-05-04 19:32:41.390000,104.28.96.150,0,4
634,1,2025-05-07 15:11:52.847000,90.167.174.169,2,4
635,1,2025-05-07 15:11:53.363000,90.167.174.169,2,4
636,1,2025-05-07 15:11:53.457000,90.167.174.169,2,4
637,1,2025-05-09 11:05:35.413000,95.22.9.27,4,4
638,1,2025-05-11 18:08:39.793000,46.222.120.149,0,4
639,1,2025-05-11 18:08:41.823000,46.222.120.149,0,4
640,1,2025-05-12 18:59:46.727000,95.22.9.27,2,4
641,1,2025-05-14 14:16:46.503000,176.236.113.18,0,4
642,1,2025-05-14 14:16:47.490000,176.236.113.18,0,4
643,1,2025-05-14 14:16:51.630000,176.236.113.18,0,4
644,1,2025-05-14 17:07:07.303000,95.22.9.27,0,4
645,1,2025-05-18 22:20:17.813000,90.168.26.251,0,4
646,1,2025-05-18 22:20:19.893000,90.168.26.251,0,4
647,1,2025-05-19 09:06:24.053000,87.124.175.2,4,4
648,1,2025-05-22 11:57:35.660000,31.221.187.79,2,4
649,1,2025-05-25 17:50:07.373000,90.167.21.194,0,4
650,1,2025-05-25 17:50:09.453000,90.167.21.194,0,4
651,1,2025-05-28 09:55:35.927000,81.202.6.18,0,4
652,1,2025-06-10 17:24:19.770000,88.17.26.248,0,4
653,1,2025-06-10 18:20:16.560000,88.17.26.248,0,4
654,1,2025-06-11 19:03:30.890000,95.22.9.27,0,4
655,1,2025-06-13 06:49:42.563000,85.52.230.68,2,4
656,1,2025-06-13 10:57:40,46.6.131.193,0,4
657,1,2025-06-13 10:57:44.357000,46.6.131.193,0,4
658,1,2025-06-13 19:48:01.590000,104.28.88.140,0,4
659,1,2025-06-20 08:48:00.340000,90.167.50.134,0,4
660,1,2025-06-20 08:48:04.247000,90.167.50.134,0,4
661,1,2025-06-20 10:34:05.053000,95.22.9.27,4,4
662,1,2025-06-23 08:17:33.840000,139.47.26.239,2,4
663,1,2025-06-23 14:26:09.933000,90.167.42.63,2,4
664,1,2025-06-23 21:33:35.850000,90.168.26.251,4,4
665,1,2025-06-23 21:33:39.290000,90.168.26.251,4,4
666,1,2025-06-25 20:48:20.073000,90.167.174.200,0,4
667,1,2025-06-25 20:48:22.103000,90.167.174.200,0,4
668,1,2025-06-30 08:53:01.390000,81.202.6.18,0,4
669,1,2025-06-30 16:26:12.230000,87.124.175.2,2,4
670,1,2025-07-04 09:06:32.050000,81.202.6.18,0,4
671,1,2025-07-04 09:06:34.173000,81.202.6.18,0,4
672,1,2025-07-09 16:10:10.407000,95.22.9.27,0,4
673,1,2025-07-10 02:32:16.087000,31.221.196.110,0,4
674,1,2025-07-10 02:32:18.320000,31.221.196.110,0,4
675,1,2025-07-14 19:10:30.040000,104.28.34.179,0,4
676,1,2025-07-23 01:06:45.863000,90.168.26.251,0,4
677,1,2025-07-23 12:14:12.260000,149.74.9.157,2,4
678,1,2025-07-24 14:35:47.707000,85.52.230.225,2,4
679,1,2025-07-25 13:08:56.253000,88.17.103.213,0,4
680,1,2025-07-28 10:37:58.827000,90.167.51.13,0,4
681,1,2025-07-28 10:38:00.700000,90.167.51.13,0,4
682,1,2025-07-30 12:32:28.540000,188.26.215.165,0,4
683,1,2025-08-05 10:28:18.327000,95.22.9.27,2,4
684,1,2025-08-05 13:37:42.083000,31.221.202.197,2,4
685,1,2025-08-06 13:22:21.757000,95.127.165.104,0,4
686,1,2025-08-16 19:05:29.347000,104.28.88.141,0,4
687,1,2025-08-18 16:39:23.270000,95.22.9.27,0,4
688,1,2025-08-18 16:39:24.913000,95.22.9.27,0,4
689,1,2025-08-18 16:40:12.840000,95.22.9.27,0,4
690,1,2025-08-18 19:33:03.777000,176.80.126.108,0,4
691,1,2025-08-18 19:33:06.790000,176.80.126.108,0,4
692,1,2025-08-20 08:59:28.117000,104.28.34.178,0,4
693,1,2025-08-20 08:59:28.740000,104.28.34.178,0,4
694,1,2025-08-20 08:59:31.820000,104.28.34.178,0,4
695,1,2025-08-20 09:00:22.250000,104.28.34.178,0,4
696,1,2025-08-24 18:18:31.187000,90.168.26.251,0,4
697,1,2025-08-24 18:18:31.953000,90.168.26.251,0,4
698,1,2025-08-24 18:18:33.357000,90.168.26.251,0,4
699,1,2025-08-25 17:46:54.710000,95.22.9.27,2,4
700,1,2025-08-27 12:07:46.937000,95.22.9.27,4,4
701,1,2025-09-06 16:36:00.427000,46.6.57.240,2,4
702,1,2025-09-08 09:17:55.593000,81.202.6.18,0,4
703,1,2025-09-10 10:06:03.117000,81.202.6.18,0,4
704,1,2025-09-10 10:06:05.287000,81.202.6.18,0,4
705,1,2025-09-10 10:46:30.210000,149.74.9.157,2,4
706,1,2025-09-10 10:46:34.317000,149.74.9.157,2,4
707,1,2025-09-10 10:46:35.210000,149.74.9.157,2,4
708,1,2025-09-10 13:09:05.410000,95.22.9.27,4,4
709,1,2025-09-10 13:09:08.053000,95.22.9.27,4,4
710,1,2025-09-10 13:55:37.163000,176.83.18.114,0,4
711,1,2025-09-10 15:29:10.523000,90.168.26.251,0,4
712,1,2025-09-10 15:29:13.133000,90.168.26.251,0,4
713,1,2025-09-11 08:05:10.540000,31.221.186.214,0,4
714,1,2025-09-11 08:05:24.220000,31.221.186.214,0,4
715,1,2025-09-11 08:05:24.500000,31.221.186.214,0,4
716,1,2025-09-11 08:08:14.123000,31.221.227.228,0,4
717,1,2025-09-11 08:08:14.750000,31.221.227.228,0,4
718,1,2025-09-11 08:08:18.530000,31.221.227.228,0,4
719,1,2025-09-11 08:08:19.767000,31.221.227.228,0,4
720,1,2025-09-11 08:08:20.577000,31.221.227.228,0,4
721,1,2025-09-11 15:51:03.110000,146.75.182.15,0,4
722,1,2025-09-11 15:51:10.517000,146.75.182.15,0,4
723,1,2025-09-15 15:29:13.623000,90.168.26.251,0,4
724,1,2025-09-15 15:29:15.360000,90.168.26.251,0,4
725,1,2025-09-15 15:29:39.703000,90.168.26.251,0,4
726,1,2025-09-15 15:30:16.267000,90.168.26.251,0,4
727,1,2025-09-16 19:05:55.040000,95.22.9.27,2,4
728,1,2025-09-16 19:05:55.823000,95.22.9.27,2,4
729,1,2025-09-16 19:05:59.637000,95.22.9.27,2,4
730,1,2025-09-19 00:11:16.183000,90.168.26.251,0,4
731,1,2025-09-19 00:11:17.823000,90.168.26.251,0,4
732,1,2025-09-21 17:26:19.977000,104.28.88.141,0,4
733,1,2025-09-22 00:21:33.300000,90.168.26.251,0,4
734,1,2025-09-22 09:47:17.507000,104.28.34.178,0,4
735,1,2025-09-22 09:47:19.210000,104.28.34.178,0,4
736,1,2025-09-22 09:47:55.023000,104.28.34.179,0,4
737,1,2025-10-01 15:37:28.353000,90.168.26.251,0,4
738,1,2025-10-01 15:37:28.993000,90.168.26.251,0,4
739,1,2025-10-01 15:37:29.993000,90.168.26.251,0,4
740,1,2025-10-01 15:37:55.667000,90.168.26.251,0,4
741,1,2025-10-06 13:11:54.550000,176.87.117.58,0,4
742,1,2025-10-06 13:11:56.753000,176.87.117.58,0,4
743,1,2025-10-06 14:38:24.233000,188.26.215.143,0,4
744,1,2025-10-06 14:38:25.937000,188.26.215.143,0,4
745,1,2025-10-09 21:13:22.040000,178.237.238.14,0,4
746,1,2025-10-09 21:13:23.573000,178.237.238.14,0,4
747,1,2025-10-09 21:13:43.363000,178.237.238.14,0,4
748,1,2025-10-11 14:57:36.270000,95.23.180.237,2,4
749,1,2025-10-12 22:24:28.697000,188.26.215.143,0,4
750,1,2025-10-13 17:17:43.563000,31.221.239.246,0,4
751,1,2025-10-14 00:11:34.540000,172.226.116.55,0,4
752,1,2025-10-14 08:23:55.853000,31.221.207.214,0,4
753,1,2025-10-14 10:10:30.153000,104.28.88.141,0,4
754,1,2025-10-14 10:10:32.903000,104.28.88.141,0,4
755,1,2025-10-14 10:11:30.327000,104.28.88.140,0,4
756,1,2025-10-17 07:52:57.817000,87.124.175.2,2,4
757,1,2025-10-20 17:34:32.090000,178.237.235.36,4,4
758,1,2025-10-20 17:37:43.723000,178.237.235.36,4,4
759,1,2025-10-22 12:24:44.717000,176.80.70.88,0,4
760,1,2025-10-22 12:36:24.940000,176.80.70.88,0,4
761,1,2025-10-22 16:18:56.767000,37.29.202.145,0,4
762,1,2025-10-23 12:56:31.190000,37.29.213.28,2,4
763,1,2025-10-23 12:56:31.223000,37.29.213.28,2,4
764,1,2025-11-04 15:05:40.407000,37.29.213.3,2,4
765,1,2025-11-06 09:01:01.697000,170.253.48.20,2,4
766,1,2025-11-06 16:38:10.913000,87.124.175.2,2,4
767,1,2025-11-07 11:39:49.843000,46.6.229.171,2,4
768,1,2025-11-10 16:56:24.863000,170.253.48.20,2,4
769,1,2025-11-10 17:04:24.333000,170.253.48.20,2,4
770,1,2025-11-10 17:52:12.200000,170.253.48.20,2,4
771,1,2025-11-10 17:58:52.663000,170.253.48.20,2,4
772,1,2025-11-10 18:03:09.110000,170.253.48.20,2,4
773,1,2025-11-10 20:41:43.930000,46.222.167.71,0,4
774,1,2025-11-14 13:26:28.243000,104.28.88.132,0,4
775,1,2025-11-15 12:42:51.600000,104.28.88.133,0,4
776,1,2025-11-16 12:42:50.250000,37.29.144.249,0,4
777,1,2025-11-16 20:37:13.477000,178.237.232.17,4,4
778,1,2025-11-16 20:37:17.147000,178.237.232.17,4,4
779,1,2025-11-17 11:07:33.317000,104.28.88.140,0,4
780,1,2025-11-17 11:07:36.147000,104.28.88.140,0,4
781,1,2025-11-17 14:10:02.260000,46.222.91.11,0,4
782,1,2025-11-21 11:38:52.443000,170.253.48.20,4,4
783,1,2025-11-23 18:38:37.110000,79.116.226.208,0,4
784,1,2025-11-26 07:21:11.480000,178.237.238.44,0,4
785,1,2025-11-26 07:21:13.713000,178.237.238.44,0,4
786,1,2025-11-27 09:56:07.617000,170.253.48.20,4,4
787,1,2025-11-27 09:56:09.917000,170.253.48.20,4,4
788,1,2025-12-01 15:35:10.593000,37.29.232.61,2,4
789,1,2025-12-01 16:09:49.980000,170.253.55.126,2,4
790,1,2025-12-01 17:17:22.577000,170.253.55.126,2,4
791,1,2025-12-01 18:04:04.870000,170.253.55.126,2,4
792,1,2025-12-01 21:55:50.073000,139.47.30.93,2,4
793,1,2025-12-01 21:59:01,139.47.30.93,2,4
794,1,2025-12-01 21:59:07.920000,139.47.30.93,2,4
795,1,2025-12-01 21:59:09.203000,139.47.30.93,2,4
796,1,2025-12-08 16:57:52.033000,37.29.231.156,2,4
797,1,2025-12-11 13:00:52.463000,170.253.62.122,4,4
798,1,2025-12-11 13:00:56.543000,170.253.62.122,4,4
799,1,2025-12-11 13:00:56.637000,170.253.62.122,4,4
800,1,2025-12-15 00:50:39.877000,178.237.234.215,0,4
801,1,2025-12-15 00:50:41.673000,178.237.234.215,0,4
802,1,2025-12-17 12:52:56.850000,104.28.88.141,0,4
803,1,2025-12-17 20:38:47.750000,172.225.243.119,0,4
804,1,2025-12-18 15:46:57.663000,80.103.79.135,2,4
805,1,2025-12-21 20:23:30.160000,87.124.175.2,0,4
806,1,2025-12-23 18:10:37.163000,81.202.6.18,0,4
807,1,2025-12-24 07:01:29.327000,178.237.232.144,0,4
808,1,2025-12-24 07:01:31.467000,178.237.232.144,0,4
809,1,2025-12-28 19:51:00.387000,178.237.234.111,4,4
810,1,2025-12-29 15:32:54.550000,104.28.88.141,0,4
811,1,2025-12-29 20:07:24.070000,104.28.34.179,0,4
812,1,2025-12-30 07:54:22.300000,37.29.215.28,0,4
813,1,2026-01-02 21:40:07.667000,178.237.234.223,4,4
814,1,2026-01-04 00:52:57.810000,178.237.239.66,0,4
815,1,2026-01-04 00:53:01.967000,178.237.239.66,0,4
816,1,2026-01-08 08:32:30.730000,85.217.134.176,0,4
817,1,2026-01-08 08:32:32.373000,85.217.134.176,0,4
818,1,2026-01-09 13:09:13.500000,170.253.54.251,4,4
