id,claveFiltro,nombre,campo,orden,campovisualizacion,etiquetasini,tipofiltro,Visible,consultaindependiente,subClave,modofiltro,consultacombo,combovaloresUsu,disponible
213,ControlExpedientes,NIF Persona de Contacto,nifCont,19,expe_con|1[AND]bverficconta,0,3,False,"inumexp * CAST(10000 as bigint) + iyear    IN (SELECT ECT.inumexp * CAST(10000 as bigint) + ECT.iyear as idexp    
FROM [[instancia]advabousu[empresa]].dbo.expconta ECT    JOIN [[instancia]advabousu[empresa]].dbo.contacto C ON ECT.codcontacto = C.codcontacto    
WHERE nifCont LIKE '%{0}%')",,,,,1
214,ControlExpedientes,EtiqTerceroTelefonos,telefonoTercero|movilTercero|faxTercero|telefono2Tercero|telefono3Tercero,12,bVerTerceros,1,3,False,,ControlExpedientes,,,,1
215,ControlExpedientes,EtiqContactoTelefonos,telefonoContacto|movilContacto|faxContacto|telefono2Contacto|telefono3Contacto,13,expe_con|1[AND]bverficconta,1,3,False,,,,,,1
216,ControlOportunidades,Año,Año,12,,0,0,False,,,,,,1
217,ControlOportunidades,Serie,Serie,13,,0,0,False,,,,,,1
218,ControlOportunidades,Número,Numero,14,,0,1,False,,,,,,1
219,PrevisionCobros,Nombre,cliente,4,,0,3,True,,PrevisionCobros:Conceptos,,,,1
220,PrevisionCobros,Forma de cobro,formapago1,3,,0,4,True,,PrevisionCobros:Conceptos,,formacobro|formacobro,,1
221,PrevisionCobros,Concepto,concepto,0,,0,0,True,,PrevisionCobros:Conceptos,,,,1
222,PrevisionCobros,Núm. Factura,inumfact,5,,0,1,True,,PrevisionCobros:Conceptos,,,,1
223,PrevisionCobros,Serie Factura,serie,19,,0,3,False,(CASE WHEN (serie='seriemn' or serie='seriemnrec') THEN '' ELSE serie END) LIKE '%{0}%',PrevisionCobros:Conceptos,,,,1
224,PrevisionCobros,Descripción Expediente,nombreexp,21,,0,0,False,,PrevisionCobros:Conceptos,,,,1
225,PrevisionCobros,Tipo Factura,tipofactura,7,,0,4,True,,PrevisionCobros:Conceptos,,tipofact|tipofact,,1
226,PrevisionCobros,Estado,estadocobro,2,,0,4,True,,PrevisionCobros:Conceptos,,controlcobros|estadocobro,,1
227,ControlFacturas,Serie,serie,5,,0,3,True,(CASE WHEN (serie='seriemn' or serie='seriemnrec') THEN '' ELSE serie END) LIKE '%{0}%',Oficial,,,,1
228,ControlFacturas,Nombre,nombrecli,3,,0,3,True,,,,,,1
229,ControlFacturas,EtiqNumExpediente,inumexpediente,8,bVerExpedientes,1,1,False,,,,,,1
230,ControlFacturas,EtiqYearExpediente,iyearexpediente,7,bVerExpedientes,1,1,False,,,,,,1
231,ControlFacturas,NIF/CIF,nifcli,2,!bverSoloNomCli,0,0,True,,,,,,1
232,ControlFacturas,cliUsuario,nomsubusu,6,,1,0,True,,,,,,1
233,ControlFacturas,Forma de Cobro,formapago,1,,0,0,True,,Oficial,,,,1
234,ControlFacturas,Número,inumfactura,4,,0,1,True,,,,,,1
235,ControlFacturas,Estado Cobro,estado,0,,0,4,True,,Oficial,,{$}:int|Todas{=}|Cobradas{=}1|No Cobradas{=}2|Cobradas Parcialmente{=}3,,1
237,ControlHistorial,Personas de Contacto,nomcontacto,9,bverficconta,0,0,False,,,,,,1
238,ControlExpedientes,Tipo Procedimiento,procedimiento,1,bverprocedimiento,0,3,True,,,,,,1
239,ControlExpedientes,NIF Abogado Contrario,nifabocont,20,bverficabog,0,3,False,,ControlExpedientes,,,,1
240,ControlHistorial,NIF Abogado Contrario,nifabocont,7,bverficabog,0,0,False,,,,,,1
241,AtencionCliente,EtiqNumExpediente,expediente,12,bVerExpedientes,1,3,True,,,,,,1
243,AtencionCliente,EtiqDescripExpediente,descripcionexp,14,bVerExpedientes,1,0,True,,,,,,1
244,ControlFacturas,Estado,estado,0,,0,4,True,,ControlPresupuestos,,presupuestos|estado,,1
245,ControlFacturas,Descripción,sdescripcionorden,0,,0,0,True,,ControlPresupuestos,,,,1
246,AtencionCliente,EtiqRefPropiaExpediente,refpropiaexp,15,VerExpedientes[AND]bverrefpropia,1,0,True,,,,,,1
247,PrevisionCobros,Paciente,nompaciente,14,bverpaciente,0,0,False,,PrevisionCobros,,,,1
248,AtencionCliente,Clase,clase,16,,2,0,False,,,,,,1
249,AtencionCliente,Sprint,sprint,17,,0,0,False,,,,,,1
250,TimeReport,cliUsuario,nomsubusu,1,,1,0,True,,,,,,1
251,TimeReport,DescripciÃ³n,oportunidad,2,,0,0,True,,,,,,1
252,TimeReport,Tipo,tipo,3,,0,0,True,,,,,,1
253,TimeReport,etapa,etapa,4,,2,0,True,,,,,,1
254,TimeReport,Estado,estadoTarea,5,,0,0,True,,,,,,1
255,TimeReport,Nombre,snombrecli,6,,0,0,True,,,,,,1
256,TimeReport,DescripciÃ³n Exp.,descripcionexp,7,,0,0,True,,,,,,1
257,TimeReport,Fuente,fuente,8,,0,0,False,,,,,,1
258,TimeReport,NÃºm. Exp,expediente,9,,0,3,False,,,,,,1
259,TimeReport,AÃ±o Exp,iyearexp,10,,0,3,False,,,,,,1
260,TimeReport,Clase,clase,11,,0,0,False,,,,,,1
261,TimeReport,Núm. Remesa,sprint,12,,0,0,False,,,,,,1
262,PrevisionCobros,Núm. Remesa,idremesa,10,,0,1,False,,PrevisionCobros,,,,1
263,ControlComisiones,Comisionista,nombrecliente,0,,0,0,True,,,,,,1
264,ControlComisiones,Concepto,concepto,1,,0,0,True,,,,,,1
265,ControlComisiones,Tipo Comisión,tipocomision,2,,0,0,True,,,,,,1
266,ControlComisiones,Estado,estadoComision,3,,0,0,True,,,,,,1
267,ControlComisiones,EtiqNumExpediente,inumexp,4,VerExpedientes,1,1,True,,,,,,1
268,ControlComisiones,EtiqYearExpediente,iyear,5,VerExpedientes,1,1,True,,,,,,1
269,ControlComisiones,EtiqDescripExpediente,descripcion,6,VerExpedientes,1,0,True,,,,,,1
270,ControlComisiones,EtiqRefPropiaExpediente,srefabogado,7,VerExpedientes[AND]bverrefpropia,1,0,True,,,,,,1
271,ControlComisiones,EtiqUsuarioExpediente,usuarioexp,8,VerExpedientes,1,0,True,,,,,,1
272,ControlComisiones,Tipo,tipoliquidacion,9,,0,0,True,,,,,,1
273,Pedidos,Proveedor,nombreProveedor,0,,0,0,True,,,,,,1
274,Pedidos,Descripción,oportunidad,1,,0,0,True,,,,,,1
275,Pedidos,Tipo,tipo,12,,0,0,False,,,,,,1
276,Pedidos,EtiqDescripExpediente,descripcionExp,6,VerExpedientes,1,0,False,,,,,,1
277,Pedidos,EtiqNumExpediente,numExp,8,VerExpedientes,1,1,False,,,,,,1
278,Pedidos,EtiqYearExpediente,iyear,3,VerExpedientes,1,1,False,,,,,,1
279,Pedidos,EtiqRefPropiaExpediente,srefabogado,10,VerExpedientes,1,0,False,,,,,,1
280,Pedidos,Asociado a,nombreAsociado,4,,0,0,False,,,,,,1
281,Pedidos,Etapa,etapa,2,,2,0,True,,,,,,1
282,Pedidos,Estado,estado,7,,0,0,False,,,,,,1
283,Pedidos,Usuario,nombreUsuario,13,,0,0,False,,,,,,1
284,Pedidos,Creado por,nombreCreador,5,,0,0,False,,,,,,1
285,Pedidos,Serie,serie,11,,0,0,False,,,,,,1
286,Pedidos,Número,numopor,9,,0,1,False,,,,,,1
287,PrevisionCobros,Ref. Propia,srefabogado,11,,0,0,False,,PrevisionCobros,,,,1
288,PrevisionCobros,Ref. Propia,srefabogado,6,,0,0,True,,PrevisionCobros:Conceptos,,,,1
289,PrevisionCobros,Facturar,facturar,16,,0,4,False,,PrevisionCobros,,{$}:int|Todas{=}|Facturar{=}1|No Facturar{=}0,,1
290,PrevisionCobros,Facturar,facturar,14,,0,4,False,,PrevisionCobros:Conceptos,,{$}:int|Todas{=}|Facturar{=}1|No Facturar{=}0,,1
291,ControlFacturas,Ref. Factura,reffactu,15,,0,0,False,f.reffactu,Oficial,,,,1
292,ControlTratamientos,Descripción,Descripcion,1,,0,0,True,,,,,,1
293,ControlTratamientos,Nombre,snombrecli,2,,0,3,True,snombrecli like '%{0}%',,,,,1
295,ControlTratamientos,Tipo Tratamiento,tipoodontograma,4,,0,0,True,,,,,,1
296,PrevisionCobros,NIF/CIF Cliente,snifcli,17,!bverSoloNomCli,0,0,False,,PrevisionCobros,,,,1
297,ControlFacturas,Notas,notas,16,,0,0,False,,,,,,1
298,ControlFacturas,Tipo Cliente,tipofichero,14,,0,0,False,,,,,,1
299,Vencimientos,Matrícula,campo1inf,14,,0,0,True,,,,,,1
300,ControlHistorial,Comunicado MN,comunicadomn,5,bVerComunicaciones,0,4,False,,,,{$}:int|Todas{=}|Comunicado MN{=}1|No Comunicado MN{=}0,,1
301,PrevisionCobros,Núm. Ficha,codigo,8,!bverSoloNomCli,0,0,False,,PrevisionCobros,,,,1
302,ControlHistorial,Estado Cita,idEstadoCita,,bversalaespera,0,4,True,,,,{$}:int|Pendiente{=}1|En Curso{=}2|Cancelada{=}3|Confirmada{=}4|Realizada{=}5,,1
505,PrevisionCobros,Alumno,nombrealum,6,bveralumno,0,0,False,,PrevisionCobros,,,,1
507,PrevisionCobros,Núm. Recibo,nrecibo,7,,0,0,False,,PrevisionCobros,,,,1
662,ControlExpedientes,NIF Cliente,nifCliente,27,!bverSoloNomCli,0,3,False,"idexp IN (SELECT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp    
FROM [[instancia]advabousu[empresa]].dbo.exclipro ECP    JOIN [[instancia]advabousu[empresa]].dbo.clientes C ON ECP.icodcli = C.icodcli    
WHERE C.tipobd = 0 AND C.snifcli LIKE '%{0}%')",ControlExpedientes,,,,1
663,ControlHistorial,Estado Cobro,estadocobro,6,,0,0,False,estadoCobro     select ( case when pv.cobrado=1 and (pv.impagado=0 or pv.impagado is null) then upper('c')+'obrado' when (pv.cobrado=0 or pv.cobrado is null) and (pv.impagado=0 or pv.impagado is null) then upper('n')+'o '+upper('c')+'obrado' when pv.impagado=1 and pv.tipoimpago='vuelto a cobrar' then upper('i')+'mpagado. '+upper('v')+'uelto a cobrar' when pv.impagado=1 and pv.tipoimpago='perdido definitivo' then upper('i')+'mpagado. '+upper('d')+'efinitivo' when pv.impagado=1 then upper('i')+'mpagado' end ) as estadocobro from [[instancia]advabousu[empresa]].dbo.prevcobros pv     WHERE estadocobro LIKE '%{0}%'),,,,,1
664,PrevisionCobros,cliUsuario,nomsubusu,9,,1,0,False,,PrevisionCobros,,,,1
665,ControlClases,Descripción Clase,sactuacion,0,,0,0,True,,,,,,1
666,ControlClases,Descripción Curso,descripcion,2,bVerExpedientes,1,0,True,,,,,,1
667,ControlClases,Profesor,nomsubusu,3,,0,0,True,,,,,,1
668,ControlClases,Tipo Clase,tipoClase,8,,0,4,True,,,4,segexp|tipoClase,,1
669,Recobros,Deudor,snombrecli,1,,0,0,True,,,,,,1
670,Recobros,Cliente,nomcliente,2,,0,0,True,,,,,,1
671,Recobros,Descripción,oportunidad,3,,0,0,True,,,,,,1
672,Recobros,Etapa,etapa,4,,0,0,True,,,,,,1
673,Recobros,Estado,estado,5,,0,0,True,,,,,,1
674,Recobros,cliUsuario,nombreUsuario,6,,1,0,True,,,,,,1
675,Recobros,Todos los teléfonos,climvl|clitfo1|clitfo2|clitfo3,7,,0,0,True,,,,,,1
676,Recobros,Núm. Exp.,numExp,9,VerExpedientes,0,1,True,,,,,,1
677,Recobros,Año Exp.,iyear,10,VerExpedientes,0,1,True,,,,,,1
678,Recobros,Descripción Exp.,descripcionExp,11,VerExpedientes,0,0,True,,,,,,1
679,Recobros,NIF Deudor,snifcli,8,,0,0,True,C.snifcli,,,,,1
680,ControlClases,Día de la semana,diasemana,10,,0,0,True,,,,,,1
681,PrevisionCobros,clinombrecomercial,nomcomercial,5,!bverSoloNomCli,1,0,False,,PrevisionCobros,,,,1
682,ControlBonos,Descripción,descripcion,0,,0,0,True,,,,,,1
683,ControlBonos,Estado Bono,estado,2,,0,0,True,,,,,,1
684,ControlBonos,Nombre,snombrecli,1,,0,0,True,,,,,,1
686,ControlHistorial,clinombrecomercial,nombrecomercial,8,!bverSoloNomCli,1,0,False,,,,,,1
687,ControlObligaciones,clinombrecomercial,snombreclicomercial,9,,1,0,False,,,,,,1
689,ControlFacturas,Abogado Propio,snombreabo,,bverficabog,0,0,True,,,,,,1
690,ControlFacturas,EtiqTerceroProp,tercero,11,bVerTerceros,1,0,False,,,,,,1
691,ControlClases,ExpTipo,tipocurso,8,,1,0,True,,,,,,1
692,ControlClases,Alumno,alumnostodos,4,,0,3,True,idact IN (SELECT (cast(SA.inumexp as varchar) + '-' + cast(SA.iyear as varchar) + '-' + cast(SA.dfechaact as varchar) + '-' + cast(SA.linea as varchar))   FROM [[instancia]advabousu[empresa]].dbo.segexpAlumnos SA  JOIN [[instancia]advabousu[empresa]].dbo.clientes C ON C.icodcli = SA.icodalum  WHERE C.tipobd = 5 AND C.snombrecli LIKE '%{0}%' AND inumexp = SA.inumexp AND iyear = SA.iyear AND linea = SA.linea and dfechaact = SA.dfechaact),,,,,1
693,AtencionCliente,EtiqTipoExpediente,tipoexpedien,2,VerExpedientes,1,0,False,,,,,,1
694,ControlFacturas,Referencia,referencia,13,,0,0,False,,,,,,1
695,ControlRecursos,Nombre,snombrecli,1,,0,0,True,,,,,,1
696,ControlRecursos,Tipo Recurso,tipofichero,2,,0,0,True,,,,,,1
697,ControlRecursos,Estado,estadocli,3,,0,0,True,,,,,,1
698,ControlRecursos,Número,codigo,4,,0,0,True,,,,,,1
700,ControlRecursos,cliUsuario,nomsubusu,6,,1,0,False,,,,,,1
701,ControlOportunidades,EtiqNumExpediente,numexpediente,5,VerExpedientes,1,1,False,,,,,,1
702,ControlOportunidades,EtiqYearExpediente,anioexpediente,6,VerExpedientes,1,1,False,,,,,,1
703,ControlOportunidades,EtiqDescripExpediente,descexpediente,7,VerExpedientes,1,0,False,,,,,,1
704,ControlOportunidades,EtiqRefPropiaExpediente,refpropexpediente,9,VerExpedientes[AND]bverrefpropia,1,0,False,,,,,,1
705,ControlTratamientos,CentrosPrincipal,nombrecentro,5,bvercentros,1,0,False,,,,,,1
706,ControlTratamientos,CentrosPlural,centrotodos,6,bvercentros,1,3,False,icodcli IN (SELECT icodcli  FROM CentrosClientes CC JOIN centrospredef CP ON CC.idCentro = CP.id WHERE CP.sdescripcion LIKE '%{0}%'),,,,,1
707,ControlClientes,EtiqTipoCliente,tipofichero,322,,1,3,False,,ControlClientes,,,,1
708,ControlClientes,Tipo Trabajador,tipofichero,323,,0,3,False,,ControlTrabajadores,,,,1
709,ControlClientes,Tipo Potencial,tipofichero,24,,0,3,False,,ControlPotenciales,,,,1
710,ControlClientes,Tipo Contacto,tipofichero,325,,1,3,False,,Terceros,,,,1
711,ControlClientes,Tipo Paciente,tipofichero,326,,0,3,False,,ControlPacientes,,,,1
712,ControlClientes,Tipo Alumno,tipofichero,327,,0,3,False,,ControlAlumnos,,,,1
713,ControlClientes,Tipo Compañía,tipofichero,328,,0,3,False,,ControlCompañias,,,,1
714,ControlClientes,Tipo Tutor,tipofichero,329,,0,3,False,,Tutores,,,,1
715,ControlClientes,Tipo Aseguradora,tipofichero,330,,0,3,False,,aseguradoras,,,,1
716,ControlClientes,Tipo Proveedor,tipofichero,331,,0,3,False,,ControlProveedores,,,,1
717,ControlClientes,Tipo Voluntario,tipofichero,332,,0,3,False,,Voluntarios,,,,1
718,ControlClientes,Tipo Financiador,tipofichero,333,,0,3,False,,ControlFinanciadores,,,,1
719,ControlClientes,Tipo de Recurso,tipofichero,334,,0,3,False,,ControlRecursos,,,,1
720,ControlExpedientes,Etapa,etapaexpedien,17,,1,3,False,,,,,,1
721,AtencionCliente,Serie,serie,423,,0,0,True,,,,,,1
722,ControlHistorial,Juzgado Actuación,juzgadoact,321,bVerJuzgadoSeg,0,3,False,,,,,,1
723,ControlClases,Cliente,snombrecli,1,,0,0,True,,,,,,1
724,ControlExpedientes,Provincia (Juzgado),provinciajuzgado,321,bverficjuzga,0,3,False,idexp IN (SELECT EJD.inumexp * CAST(10000 as bigint) + EJD.iyear as idexp FROM [[instancia]advabousu[empresa]].dbo.expedien EJD JOIN [[instancia]advabousu[empresa]].dbo.juzgado J ON EJD.codjuzga = J.codjuzga WHERE J.provincia LIKE '%{0}%'),ControlExpedientes,,,,1
725,ControlExpedientes,Nombre Comercial Cliente,snombreclicomercial,51,bvernomcomercialcli,1,3,False,Cli1.snombreclicomercial like '%{0}%',frmSeleccionarFicha,,,,1
726,ControlExpedientes,NIF Abogado Contrario,nifabocont,52,bverficabog,0,3,False,Abogados2.snifabo like '%{0}%',frmSeleccionarFicha,,,,1
727,ControlExpedientes,NIF Cliente,nifCliente,53,!bverSoloNomCli,0,3,False,Cli1.snifcli like '%{0}%',frmSeleccionarFicha,,,,1
728,ControlExpedientes,EtiqTerceroNIF,nifTercero,54,bVerTerceros,1,3,False,Cli3.snifcli like '%{0}%',frmSeleccionarFicha,,,,1
729,ControlExpedientes,NIG,nig,55,,0,3,False,e.nig like '%{0}%',frmSeleccionarFicha,,,,1
730,ControlExpedientes,EtiqTerceroNombre,nombreTercero,56,bVerTerceros,1,3,False,Cli3.snombrecli like '%{0}%',frmSeleccionarFicha,,,,1
731,ControlExpedientes,EtiqTerceroTelefonos,telefonoTercero|movilTercero|faxTercero|telefono2Tercero|telefono3Tercero,57,bVerTerceros,1,3,False,(Cli3.stelefonocli like '%{0}%' or Cli3.smovilcli like '%{0}%' or Cli3.sfaxcli like '%{0}%' or Cli3.telefono2 like '%{0}%' or Cli3.telefono3 like '%{0}%'),frmSeleccionarFicha,,,,1
732,ControlExpedientes,Provincia (Juzgado),provinciajuzgado,51,bverficjuzga,0,3,False,juzgado.provincia like '%{0}%',frmSeleccionarFicha,,,,1
733,ControlExpedientes,Proveedores,nombreProveedor,51,bverproveedor,0,3,False,"e.inumexp * CAST(10000 as bigint) + e.iyear IN (SELECT DISTINCT EP.inumexp * CAST(10000 as bigint) + EP.iyear as idexp
			FROM expproveedor EP
			LEFT JOIN clientes C ON C.icodcli = EP.icodcli
			WHERE C.snombrecli LIKE '%{0}%')",frmSeleccionarFicha,,,,1
734,ControlExpedientes,EtiqTercerosProp,tercerostodos,51,bVerTerceros,1,3,False,"e.inumexp * CAST(10000 as bigint) + e.iyear IN (SELECT DISTINCT ECP.inumexp * CAST(10000 as bigint) + ECP.iyear as idexp
			FROM exclipro ECP
			LEFT JOIN clientes C ON C.icodcli = ECP.icodcli
			WHERE C.tipobd = 3 AND C.snombrecli LIKE '%{0}%')",frmSeleccionarFicha,,,,1
735,ControlClases,CentrosSingular,nombreCentro,50,bvercentros,1,0,False,,,,,,1
736,ControlExpedientes,CentrosSingular,sdescripcion,101,bvercentros,1,0,False,,frmSeleccionarFicha,,,,1
737,Diario,Núm. Asiento,asiVer,0,,0,3,True,,,,,,1
738,Diario,Núm. Cuenta,cuentaAsiento,1,,0,3,True,,,,,,1
739,Diario,Importe Debe,importeDebe,2,,0,1,True,,,,,,1
740,Diario,Importe Haber,importeHaber,3,,0,1,True,,,,,,1
741,Diario,Comentario,comentario,4,,0,0,True,comentario like '%{0}%',,,,,1
743,Diario,Desc. Cuenta,descripcionCuenta,6,,0,0,True,descripcionCuenta like '%{0}%',,,,,1
744,Diario,Observaciones,observaciones,7,,0,0,True,observaciones like '%{0}%',,,,,1
745,Diario,Tipo D/H,iTipo,8,,0,4,True,,,,{$}:int|Todo{=}|Debe{=}0|Haber{=}1,,1
746,Diario,Contrapartida,contrapartida,9,,0,3,True,,,,,,1
747,Diario,Ficha Asociada,fichaAsociada,10,,0,0,True,,,,,,1
748,Diario,Núm. Factura,numFacturaAsiento,11,,0,1,True,,,,,,1
749,Diario,Serie Factura,serieAsiento,12,,0,0,True,,,,,,1
751,AtencionCliente,Asociado a,nombreAsociado,10,visualizacion:1100048|1405|-1|1,0,0,False,,,,,,1
752,ControlOportunidades,Asociado a,nombreAsociado,10,visualizacion:1100048|1405|-1|0,0,0,False,,,,,,1
753,ControlTratamientos,Auxiliar,auxiliar,7,,0,0,False,,,,,,1
754,Diario,Núm. Expediente,numExpediente,14,,0,1,False,,,,,,1
755,FacturasRecibidas,Serie,serie,6,,0,0,False,,,,,,1
756,ControlValoraciones,Estado Cliente,estadoCliente,4,,0,0,False,,,,,,1
757,FacturasRecibidas,cliUsuario,nombreusuario,8,,1,0,False,,,,,,1
761,ControlFacturas,clinombrecomercial,snombreclicomercial,30,bvernomcomercialcli[AND]!bverSoloNomCli,1,0,False,,,,,,1
762,AtencionCliente,clinombrecomercial,snombreclicomercial,30,bvernomcomercialcli,1,0,False,,,,,,1
763,ControlOportunidades,clinombrecomercial,snombreclicomercial,30,bvernomcomercialcli,1,0,False,,,,,,1
765,ControlExpedientes,Nombre Comercial Cliente,snombreclicomercial,18,bvernomcomercialcli,1,3,True,,ControlExpedientes,,,,1
766,ControlPagos,Nombre,nombrecli,0,,0,0,True,,,3,,,1
767,ControlPagos,Concepto,concepto,1,,0,0,True,,,3,,,1
768,ControlPagos,Forma de Pago,formapago,2,,0,0,True,,,3,,,1
769,ControlPagos,Núm. Documento,documento,3,,0,0,True,,,,,,1
770,ControlPagos,Núm. Factura,inumfact,4,,0,1,True,,,,,,1
771,FacturasRecibidas,cliUsuario,nombreusuario,5,,1,0,True,,,,,,1
774,Cuentas,Descripción,sdescripcion,0,,0,0,True,,,,,,1
775,Cuentas,cliUsuario,nomsubusu,1,,1,0,True,,,,,,1
776,Cuentas,Nombre,snombrecli,2,,0,0,True,,,,,,1
777,Cuentas,Descripción Expediente,descexp,3,VerExpedientes,1,0,True,,,,,,1
778,Cuentas,Facturada,cuentafacturada,4,,0,4,True,,,,{$}:int|Todas{=}|Sí{=}1|No{=}0,,1
779,Cuentas,Facturar,facturar,5,,0,4,True,,,,{$}:int|Todas{=}|Sí{=}1|No{=}0,,1
780,ControlFacturas,Estado Factura,estadoFact,0,visualizacion:700027|1400|-0,0,4,True,,Oficial,,facturas|estadofact,True,1
781,FacturasRecibidas,Estado Factura,estadoFact,0,visualizacion:700027|1402|-0,0,0,True,,,,,,1
782,AtencionCliente,Trabajo,descripcionTarea,33,bVerTareasSubtareas,0,0,True,,,,,,1
783,Pedidos,CentrosSingular,nombrecentrocompra,31,bvercentros,1,0,False,,,,,,1
784,ControlOportunidades,CentrosSingular,nombrecentrooportunidad,31,bvercentros,1,0,False,,,,,,1
785,ControlClientes,func:GetEtiqNombreCliente,snombrecli,11,bMostrarRefServSupGast,1,3,True,"icodcli in (SELECT DISTINCT icodcli 
	FROM servicioscli S
	WHERE
		S.referencia LIKE '%{0}%')",,,,,1
786,ControlValoraciones,Ref. Propia,srefabogado,7,bverrefpropia,0,0,True,,,,,,1
787,ControlHistorial,Pagador,nombrepagador,324,bMostrarGestionTarifas[AND]bMostrarCampoTarifasActuacion,0,0,False,,,,,,1
788,ControlHistorial,Tarifa,nombretarifa,325,bMostrarGestionTarifas,0,0,False,,,,,,1
789,ControlHistorial,Núm. Volante,numvolante,326,bMostrarGestionTarifas,0,0,False,,,,,,1
790,AlbaranesRecibidos,Número,numfactura,0,,0,1,True,,,,,,1
791,AlbaranesRecibidos,Tipo de Gasto,concepto,1,,0,0,True,,,,,,1
792,AlbaranesRecibidos,Nombre,nombre,2,,0,0,True,,,,,,1
793,AlbaranesRecibidos,NIF/CIF,nifcli,3,,0,0,True,,,,,,1
794,AlbaranesRecibidos,Núm. Documento,documento,4,,0,0,True,,,,,,1
795,Cuentas,Ref. Expediente,srefcliente,,bverrefcliente,0,0,False,,,,,,1
796,ControlExpedientes,Colitigante,colitigantestodos,0,bverficcolit,0,3,False,idexp in (SELECT DISTINCT EC.numexp*CAST(10000 as bigint)+EC.iyear as idexp FROM expcolit EC JOIN colitiga C ON EC.codcolit = C.codcolit WHERE C.snombrecol LIKE '%{0}%'),,,,,1
797,ControlClientes,Naturaleza Jurídica,naturjuridica,1,tipoficherocli:4:bvernatjuridicacli,1,0,True,,ControlPacientes,,,,1
798,AtencionCliente,CentrosSingular,nombrecentrotarea,30,bvercentros,1,0,True,,,,,,1
799,ControlCobrosAseguradoras,Paciente,snombrecli,0,,0,3,True,,,,,,1
800,ControlCobrosAseguradoras,Aseguradora,snombremutua,1,,0,3,True,,,,,,1
801,ControlCobrosAseguradoras,Concepto,sactuacion,2,,0,3,True,,,,,,1
802,ControlCobrosAseguradoras,cliUsuario,nombre,3,,1,3,True,,,,,,1
803,ControlCobrosAseguradoras,Nº Factura,inumfactura,4,,0,3,True,,,,,,1
804,ControlCobrosAseguradoras,Facturado,facturado,5,,0,4,True,,,,{$}:string|Todas{=}|Facturado{=}S|No Facturado{=}n,,1
805,ControlCobrosAseguradoras,Nº Volante/Referencia,numvolante,6,,0,3,True,,,,,,1
806,PrevisionCobros,Núm. Cobro,inumcobro,20,bvernumcobro,0,1,False,,PrevisionCobros,,,,1
807,ControlOportunidades,Referencia,referencia,31,,0,0,False,,,,,,1
808,ControlOportunidades,Creado por,creadopor,33,,0,0,False,,,,,,1
809,ControlOportunidades,Fuente de Contacto (P),1,18,,0,0,False,,Perfil,,,,1
810,ControlOportunidades,Campo de perfil 2,2,50,,0,0,False,,Perfil,,,,1
811,ControlOportunidades,Campo de perfil 3,3,50,,0,0,False,,Perfil,,,,1
812,ControlOportunidades,Profesión (P),4,19,,0,0,False,,Perfil,,,,1
813,ControlOportunidades,Peso (P),5,20,,0,0,False,,Perfil,,,,1
814,ControlOportunidades,Altura (P),6,21,,0,0,False,,Perfil,,,,1
815,ControlOportunidades,Práctica Deporte (P),7,22,,0,0,False,,Perfil,,,,1
816,ControlOportunidades,Frecuencia (P),8,23,,0,0,False,,Perfil,,,,1
817,ControlOportunidades,Campo de perfil 9,9,50,,0,0,False,,Perfil,,,,1
818,ControlOportunidades,Campo de perfil 10,10,50,,0,0,False,,Perfil,,,,1
819,ControlOportunidades,Comunicaciones Comerciales (P),11,24,,0,0,False,,Perfil,,,,1
820,ControlOportunidades,Documento LOPD (P),12,25,,0,0,False,,Perfil,,,,1
821,ControlOportunidades,Trato Preferente (P),13,26,,0,0,False,,Perfil,,,,1
822,ControlOportunidades,Servicios de Interés (P),14,27,,0,0,False,,Perfil,,,,1
823,ControlOportunidades,Campo de perfil 15,15,50,,0,0,False,,Perfil,,,,1
824,ControlOportunidades,Campo de perfil 16,16,50,,0,0,False,,Perfil,,,,1
825,ControlOportunidades,Campo de perfil 17,17,50,,0,0,False,,Perfil,,,,1
826,ControlOportunidades,Campo de perfil 18,18,50,,0,0,False,,Perfil,,,,1
827,ControlOportunidades,Campo de perfil 19,19,50,,0,0,False,,Perfil,,,,1
828,ControlOportunidades,Campo de perfil 20,20,50,,0,0,False,,Perfil,,,,1
829,ControlOportunidades,Nivel de Satisfacción (P),21,28,,0,0,False,,Perfil,,,,1
830,ControlOportunidades,Recomendaciones (P),22,29,,0,0,False,,Perfil,,,,1
831,ControlOportunidades,Reclamaciones (P),23,30,,0,0,False,,Perfil,,,,1
832,ControlOportunidades,Campo de perfil 24,24,50,,0,0,False,,Perfil,,,,1
833,ControlOportunidades,Campo de perfil 25,25,50,,0,0,False,,Perfil,,,,1
834,ControlOportunidades,Campo de perfil 26,26,50,,0,0,False,,Perfil,,,,1
835,ControlOportunidades,Campo de perfil 27,27,50,,0,0,False,,Perfil,,,,1
836,ControlOportunidades,Campo de perfil 28,28,50,,0,0,False,,Perfil,,,,1
837,ControlOportunidades,Campo de perfil 29,29,50,,0,0,False,,Perfil,,,,1
838,ControlOportunidades,Campo de perfil 30,30,50,,0,0,False,,Perfil,,,,1
839,ControlOportunidades,Campo de perfil 31,31,50,,0,0,False,,Perfil,,,,1
840,ControlOportunidades,Campo de perfil 32,32,50,,0,0,False,,Perfil,,,,1
