id,nombre,idPadre,idOrigen,orden,idOrigenCampos,heredartitulo,permiso,origentitulo,tablatitulo,titulo,tipo
546,Historial,539,38,5,5,False,,0,,Historial,1
547,Cuentas,539,38,6,16,False,,0,,Cuentas,1
548,Previas,547,38,0,18,False,,0,,Previas,1
549,Previas 1,547,38,1,30,False,,0,,Previas 1,1
550,Previas 2,547,38,2,31,False,,0,,Previas 2,1
551,Previas 3,547,38,3,32,False,,0,,Previas 3,1
552,Oportunidades,547,38,4,15,False,,0,,Oportunidades,1
553,Conceptos Oportunidades,547,38,5,33,False,,0,,Conceptos Oportunidades,1
554,Historial Campos Combinados,539,38,7,,False,123456789,0,,Historial Campos Combinados,0
555,Cobros Periódicos,539,38,8,,False,bvercobros,0,,Cobros Periódicos,1
556,Alta Cobros,555,38,0,,False,,0,,Alta Cobros,0
557,Area1,556,38,0,48,False,historialarea1,0,,Area1,0
558,Resumen Anual,555,38,1,101,False,,0,,Resumen Anual,0
559,Notas,555,38,2,,False,,0,,Notas,0
560,Notas,559,38,0,,False,,0,,Notas,0
561,Otros Campos,540,38,1,3,False,,0,,Otros Campos,0
562,Colaboradores,539,38,9,72,False,cli_colab|1,0,,Colaboradores,1
563,Descripción Obligación,539,38,10,75,False,bobligcli,0,,Descripción Obligación,1
564,Obligaciones del Ejercicio,539,38,11,73,False,bobligcli,0,,Obligaciones del Ejercicio,1
565,Historial Obligaciones,539,38,12,74,False,bobligcli,0,,Historial Obligaciones,1
566,Cobros,555,38,3,49,False,,0,,Cobros,0
567,Área 2,555,38,4,151,False,igu_grupo2|1,0,,Área 2,0
568,Área 3,555,38,5,152,False,igu_grupo3|1,0,,Área 3,0
569,Área 4,555,38,6,153,False,igu_grupo4|1,0,,Área 4,0
570,Área 5,555,38,7,154,False,igu_grupo5|1,0,,Área 5,0
571,Área 6,555,38,8,155,False,igu_grupo6|1,0,,Área 6,0
572,Sociedades,539,38,13,,False,bsociecli,0,,Sociedades,1
573,General Sociedades,572,38,0,156,False,,0,,General Sociedades,0
574,Libros Contabilidad,572,38,1,76,False,,0,,Libros Contabilidad,0
575,Cuentas Anuales,572,38,2,77,False,,0,,Cuentas Anuales,0
576,Socios,572,38,3,78,False,,0,,Socios,0
577,Administradores,572,38,4,79,False,,0,,Administradores,0
578,Miembros del Consejo,572,38,5,80,False,,0,,Miembros del Consejo,0
579,Consejeros Delegados,572,38,6,81,False,,0,,Consejeros Delegados,0
580,Apoderado,572,38,7,82,False,,0,,Apoderado,0
581,Retenciones,572,38,8,83,False,,0,,Retenciones,0
582,Fiscales,539,38,14,,False,bfiscli,0,,Fiscales,1
583,General Fiscales,582,38,0,157,False,,0,,General Fiscales,0
584,IAE,582,38,1,84,False,,0,,IAE,0
585,Resultados,582,38,2,85,False,,0,,Resultados,0
586,Impuesto Sociedades,582,38,3,86,False,,0,,Impuesto Sociedades,0
587,IRPF,582,38,4,87,False,,0,,IRPF,0
588,Bases Imponibles a Compensar,582,38,5,88,False,,0,,Bases Imponibles a Compensar,0
589,IVA,582,38,6,89,False,,0,,IVA,0
590,IVA a compensar,582,38,7,90,False,,0,,IVA a compensar,0
591,Administraciones,582,38,8,,False,,0,,Administraciones,0
592,Alquileres,582,38,9,91,False,,0,,Alquileres,0
593,CliPerso1,539,38,15,92,False,cli_perso1|1,1,,TituloFormCliPersoX|0,1
594,CliPerso2,539,38,16,93,False,cli_perso2|1,1,,TituloFormCliPersoX|1,1
595,CliPerso3,539,38,17,94,False,cli_perso3|1,1,,TituloFormCliPersoX|2,1
596,CliPerso4,539,38,18,95,False,cli_perso4|1,1,,TituloFormCliPersoX|3,1
597,CliPerso5,539,38,19,96,False,cli_perso5|1,1,,TituloFormCliPersoX|4,1
598,CliPerso6,539,38,20,97,False,bverdireccionescli,1,,TituloFormCliPersoX|5,1
599,CliPerso7,539,38,21,98,False,cli_perso7|1,1,,TituloFormCliPersoX|6,1
600,Listados,539,38,22,,False,,0,,Listados,2
601,clipersod1,539,38,22,158,True,,0,,,1
602,Empresa,,9,0,6,False,,0,,Empresa,0
603,Pacientes,,9,1,,False,,0,,Pacientes,0
604,General,603,9,0,,False,,0,,General Pacientes,0
605,General Expedientes,603,9,1,4,False,ver_exp|1,1,,EtiqExpedientesProp,1
606,Contactos,603,9,2,8,False,,1,,TituloFormCorConPral,1
607,Usuarios,603,9,3,29,False,,0,,Usuarios,0
608,Última Actuación,604,9,0,164,False,,0,,Última Actuación,0
609,Cobros,603,9,4,28,False,,0,,Cobros,1
610,Historial,603,9,5,5,False,,0,,Historial,1
611,Cuentas,603,9,6,16,False,,0,,Cuentas,1
612,Previas,611,9,0,18,False,,0,,Previas,1
613,Previas 1,611,9,1,30,False,,0,,Previas 1,1
614,Previas 2,611,9,2,31,False,,0,,Previas 2,1
615,Previas 3,611,9,3,32,False,,0,,Previas 3,1
616,Oportunidades,611,9,4,15,False,,0,,Oportunidades,1
617,Conceptos Oportunidades,611,9,5,33,False,,0,,Conceptos Oportunidades,1
618,Historial Campos Combinados,603,9,7,,False,123456789,0,,Historial Campos Combinados,0
619,Cobros Periódicos,603,9,8,,False,bvercobros,0,,Cobros Periódicos,1
620,Alta Cobros,619,9,0,,False,,0,,Alta Cobros,0
621,Area1,620,9,0,48,False,historialarea1,0,,Area1,0
622,Resumen Anual,619,9,1,101,False,,0,,Resumen Anual,0
623,Notas,619,9,2,,False,,0,,Notas,0
624,Notas,623,9,0,,False,,0,,Notas,0
625,Otros Campos,604,9,1,3,False,,0,,Otros Campos,0
626,Colaboradores,603,9,9,72,False,cli_colab|1,0,,Colaboradores,1
627,Descripción Obligación,603,9,10,75,False,bobligcli,0,,Descripción Obligación,1
628,Obligaciones del Ejercicio,603,9,11,73,False,bobligcli,0,,Obligaciones del Ejercicio,1
629,Historial Obligaciones,603,9,12,74,False,bobligcli,0,,Historial Obligaciones,1
630,Cobros,619,9,3,49,False,,0,,Cobros,0
631,Área 2,619,9,4,151,False,igu_grupo2|1,0,,Área 2,0
632,Área 3,619,9,5,152,False,igu_grupo3|1,0,,Área 3,0
633,Área 4,619,9,6,153,False,igu_grupo4|1,0,,Área 4,0
634,Área 5,619,9,7,154,False,igu_grupo5|1,0,,Área 5,0
635,Área 6,619,9,8,155,False,igu_grupo6|1,0,,Área 6,0
636,Sociedades,603,9,13,,False,bsociecli,0,,Sociedades,1
637,General Sociedades,636,9,0,156,False,,0,,General Sociedades,0
638,Libros Contabilidad,636,9,1,76,False,,0,,Libros Contabilidad,0
639,Cuentas Anuales,636,9,2,77,False,,0,,Cuentas Anuales,0
640,Socios,636,9,3,78,False,,0,,Socios,0
641,Administradores,636,9,4,79,False,,0,,Administradores,0
642,Miembros del Consejo,636,9,5,80,False,,0,,Miembros del Consejo,0
643,Consejeros Delegados,636,9,6,81,False,,0,,Consejeros Delegados,0
644,Apoderado,636,9,7,82,False,,0,,Apoderado,0
645,Retenciones,636,9,8,83,False,,0,,Retenciones,0
646,Fiscales,603,9,14,,False,bfiscli,0,,Fiscales,1
647,General Fiscales,646,9,0,157,False,,0,,General Fiscales,0
648,IAE,646,9,1,84,False,,0,,IAE,0
649,Resultados,646,9,2,85,False,,0,,Resultados,0
650,Impuesto Sociedades,646,9,3,86,False,,0,,Impuesto Sociedades,0
651,IRPF,646,9,4,87,False,,0,,IRPF,0
652,Bases Imponibles a Compensar,646,9,5,88,False,,0,,Bases Imponibles a Compensar,0
653,IVA,646,9,6,89,False,,0,,IVA,0
654,IVA a compensar,646,9,7,90,False,,0,,IVA a compensar,0
655,Administraciones,646,9,8,,False,,0,,Administraciones,0
656,Alquileres,646,9,9,91,False,,0,,Alquileres,0
657,CliPerso1,603,9,15,92,False,cli_perso1|1,1,,TituloFormCliPersoX|0,1
658,CliPerso2,603,9,16,93,False,cli_perso2|1,1,,TituloFormCliPersoX|1,1
659,CliPerso3,603,9,17,94,False,cli_perso3|1,1,,TituloFormCliPersoX|2,1
660,CliPerso4,603,9,18,95,False,cli_perso4|1,1,,TituloFormCliPersoX|3,1
661,CliPerso5,603,9,19,96,False,cli_perso5|1,1,,TituloFormCliPersoX|4,1
662,CliPerso6,603,9,20,97,False,bverdireccionescli,1,,TituloFormCliPersoX|5,1
663,CliPerso7,603,9,21,98,False,cli_perso7|1,1,,TituloFormCliPersoX|6,1
664,Listados,603,9,22,,False,,0,,Listados,2
665,clipersod1,603,9,2,158,True,,0,,,1
666,Listados,50,4,38,,False,,0,,Listados,2
667,Listados,64,26,6,,False,,0,,Listados,2
668,Listados,58,20,10,,False,,0,,Listados,2
669,Listados,266,159,6,,False,,0,,Listados,2
670,Listados,112,24,7,,False,,0,,Listados,2
671,Listados,313,161,5,,False,,0,,Listados,2
672,Listados,287,160,5,,False,,0,,Listados,2
675,Contactos,,113,2,8,True,,0,,,1
676,Sociedades,,113,3,,False,,0,,Sociedades,0
677,Fiscales,,113,4,,False,,0,,Fiscales,0
678,General Sociedades,676,113,0,167,False,,0,,General Sociedades,0
679,Libros Contabilidad,676,113,1,168,False,,0,,Libros Contabilidad,0
680,Cuentas Anuales,676,113,2,169,False,,0,,Cuentas Anuales,0
681,Socios,676,113,3,170,False,,0,,Socios,0
682,Administradores,676,113,4,171,False,,0,,Administradores,0
683,Miembros del Consejo,676,113,5,172,False,,0,,Miembros del Consejo,0
684,Consejeros Delegados,676,113,6,173,False,,0,,Consejeros Delegados,0
685,Apoderado,676,113,7,174,False,,0,,Apoderado,0
686,Retenciones,676,113,8,175,False,,0,,Retenciones,0
687,General Fiscales,677,113,0,176,False,,0,,General Fiscales,0
688,IAE,677,113,1,177,False,,0,,IAE,0
689,Resultados,677,113,2,178,False,,0,,Resultados,0
690,Impuesto Sociedades,677,113,3,179,False,,0,,Impuesto Sociedades,0
691,IRPF,677,113,4,180,False,,0,,IRPF,0
692,Bases Imponibles a Compensar,677,113,5,88,False,,0,,Bases Imponibles a Compensar,0
693,IVA,677,113,6,182,False,,0,,IVA,0
694,IVA a compensar,677,113,7,183,False,,0,,IVA a compensar,0
695,Administraciones,677,113,8,,False,,0,,Administraciones,0
696,Alquileres,677,113,9,184,False,,0,,Alquileres,0
697,Empresa,,185,0,6,False,,0,,Empresa,0
698,General Abogados,,185,1,185,False,,0,,General Abogados,0
699,Contactos,,185,2,8,True,,0,,,0
700,Empresa,,186,0,6,False,,0,,Empresa,0
701,General Procuradores,,186,1,186,False,,0,,General Procuradores,0
702,Contactos,,186,2,8,True,,0,,,0
703,Empresa,,119,0,6,False,,0,,Empresa,0
704,Empresa,,187,0,6,False,,0,,Empresa,0
705,General Poderes,,187,1,187,False,,0,,General Poderes,0
706,Clientes,,187,2,11,False,,0,,Clientes,0
707,Abogados,,187,3,185,False,Pode_abo|1,0,,Abogados,0
708,Procuradores,,187,4,186,False,Pode_pro|1,0,,Procuradores,0
709,Empresa,,72,0,6,False,,0,,Empresa,0
710,General Colaboradores,,72,1,72,False,,0,,General Colaboradores,0
711,Contactos,,72,2,8,False,,0,,Contactos,0
712,Empresa,,150,0,6,False,,0,,Empresa,0
713,General Juzgados,,150,1,150,False,,0,,General Juzgados,0
714,Contactos,,150,2,8,False,,0,,Contactos,0
715,Listados,360,163,10,,False,,0,,Listados,2
716,Empresa,,189,0,,False,,0,,Empresa,0
717,Odontogramas,,189,1,,False,,0,,Odontogramas,0
719,Empresa,,188,0,6,False,,0,,Empresa,0
720,Odontograma,,188,1,,False,,0,,Odontograma,0
721,General Odontograma,720,188,0,188,False,,0,,General Odontograma,0
722,Paciente,720,188,1,9,False,bverpaciente,0,,Paciente,0
723,Tratamientos,720,188,2,189,False,,0,,Tratamientos,0
727,Empresa,,190,0,6,False,,0,,Empresa,0
728,Presupuesto,,190,1,,False,,0,,Presupuesto,0
729,General Odontograma,728,190,0,190,False,,0,,General Odontograma,0
730,General Presupuesto,728,190,1,159,False,,0,,General Presupuesto,0
731,Conceptos,728,190,2,63,False,,0,,Conceptos,0
732,Paciente,728,190,3,9,False,,0,,Paciente,0
733,Cobros,720,188,3,28,False,,0,,Cobros,0
734,Anticipos,720,188,4,193,False,,0,,Anticipos,0
735,Descuentos,720,188,5,192,False,,0,,Descuentos,0
736,Cobros Parciales,720,188,6,191,False,,0,,Cobros Parciales,0
737,Empresa,,195,0,6,False,,0,,Empresa,0
738,Oportunidades,,195,0,,False,,0,,Oportunidades,0
739,General Oportunidades,738,195,0,195,False,,0,,General Oportunidades,0
740,General Cliente,738,195,1,11,False,,0,,General Cliente,0
741,General Cliente Potencial,738,195,2,34,False,,0,,General Cliente Potencial,0
742,General Paciente,738,195,3,9,False,,0,,General Paciente,0
743,General Tercero,738,195,4,9,False,,0,,General Tercero,0
744,Conceptos Oportunidad,738,195,5,33,False,,0,,Conceptos Oportunidad,0
745,Empresa,,199,0,6,False,,0,,Empresa,0
746,FacturacionRecibida,,199,1,,False,,0,,Facturación Recibida,0
747,GeneralFacturacionRecibida,746,199,0,199,False,,0,,General Facturación Recibida,0
748,ConceptoFacturacionRecibida,746,199,1,200,False,,0,,Conceptos,0
749,ProveedoresFacturacionRecibida,,199,2,42,False,,0,,General Proveedores,0
750,Empresa,,201,0,6,False,,0,,Empresa,0
751,Gestión de Cobros,,201,0,,False,,0,,Cobros,0
752,General Gestión de Cobros,751,201,0,201,False,,0,,General Gestión de Cobros,0
753,General Cliente,751,201,1,11,False,,0,,General Cliente,0
754,Conceptos Gestion Cobros,751,201,5,107,False,,0,,Conceptos,0
755,Clientes asociados,603,9,4,11,False,,1,,Clientes asociados,1
756,Pacientes asociados,32,11,3,9,False,,1,,Pacientes asociados,1
757,Expediente,58,20,11,4,False,,0,,Expediente,0
758,Expediente,112,24,11,4,False,,0,,Expediente,0
759,Perfil,33,11,1,,False,,0,,Perfil,0
760,Perfil,604,9,0,,False,,0,,Perfil,0
761,Perfil,474,34,1,,False,,0,,Perfil,0
762,Perfil,540,38,1,,False,,0,,Perfil,0
