idfiltro,columnas,campoId,consultaSql,CampoBusqueda,NombreBusqueda,UsarTablaComun,UsarCodigo,incluirFiltro,consultaTablaAparte,respetarOrden,campoTexto
1120,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 5",snombrecli,Nombre,0,0,0,,,
1121,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 10",snombrecli,Nombre,0,0,0,,,
1122,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 2",snombrecli,Nombre,0,0,0,,,
1123,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 11",snombrecli,Nombre,0,0,0,,,
1124,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 12",snombrecli,Nombre,0,0,0,,,
1126,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
1189,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0
",snombrecli|codigo,Nombre|Código,0,0,0,,,
1190,Código|id|100;Nombre|nombre|300,nombre,"SELECT id,nombre FROM provincias",nombre,Nombre,1,1,0,,,
1191,Código|id|100;Nombre|nombre|300,nombre,"SELECT id, nombre FROM paises",nombre,Nombre,1,1,0,,,
1196,Estado|estado|400,estado,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes_0'",estado,Estado,0,1,0,,,
1197,Tipo|tipofichero|400,tipofichero,"SELECT tipocliente as tipofichero, tabla, CAST(id AS VARCHAR) AS campo FROM [[instancia]advabousu[empresa]].dbo.ContadorTiposCliente WHERE tabla = 'clientes'",tipofichero,Tipo,0,1,0,,,
1200,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,1,1,0,,,
1201,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,0,0,0,,,
1297,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'origen'",valor,Valor,0,1,0,,,
1298,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'zona'",valor,Valor,0,1,0,,,
1299,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'empresa'",valor,Valor,0,1,0,,,
1300,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'departamento'",valor,Valor,0,1,0,,,
1301,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'cargo'",valor,Valor,0,1,0,,,
1303,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'sector'",valor,Valor,0,1,0,,,
1315,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo5'",valor,Valor,0,1,0,,,
1316,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo6'",valor,Valor,0,1,0,,,
1321,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo11'",valor,Valor,0,1,0,,,
1322,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo12'",valor,Valor,0,1,0,,,
1323,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo13'",valor,Valor,0,1,0,,,
1324,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo14'",valor,Valor,0,1,0,,,
1325,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo15'",valor,Valor,0,1,0,,,
1326,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo16'",valor,Valor,0,1,0,,,
1327,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo17'",valor,Valor,0,1,0,,,
1328,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo18'",valor,Valor,0,1,0,,,
1339,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'Perso83'",valor,Valor,0,1,0,,,
1340,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'Perso84'",valor,Valor,0,1,0,,,
1341,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'Perso85'",valor,Valor,0,1,0,,,
1342,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'Perso86'",valor,Valor,0,1,0,,,
1343,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'Perso87'",valor,Valor,0,1,0,,,
1344,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'Perso88'",valor,Valor,0,1,0,,,
1363,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 2
",snombrecli|codigo,Nombre|Código,0,0,0,,,
1364,Código|id|100;Nombre|nombre|300,nombre,"SELECT id,nombre FROM provincias",nombre,Nombre,1,1,0,,,
1365,Código|id|100;Nombre|nombre|300,nombre,"SELECT id, nombre FROM paises",nombre,Nombre,1,1,0,,,
1367,Tipo|tipofichero|400,tipofichero,"SELECT tipocliente as tipofichero, tabla, CAST(id AS VARCHAR) AS campo FROM [[instancia]advabousu[empresa]].dbo.ContadorTiposCliente WHERE tabla = 'clientespotenciales'",tipofichero,Tipo,0,1,0,,,
1370,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,1,1,0,,,
1371,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,0,0,0,,,
1381,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'origen'",valor,Valor,0,0,0,,,
1382,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'zona'",valor,Valor,0,0,0,,,
1383,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'empresa'",valor,Valor,0,0,0,,,
1384,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'departamento'",valor,Valor,0,0,0,,,
1385,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'cargo'",valor,Valor,0,0,0,,,
1387,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'sector'",valor,Valor,0,0,0,,,
1399,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo5'",valor,Valor,0,0,0,,,
1400,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo6'",valor,Valor,0,0,0,,,
1405,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo11'",valor,Valor,0,0,0,,,
1406,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo12'",valor,Valor,0,0,0,,,
1407,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo13'",valor,Valor,0,0,0,,,
1408,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo14'",valor,Valor,0,0,0,,,
1409,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo15'",valor,Valor,0,0,0,,,
1410,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo16'",valor,Valor,0,0,0,,,
1411,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo17'",valor,Valor,0,0,0,,,
1412,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'campo18'",valor,Valor,0,0,0,,,
1423,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'Perso83'",valor,Valor,0,0,0,,,
1424,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'Perso84'",valor,Valor,0,0,0,,,
1425,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'Perso85'",valor,Valor,0,0,0,,,
1426,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'Perso86'",valor,Valor,0,0,0,,,
1427,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'Perso87'",valor,Valor,0,0,0,,,
1428,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'Perso88'",valor,Valor,0,0,0,,,
1443,Código|icodcli|100;Nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, tipobd from clientes
where tipobd = 3",snombrecli,Nombre,0,0,0,,,
1450,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 4
",snombrecli|codigo,Nombre|Código,0,0,0,,,
1451,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 5
",snombrecli|codigo,Nombre|Código,0,0,0,,,
1455,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,,,
1456,número|expediente|100;expediente|descripcion|300;año|anyo|100,valor,"select inumexp, expediente, descripcion, valor, 0 as marca, iyear  from (select inumexp, expediente, descripcion, inumexp * CAST(10000 as bigint) + iyear as valor, iyear 
from [[instancia]advabousu[empresa]].dbo.expedien) t",descripcion,Expediente,0,1,0,,,
1457,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0",snombrecli|codigo,Nombre|Código,0,0,0,,,
1460,Código|codigo|100;Nombre|tipoexp|300,codigo,"select codigo, tipoexp from [[instancia]advabousu[empresa]].dbo.tipoexp",tipoexp,Tipo,0,0,0,,,
1465,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,1,1,0,,,
1493,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [instancia].dbo.combovalores WHERE tabla LIKE 'expedien' AND campo LIKE 'campo28'",valor,Valor,1,0,0,,,
1494,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [instancia].dbo.combovalores WHERE tabla LIKE 'expedien' AND campo LIKE 'campo29'",valor,Valor,1,0,0,,,
1495,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [instancia].dbo.combovalores WHERE tabla LIKE 'expedien' AND campo LIKE 'campo30'",valor,Valor,1,0,0,,,
1496,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [instancia].dbo.combovalores WHERE tabla LIKE 'expedien' AND campo LIKE 'campo31'",valor,Valor,1,0,0,,,
1497,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [instancia].dbo.combovalores WHERE tabla LIKE 'expedien' AND campo LIKE 'campo32'",valor,Valor,1,0,0,,,
1498,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [instancia].dbo.combovalores WHERE tabla LIKE 'expedien' AND campo LIKE 'campo33'",valor,Valor,1,0,0,,,
1499,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [instancia].dbo.combovalores WHERE tabla LIKE 'expedien' AND campo LIKE 'campo34'",valor,Valor,1,0,0,,,
1516,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,,,
1537,Código|codigo|100;Nombre|tipoasunto|300,codigo,"select codigo, tipoasunto from [[instancia]advabousu[empresa]].dbo.tipoasun ",tipoasunto,Nombre,0,0,,,,
1538,Código|codproce|100;Nombre|procedimiento|300,codproce,"select codproce, procedimiento from [[instancia]advabousu[empresa]].dbo.procedi",procedimiento,Nombre,0,0,0,,,
1539,Código|icodpro|100;Nombre|snombrepro|300,icodpro,"select icodpro, snombrepro from [[instancia]advabousu[empresa]].dbo.procurad",snombrepro,Nombre,0,0,0,,,
1540,Código|codjuzga|100;Nombre|juzgado|300,codjuzga,"select codjuzga, juzgado from [[instancia]advabousu[empresa]].dbo.juzgado",juzgado,Nombre,0,0,0,,,
1541,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,0,0,0,,,
1546,Código|icodclicon|100;Nombre|snombreclicon|300,icodclicon,"select icodclicon, snombreclicon from [[instancia]advabousu[empresa]].dbo.cliecont",snombreclicon,Nombre,0,0,0,,,
1587,Nombre|snombrecli|300;Código|codigo|100,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0 ",snombrecli,Nombre,0,0,0,,,
1588,Nombre|snombrecli|300;Código|codigo|100,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 4 ",snombrecli,Nombre,0,0,0,,,
1589,Estado|valor|400,valor,"select 'Abierto' as valor union all 
select 'Cerrado' as valor union all 
select 'Presupuestado' as valor union all
select 'Caducado' as valor",valor,Estado,0,1,0,,,
1590,Tipo|valor|400,valor,"select 'Sesiones' as valor union all
select 'Tiempo' as valor union all
select 'Monetario' as valor",valor,Tipo,0,1,0,,,
1596,Código|icodsubusu|100;Nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",nombre,Nombre,0,0,1,,,
1609,Nombre|snombreabo|400,icodabo,"select icodabo, snombreabo from [[instancia]AdvAboUsu[empresa]].dbo.abogados",snombreabo,Nombre,0,0,0,,,
1610,Nombre|snombreabo|400,icodabo,"select icodabo, snombreabo from [[instancia]AdvAboUsu[empresa]].dbo.abogados",snombreabo,Nombre,0,0,0,,,
1611,Nombre|snombrepro|400,icodpro,"select icodpro, snombrepro from [[instancia]advabousu[empresa]].dbo.procurad",snombrepro,Nombre,0,0,0,,,
1612,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadoCli from [[instancia]AdvAboUsu[empresa]].dbo.clientes where tipobd = 1",snombrecli,Nombre,0,0,0,,,
1656,Nombre|snombrecol|300,codcolab,"select codcolab, snombrecol from [[instancia]advabousu[empresa]].dbo.colabora",snombrecol,Nombre,0,0,0,,,
1658,Código|codigo|150;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 3",snombrecli,Nombre,0,0,0,,,
1659,Código|codigo|150;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 3",snombrecli,Nombre,0,0,0,,,
1660,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 3",snombrecli,Nombre,0,0,0,,,
1662,Estado|estado|400,estado,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'Clientes_2'",estado,Estado,0,1,0,,,
1663,Aula|valor|400,valor,"SELECT tabla, campo, valor FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla like 'segexp' and campo like 'aula'",valor,Aula,0,1,0,,,
1673,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,1,1,0,,,
1676,Estado|estado|400,estado,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes_9'",estado,Estado,0,1,0,,,
1678,Código|id|100;Nombre|nombre|300,nombre,"SELECT id, nombre FROM paises",nombre,Nombre,1,1,0,,,
1681,Tipo|tipofichero|400,tipofichero,"SELECT tipocliente as tipofichero, tabla, CAST(id AS VARCHAR) AS campo FROM [[instancia]advabousu[empresa]].dbo.ContadorTiposCliente WHERE tabla = 'proveedores'",tipofichero,Tipo,0,1,0,,,
1683,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,1,1,0,,,
1688,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 9",snombrecli|codigo,Nombre|Código,0,0,0,,,
1692,código|codigo|100;nombre|snombrecli|300,icodcli,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 1",snombrecli,Nombre,0,0,0,,,
1835,Nacionalidad|valor|100,valor,select distinct valor   from combovalores where campo='Nacionalidad',valor,valor,1,1,0,,,
1891,código|icodsubusu|100;nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,nombre,0,0,1,,,
1923,Código|codigo|150;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 8",snombrecli,Nombre,0,0,0,,,
1927,código|icodsubusu|100;nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,nombre,0,0,1,,,
1928,código|icodsubusu|100;nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,nombre,0,0,1,,,
1929,código|icodsubusu|100;nombre|nombre|300,icodsubusu,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from [[instancia]advabousu[empresa]].dbo.subusu  
left join [[instancia]advabousu[empresa]].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, '/**ususupervisor**/' as nombre, 'Alta' as estadocli) T",nombre,nombre,0,0,1,,,
1930,Nombre|snombrecli|300;Código|codigo|100,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 5",snombrecli,Nombre,0,0,0,,,
1964,Código|codigo|100;Nombre|snombrecli|300,icodcli,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 4
",snombrecli|codigo,Nombre|Código,0,0,0,,,
1966,Código|id|100;Nombre|sdescripcion|300,id,"select id, sdescripcion from [[instancia]advabousu[empresa]].dbo.centrospredef",sdescripcion,Centro,0,0,0,,,
1973,Código|id|100;Nombre|nombre|300,nombre,"SELECT id,nombre FROM provincias",nombre,Nombre,1,1,0,,,
1974,Código|id|100;Nombre|nombre|300,nombre,"SELECT id, nombre FROM paises",nombre,Nombre,1,1,0,,,
1979,Estado|estado|400,estado,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes_4'",estado,Estado,0,1,0,,,
1980,Tipo|tipocliente|400,tipocliente,"SELECT tipocliente, tabla, CAST(id AS VARCHAR) AS campo FROM [[instancia]advabousu[empresa]].dbo.ContadorTiposCliente WHERE tabla = 'pacientes'",tipocliente,Tipo,0,1,0,,,
1983,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,1,1,0,,,
1984,Valor|valor|200;Código|codigo|200,codigo,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",valor,Valor,0,0,0,,,
1996,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'pacientes' AND campo LIKE 'origen'",valor,Valor,0,0,0,,,
1997,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'pacientes' AND campo LIKE 'zona'",valor,Valor,0,0,0,,,
1998,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'pacientes' AND campo LIKE 'empresa'",valor,Valor,0,0,0,,,
1999,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'pacientes' AND campo LIKE 'departamento'",valor,Valor,0,0,0,,,
2000,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'pacientes' AND campo LIKE 'cargo'",valor,Valor,0,0,0,,,
2002,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'pacientes' AND campo LIKE 'sector'",valor,Valor,0,0,0,,,
2014,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'pacientes' AND campo LIKE 'campo5'",valor,Valor,0,0,0,,,
2015,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'pacientes' AND campo LIKE 'campo6'",valor,Valor,0,0,0,,,
2020,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'pacientes' AND campo LIKE 'campo11'",valor,Valor,0,0,0,,,
2021,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'pacientes' AND campo LIKE 'campo12'",valor,Valor,0,0,0,,,
2022,Valor|valor|400,valor,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'pacientes' AND campo LIKE 'campo13'",valor,Valor,0,0,0,,,
