id,tabla,campo,valor,color,selec,selec2,tipo,estado,pestañaDinamica,midetiempo,orden
12596,clipers6,perso7,Alta,,,,,,0,,12596
12597,clipers6,perso7,Baja,,,,,,0,,12597
12598,Asegurados,tipo,Persona Física,,,,,,0,,12598
12599,Asegurados,tipo,Persona Jurídica,,,,,,0,,12599
12600,clivencimientos,formaCobro,Mensual,,,,,,0,,12600
12601,clivencimientos,formaCobro,Bimensual,,,,,,0,,12601
12602,clivencimientos,formaCobro,Cuatrimestral,,,,,,0,,12602
12603,clivencimientos,formaCobro,Semestral,,,,,,0,,12603
12604,clivencimientos,formaCobro,Anual,,,,,,0,,12604
12605,clivencimientos,formaCobro,Único,,,,,,0,,12605
12606,clivencimientos,tipopoliza,Nueva,,,,,,0,,12606
12607,clivencimientos,tipopoliza,Reemplazo,,,,,,0,,12607
12608,clivencimientos,tipopoliza,Traspaso,,,,,,0,,12608
12609,clivencimientos,situacionpoliza,Anulada,,,,,,0,,12609
12610,clivencimientos,situacionpoliza,En vigor,,,,,,0,,12610
12611,clivencimientos,situacionpoliza,Solicitada,,,,,,0,,12611
12612,clivencimientos,situacionpoliza,Suspensión,,,,,,0,,12612
12613,datosSociales,estadoAdmin,Vigente,,,,,,0,,12613
12614,datosSociales,estadoAdmin,Cesado,,,,,,0,,12614
12615,datosSociales,estadoAdmin,Dimitido,,,,,,0,,12615
12616,datosSociales,estadoAdmin,Revocado,,,,,,0,,12616
12617,poderes,tipoPoder,General,,,,,,0,,12617
12618,poderes,tipoPoder,Especial,,,,,,0,,12618
12619,exclipro,estadocurso,Matriculado,,,,,,0,,12619
12620,exclipro,estadocurso,Interesado,,,,,,0,,12620
12621,exclipro,estadocurso,Baja,,,,,,0,,12621
12622,controlcobros,estadocobro,Cobrado,,,,,,0,,12622
12623,controlcobros,estadocobro,No Cobrado,,,,,,0,,12623
12624,controlcobros,estadocobro,Impagado. Vuelto a Cobrar,,,,,,0,,12624
12625,controlcobros,estadocobro,Impagado. Definitivo,,,,,,0,,12625
12626,diagnosticos,estado,Activo,,,,,,0,,12626
12627,diagnosticos,estado,Resuelto,,,,,,0,,12627
12628,articulos,tipomedicacion,Crónica,,,,,,0,,12628
12629,articulos,tipomedicacion,Puntual,,,,,,0,,12629
12630,controlcobros,estadocobro,Impagado,,,,,,0,,12630
12631,estadoemail,estado,Suscrito con Actividad,,,,,,0,,12631
12632,estadoemail,estado,Suscrito sin Actividad,,,,,,0,,12632
12633,estadoemail,estado,Baja Comunicaciones Comerciales,,,,,,0,,12633
12634,estadoemail,estado,Rechazado,,,,,,0,,12634
12635,estadomovil,estado,Suscrito con Actividad,,,,,,0,,12635
12636,estadomovil,estado,Suscrito sin Actividad,,,,,,0,,12636
12637,estadomovil,estado,Baja Comunicaciones Comerciales,,,,,,0,,12637
12638,estadomovil,estado,Rechazado,,,,,,0,,12638
12639,oporcliserv,fuente,Teléfono,,,,,,0,,12639
12640,oporcliserv,fuente,Correo,,,,,,0,,12640
12641,oporcliserv,fuente,Chat,,,,,,0,,12641
12642,oporcliserv,estadoopor,Abierta,,,,,,0,,12642
12643,oporcliserv,estadoopor,Cerrada,,,,,,0,,12643
12644,diagnosticos,tipo,Oftalmología,,,,,,0,,12644
12645,icbOportunidad,0,Ninguno,536870912,,,,,0,,12645
12646,icbOportunidad,1,Añadir descripción,8689404,,,,,0,,12646
12647,icbOportunidad,2,Añadir descripción,14982788,,,,,0,,12647
12648,icbOportunidad,3,Añadir descripción,6610596,,,,,0,,12648
12649,icbOportunidad,4,Añadir descripción,13952740,,,,,0,,12649
12650,icbOportunidad,5,Añadir descripción,7649020,,,,,0,,12650
12651,icbOportunidad,6,Añadir descripción,16051844,,,,,0,,12651
12652,icbOportunidad,7,Añadir descripción,8703700,,,,,0,,12652
12653,icbOportunidad,8,Añadir descripción,16033476,,,,,0,,12653
12654,icbOportunidad,9,Añadir descripción,12897956,,,,,0,,12654
12655,icbOportunidad,10,Añadir descripción,7661308,,,,,0,,12655
12656,icbTarea,0,Ninguno,536870912,,,,,0,,12656
12657,icbTarea,1,Añadir descripción,8689404,,,,,0,,12657
12658,icbTarea,2,Añadir descripción,14982788,,,,,0,,12658
12659,icbTarea,3,Añadir descripción,6610596,,,,,0,,12659
12660,icbTarea,4,Añadir descripción,13952740,,,,,0,,12660
12661,icbTarea,5,Añadir descripción,7649020,,,,,0,,12661
12662,icbTarea,6,Añadir descripción,16051844,,,,,0,,12662
12663,icbTarea,7,Añadir descripción,8703700,,,,,0,,12663
12664,icbTarea,8,Añadir descripción,16033476,,,,,0,,12664
12665,icbTarea,9,Añadir descripción,12897956,,,,,0,,12665
12666,icbTarea,10,Añadir descripción,7661308,,,,,0,,12666
12667,icbDocManager,1,Verde MN,3986065,,,,,0,,12667
12668,icbDocManager,2,Verde,6610596,,,,,0,,12668
12669,icbDocManager,3,Naranja,7649020,,,,,0,,12669
12670,icbDocManager,4,Amarillo,7661308,,,,,0,,12670
12671,icbDocManager,5,Rojo,8689404,,,,,0,,12671
12672,icbDocManager,6,Mostaza,8703700,,,,,0,,12672
12673,icbDocManager,7,Verde Agua,12897956,,,,,0,,12673
12674,icbDocManager,8,Crema,13952740,,,,,0,,12674
12675,icbDocManager,9,Azul,14982788,,,,,0,,12675
12676,icbDocManager,10,Morado,16033476,,,,,0,,12676
12677,icbDocManager,11,Cian,16051844,,,,,0,,12677
12678,icbDocManager,12,Azul W,16774117,,,,,0,,12678
12679,icbDocManager,13,Blanco,536870912,,,,,0,,12679
12680,oporcliserv,tipo,Envíos a Laboratorio,,,,,,0,,12680
12681,oporcliserv,tipo,Proyecto,,,,,,0,,12681
12682,oporcliserv,tipo,Encargo,,,,,,0,,12682
12683,oporcliserv,tipo,Otros,,,,,,0,,12683
12684,oporcliserv,etapa,Sin Iniciar,,,,Todos,Abierta,0,,12684
12685,oporcliserv,etapa,En Curso,,,,Todos,Abierta,0,,12685
12686,oporcliserv,etapa,Realizada,,,,Todos,Cerrada,0,,12686
12689,oporcli,codigo,PD (Pedido de Distribución),,,,,,0,,12689
12690,oporcli,codigo,PU (Pedido de Usuario),,,,,,0,,12690
12691,oporcli,tipobono,Monetario,,,,,,0,,12691
12692,oporcli,tipobono,Servicio,,,,,,0,,12692
12693,oporcli,tipobono,Tiempo,,,,,,0,,12693
12694,oporcli,tipobono,Sesiones Autorizadas,,,,,,0,,12694
12695,oporcli,estadobono,Abierto,,,,,,0,,12695
12696,oporcli,estadobono,Consumido,,,,,,0,,12696
12697,oporcli,estadobono,Caducado,,,,,,0,,12697
12698,oporcli,fuente,Teléfono,,,,Todos,,0,,12698
12699,oporcli,fuente,Email,,,,Todos,,0,,12699
12700,oporcli,fuente,SMS,,,,Todos,,0,,12700
12701,oporcli,fuente,Web,,,,Todos,,0,,12701
12702,oporcli,fuente,Base de Datos,,,,Todos,,0,,12702
12703,oporcli,fuente,Referencia,,,,Todos,,0,,12703
12704,oporcli,fuente,Partner,,,,Todos,,0,,12704
12705,oporcli,estadoopor,Abierta,,,,,,0,,12705
12706,oporcli,estadoopor,Cerrada,,,,,,0,,12706
12707,oporcli,tipo,Comercial,,,,,,0,,12707
12708,oporcli,tipo,Renovación,,,,,,0,,12708
12709,oporclipedido,etapa,Solicitada,,,,Todos,Abierta,0,,12709
12710,oporclipedido,etapa,Recibida,,,,Todos,Cerrada,0,,12710
12711,oporclipedido,etapa,Cancelada,,,,Todos,Cerrada,0,,12711
12712,oporclipedido,estadoopor,Abierta,,,,,,0,,12712
12713,oporclipedido,estadoopor,Cerrada,,,,,,0,,12713
12714,oporcliserv,tipo,Control Presupuestario,,,,,,0,,12714
12715,oporclipedido,tipo,Compras,,,,,,0,,12715
12716,Parameter,CboTipoActu.dat,WhatsApp,,,,,,0,,12716
12717,icbExpediente,0,General,536870912,,,,,0,,12717
12718,icbExpediente,1,Deuda Mayor,8689404,,,,,0,,12718
12719,icbExpediente,2,doble clic para personalizar etiqueta,14982788,,,,,0,,12719
12720,icbExpediente,3,doble clic para personalizar etiqueta,6610596,,,,,0,,12720
12721,icbExpediente,4,doble clic para personalizar etiqueta,13952740,,,,,0,,12721
12722,icbExpediente,5,doble clic para personalizar etiqueta,7649020,,,,,0,,12722
12723,icbExpediente,6,doble clic para personalizar etiqueta,16051844,,,,,0,,12723
12724,icbExpediente,7,Preparaci?n de Necesidades,8703700,,,,,0,,12724
12725,icbExpediente,8,Cumplea?os,16033476,,,,,0,,12725
12726,icbExpediente,9,doble clic para personalizar etiqueta,12897956,,,,,0,,12726
12727,icbExpediente,10,Llamada Telef?nica,7661308,,,,,0,,12727
12728,segexp,tipoClase,Curso,,,,,,0,,12728
12729,segexp,tipoClase,Clase,,,,,,0,,12729
12730,segexp,tipoClase,Evento,,,,,,0,,12730
12731,segexp,tipoClase,Taller,,,,,,0,,12731
12732,oporclirecobro,estadoopor,Abierto,,,,,,0,,12732
12733,oporclirecobro,estadoopor,Cerrado,,,,,,0,,12733
12734,oporclirecobro,etapa,Sin Iniciar,,,,,Abierto,0,,12734
12735,oporclirecobro,etapa,Asignado,,,,,Abierto,0,,12735
12736,oporclirecobro,etapa,En Curso,,,,,Abierto,0,,12736
12737,oporclirecobro,etapa,Realizado,,,,,Cerrado,0,,12737
12738,oporclirecobro,etapa,Cancelado,,,,,Cerrado,0,,12738
12739,oporclirecobro,tipo,Recobro,,,,,,0,,12739
12740,segexp,diasemana,Lunes,,,,,,0,,12740
12741,segexp,diasemana,Martes,,,,,,0,,12741
12742,segexp,diasemana,Miércoles,,,,,,0,,12742
12743,segexp,diasemana,Jueves,,,,,,0,,12743
12744,segexp,diasemana,Viernes,,,,,,0,,12744
12745,segexp,diasemana,Sábado,,,,,,0,,12745
12746,segexp,diasemana,Domingo,,,,,,0,,12746
12747,icbPedido,1,Verde MN,3986065,,,,,0,,12747
12748,icbPedido,2,Verde,6610596,,,,,0,,12748
12749,icbPedido,3,Naranja,7649020,,,,,0,,12749
12750,icbPedido,4,Amarillo,7661308,,,,,0,,12750
12751,icbPedido,5,Rojo,8689404,,,,,0,,12751
12752,icbPedido,6,Mostaza,8703700,,,,,0,,12752
12753,icbPedido,7,Verde Agua,12897956,,,,,0,,12753
12754,icbPedido,8,Crema,13952740,,,,,0,,12754
12755,icbPedido,9,Azul,14982788,,,,,0,,12755
12756,icbPedido,10,Morado,16033476,,,,,0,,12756
12757,icbPedido,11,Cian,16051844,,,,,0,,12757
12758,icbPedido,12,Azul W,16774117,,,,,0,,12758
12759,icbPedido,13,Blanco,536870912,,,,,0,,12759
12760,Parametr,tabarticulos.dat,Fisioterapia,,,,,,0,,12760
12761,Parametr,tabarticulos.dat,Podología,,,,,,0,,12761
12762,Parametr,tabarticulos.dat,Nutrición y Dietética,,,,,,0,,12762
12763,Parametr,tabarticulos.dat,Estética,,,,,,0,,12763
12764,Parametr,tabarticulos.dat,Aparatología,,,,,,0,,12764
12765,Parametr,tabarticulos.dat,Medicamentos,,,,,,0,,12765
12766,Parametr,Oportunidades.dat,Grupo1,,,,,,0,,12766
12767,Parametr,Oportunidades.dat,Grupo2,,,,,,0,,12767
12768,Parametr,Oportunidades.dat,Grupo3,,,,,,0,,12768
12769,Parametr,Oportunidades.dat,Grupo4,,,,,,0,,12769
12770,Parametr,Oportunidades.dat,Grupo5,,,,,,0,,12770
12771,Parametr,Oportunidades.dat,Grupo6,,,,,,0,,12771
12772,Parametr,Oportunidades.dat,Grupo7,,,,,,0,,12772
12773,Parametr,Oportunidades.dat,Grupo8,,,,,,0,,12773
12774,Parametr,Oportunidades.dat,Grupo9,,,,,,0,,12774
12775,Parametr,Oportunidades.dat,Grupo10,,,,,,0,,12775
12776,Parametr,Oportunidades.dat,Grupo11,,,,,,0,,12776
12777,Parametr,Oportunidades.dat,Grupo12,,,,,,0,,12777
12778,Parametr,Oportunidades.dat,Grupo13,,,,,,0,,12778
12779,Parametr,Oportunidades.dat,Grupo14,,,,,,0,,12779
12780,Parametr,Oportunidades.dat,Grupo15,,,,,,0,,12780
12781,Parametr,OportunidadesServicio.dat,Protésico,,,,,,0,,12781
12782,Parametr,OportunidadesServicio.dat,Grupo2,,,,,,0,,12782
12783,Parametr,OportunidadesServicio.dat,Grupo3,,,,,,0,,12783
12784,Parametr,OportunidadesServicio.dat,Grupo4,,,,,,0,,12784
12785,Parametr,OportunidadesServicio.dat,Grupo5,,,,,,0,,12785
12786,Parametr,OportunidadesServicio.dat,Grupo6,,,,,,0,,12786
12787,Parametr,OportunidadesServicio.dat,Grupo7,,,,,,0,,12787
12788,Parametr,OportunidadesServicio.dat,Grupo8,,,,,,0,,12788
12789,Parametr,OportunidadesServicio.dat,Grupo9,,,,,,0,,12789
12790,Parametr,OportunidadesServicio.dat,Grupo10,,,,,,0,,12790
12791,Parametr,OportunidadesServicio.dat,Grupo11,,,,,,0,,12791
12792,Parametr,OportunidadesServicio.dat,Grupo12,,,,,,0,,12792
12793,Parametr,OportunidadesServicio.dat,Grupo13,,,,,,0,,12793
12794,Parametr,OportunidadesServicio.dat,Grupo14,,,,,,0,,12794
12795,Parametr,OportunidadesServicio.dat,Grupo15,,,,,,0,,12795
12796,oporcli,etapa,Sin iniciar,,,,Todos,Abierta,0,,12796
12797,oporcli,etapa,Presupuesto,,,,Todos,Abierta,0,,12797
12798,oporcli,etapa,Perdida,,,,Todos,Cerrada,0,,12798
12799,RpaCorreo,carpeta,LOPD,,,,,,0,,12799
12800,RpaCorreo,carpeta,Consentimientos,,,,,,0,,12800
12801,ficheros,estado,Alta,,,,,,0,,12801
12802,ficheros,estado,Baja,,,,,,0,,12802
12803,Parametr,Pedidos.dat,Grupo1,,,,,,0,,12803
12804,RpaCorreo,carpeta,Domiciliación Bancaria,,,,,,0,,12804
12805,oporcliserv,etapa,Cancelada,,,,,,0,,12805
12806,oporcli,fuente,Campaña Comercial,,,,Comercial,,0,,12806
12807,oporcli,fuente,Comercial,,,,,,0,,12807
12808,oporcli,fuente,Telemarketing,,,,,,0,,12808
12809,oporcli,fuente,Formularios Webs,,,,,,0,,12809
12810,oporcli,etapa,Solicita Presupuesto,,,,Todos,Abierta,0,,12810
12811,oporcli,etapa,Ganada,,,,Todos,Cerrada,0,,12811
12812,oporcli,etapa,No Conforme,,,,Todos,Abierta,0,,12812
12813,oporcli,etapa,Impagado,,,,Todos,Abierta,0,,12813
12814,oporcli,etapa,Cancelación,,,,Todos,Cerrada,0,,12814
12815,oporcli,etapa,Oportunidad,,,,,Abierta,0,,12815
12816,registroFiscal,registroFiscal,Estimación Directa Normal,,,,,,0,,12816
12817,registroFiscal,registroFiscal,Estimación Directa Simplificada,,,,,,0,,12817
12818,registroFiscal,registroFiscal,Estimación Objetiva (Módulos),,,,,,0,,12818
12819,IAE_VALORES,IAE_VALORES,Cese de actividad,,,,,,0,,12819
12820,IAE_VALORES,IAE_VALORES,Renuncia,,,,,,0,,12820
12821,IAE_VALORES,IAE_VALORES,Exclusión,,,,,,0,,12821
12822,icbOdontograma,0,Ninguno,536870912,,,,,0,,12822
12823,oporclirecurso,etapa,Sin Iniciar,,,,,Abierto,0,,12823
12824,oporclirecurso,etapa,En Curso,,,,,Abierto,0,,12824
12825,oporclirecurso,etapa,Realizado,,,,,Cerrado,0,,12825
12826,oporclirecurso,etapa,Cancelado,,,,,Cerrado,0,,12826
12827,clientespotenciales,mascotasexo,Hombre,,,,,,0,,12827
12828,clientespotenciales,mascotasexo,Mujer,,,,,,0,,12828
12829,clientes,mascotasexo,Hombre,,,,,,0,,12829
12830,clientes,mascotasexo,Mujer,,,,,,0,,12830
12831,proveedores,mascotasexo,Hombre,,,,,,0,,12831
12832,proveedores,mascotasexo,Mujer,,,,,,0,,12832
12833,pacientes,mascotasexo,Hombre,,,,,,0,,12833
12834,pacientes,mascotasexo,Mujer,,,,,,0,,12834
12835,alumnos,mascotasexo,Hombre,,,,,,0,,12835
12836,alumnos,mascotasexo,Mujer,,,,,,0,,12836
12837,trabajadores,mascotasexo,Hombre,,,,,,0,,12837
12838,trabajadores,mascotasexo,Mujer,,,,,,0,,12838
12839,otros,mascotasexo,Hombre,,,,,,0,,12839
12840,otros,mascotasexo,Mujer,,,,,,0,,12840
12841,voluntarios,mascotasexo,Hombre,,,,,,0,,12841
12842,voluntarios,mascotasexo,Mujer,,,,,,0,,12842
12843,tareas,etapa,Sin Iniciar,,,,,Abierto,0,,12843
12844,tareas,etapa,En Curso,,,,,Abierto,0,,12844
12845,tareas,etapa,Realizada,,,,,Cerrado,0,,12845
12846,tareas,etapa,Cancelada,,,,,Cerrado,0,,12846
12847,oporclipia,etapa,Sin Iniciar,,,,Todos,Abierto,0,,12847
12848,oporclipia,etapa,En Curso,,,,Todos,Abierto,0,,12848
12849,oporclipia,etapa,Realizado,,,,Todos,Cerrado,0,,12849
12850,oporclipia,etapa,Cancelado,,,,Todos,Cerrado,0,,12850
12873,diremail,tipoEnvio,General,,,,,,0,,12873
12874,diremail,grupoEmailer,Trato preferente,,,,,,0,,12874
12875,RpaCorreo,carpeta,Justificante Asistencia,,,,,,0,,12875
12876,RpaCorreo,carpeta,Recordatorio / Confirmación Cita,,,,,,0,,12876
12877,RpaCorreo,carpeta,Ticket Cita,,,,,,0,,12877
12878,RpaCorreo,carpeta,Informes,,,,,,0,,12878
12879,icbArticulo,1,Verde MN,3986065,,,,,0,,12879
12880,icbArticulo,2,Verde,6610596,,,,,0,,12880
12881,icbArticulo,3,Naranja,7649020,,,,,0,,12881
12882,icbArticulo,4,Amarillo,7661308,,,,,0,,12882
12883,icbArticulo,5,Rojo,8689404,,,,,0,,12883
12884,icbArticulo,6,Mostaza,8703700,,,,,0,,12884
12885,icbArticulo,7,Verde Agua,12897956,,,,,0,,12885
12886,icbArticulo,8,Crema,13952740,,,,,0,,12886
12887,icbArticulo,9,Azul,14982788,,,,,0,,12887
12888,icbArticulo,10,Morado,16033476,,,,,0,,12888
12889,icbArticulo,11,Cian,16051844,,,,,0,,12889
12890,icbArticulo,12,Azul W,16774117,,,,,0,,12890
12891,icbArticulo,13,Blanco,536870912,,,,,0,,12891
12892,exclipro,informarlt,No aporta información,,,,,,0,,12892
12893,exclipro,informarlt,No,,,,,,0,,12893
12894,exclipro,informarlt,Si,,,,,,0,,12894
12895,exclipro,resuelto15,No aporta información,,,,,,0,,12895
12896,exclipro,resuelto15,No,,,,,,0,,12896
12897,exclipro,resuelto15,Si,,,,,,0,,12897
12898,exclipro,valorinf,No aporta información,,,,,,0,,12898
12899,exclipro,valorinf,No informa,,,,,,0,,12899
12900,exclipro,valorinf,Favorable,,,,,,0,,12900
12901,exclipro,valorinf,Discrepancia,,,,,,0,,12901
12902,icbSeleccionGrid,14,Azul MN,12609280,,,,,0,,12902
12903,clientes,TipoInmueble,Trastero,,,,,,0,,12903
12904,icbLabel,11,1 VISITA ,255,,,,,0,,12904
12905,icbLabel,12,NO DAR CITAS,16512,,,,,0,,12905
12910,oporcli,etapa,Venta,,,,,Cerrada,0,,12910
12911,BienesInversion,Estado,Nuevo,,,,,,0,,1
12912,BienesInversion,Estado,Usado,,,,,,0,,2
12913,BienesInversion,Naturaleza,Material,,,,,,0,,3
12914,BienesInversion,Naturaleza,Inmaterial,,,,,,0,,4
12915,BienesInversion,Naturaleza,Inmobiliario,,,,,,0,,5
12916,BienesInversion,Naturaleza,En Curso,,,,,,0,,6
12917,BienesInversion,Desglose,Terrenos y bienes naturales,,,,Material,,0,,1
12918,BienesInversion,Desglose,Construcciones,,,,Material,,0,,2
12919,BienesInversion,Desglose,Instalaciones técnicas,,,,Material,,0,,3
12920,BienesInversion,Desglose,Maquinaria,,,,Material,,0,,4
12921,BienesInversion,Desglose,Utillaje,,,,Material,,0,,5
12922,BienesInversion,Desglose,Otras instalaciones,,,,Material,,0,,6
12923,BienesInversion,Desglose,Mobiliario,,,,Material,,0,,7
12924,BienesInversion,Desglose,Equipos para procesos de información,,,,Material,,0,,8
12925,BienesInversion,Desglose,Elementos de transporte,,,,Material,,0,,9
12926,BienesInversion,Desglose,Otro inmovilizado material,,,,Material,,0,,10
12927,BienesInversion,Desglose,Inversiones en terrenos y bienes naturales,,,,Inmobiliario,,0,,1
12928,BienesInversion,Desglose,Inversiones en construcciones,,,,Inmobiliario,,0,,2
12929,BienesInversion,Desglose,Adaptación de terrenos y bienes naturales,,,,En Curso,,0,,1
12930,BienesInversion,Desglose,Construcciones en curso,,,,En Curso,,0,,2
12931,BienesInversion,Desglose,Instalaciones técnicas en montaje,,,,En Curso,,0,,3
12932,BienesInversion,Desglose,Maquinaria en montaje,,,,En Curso,,0,,4
12933,BienesInversion,Desglose,Equipos para procesos de información en montaje,,,,En Curso,,0,,5
12934,BienesInversion,Desglose,Anticipos para inmovilizaciones materiales,,,,En Curso,,0,,6
12935,poderes,ubicacion,En el Abogado,,,,,,0,,12935
12936,poderes,ubicacion,En el Juzgado,,,,,,0,,12936
12937,poderes,ubicacion,En el Procurador,,,,,,0,,12937
12938,recall,resultado,Cita Fijada,,,1,,,0,,1
12939,recall,resultado,Llamada No Contesta,,,0,,,0,,2
12940,recall,resultado,Whatsapp Enviado,,,0,,,0,,3
12941,recall,resultado,Correo Enviado,,,0,,,0,,4
12942,recall,resultado,Cancelado,,,1,,,0,,5
12943,icbMail,0,Ninguno,536870912,,,,,0,,1
12944,icbMail,1,Importante,8689404,,,,,0,,2
12945,icbMail,2,Negocios,14982788,,,,,0,,3
12946,icbMail,3,Personal,6610596,,,,,0,,4
12947,inmueblesext,tipo,Piso,,,,,,0,,1
12948,inmueblesext,tipo,Casa,,,,,,0,,2
12949,inmueblesext,tipo,Suelo,,,,,,0,,3
12950,inmueblesext,tipo,Parking,,,,,,0,,4
12951,inmueblesext,tipo,Edificio,,,,,,0,,5
12952,inmueblesext,tipo,Comercial-Industrial,,,,,,0,,6
12953,inmueblesext,tipo,Otros,,,,,,0,,7
12954,inmueblesext,categoria,Piso,,,,Piso,,0,,1
12955,inmueblesext,categoria,Estudio,,,,Piso,,0,,2
12956,inmueblesext,categoria,Apartamento,,,,Piso,,0,,3
12957,inmueblesext,categoria,Ático,,,,Piso,,0,,4
12958,inmueblesext,categoria,Loft,,,,Piso,,0,,5
12959,inmueblesext,categoria,Dúplex,,,,Piso,,0,,6
12960,inmueblesext,categoria,Triplex,,,,Piso,,0,,7
12961,inmueblesext,categoria,Casa-Chalet,,,,Casa,,0,,8
12962,inmueblesext,categoria,Villa,,,,Casa,,0,,9
12963,inmueblesext,categoria,Adosada,,,,Casa,,0,,10
12964,inmueblesext,categoria,Pareada,,,,Casa,,0,,11
12965,inmueblesext,categoria,Mansión,,,,Casa,,0,,12
12966,inmueblesext,categoria,Casa de campo,,,,Casa,,0,,13
12967,inmueblesext,categoria,Suelo rústico,,,,Suelo,,0,,14
12968,inmueblesext,categoria,Suelo urbanizable,,,,Suelo,,0,,15
12969,inmueblesext,categoria,Suelo urbano,,,,Suelo,,0,,16
12970,inmueblesext,categoria,Suelo residencial,,,,Suelo,,0,,17
12971,inmueblesext,categoria,Suelo industrial,,,,Suelo,,0,,18
12972,inmueblesext,categoria,Parcela,,,,Suelo,,0,,19
12973,inmueblesext,categoria,Suelo municipal,,,,Suelo,,0,,20
12974,inmueblesext,categoria,Local comercial,,,,Comercial-Industrial,,0,,21
12975,inmueblesext,categoria,Oficina,,,,Comercial-Industrial,,0,,22
12976,inmueblesext,categoria,Nave industrial,,,,Comercial-Industrial,,0,,23
12977,inmueblesext,categoria,Nave comercial,,,,Comercial-Industrial,,0,,24
12978,inmueblesext,categoria,Almacén,,,,Comercial-Industrial,,0,,25
12979,inmueblesext,categoria,Parking coche,,,,Parking,,0,,26
12980,inmueblesext,categoria,Parking moto,,,,Parking,,0,,27
12981,inmueblesext,categoria,Parking doble,,,,Parking,,0,,28
12982,inmueblesext,categoria,Edificio de viviendas,,,,Edificio,,0,,26
12983,inmueblesext,categoria,Edificio de oficinas,,,,Edificio,,0,,27
12984,inmueblesext,categoria,Hotel,,,,Edificio,,0,,28
12985,inmueblesext,operacion,Venta,,,,,,0,,1
12986,inmueblesext,operacion,Alquiler,,,,,,0,,2
12987,inmueblesext,operacion,Alquiler Vacacional,,,,,,0,,3
12988,inmueblesext,operacion,Compartir,,,,,,0,,4
12989,inmueblesext,operacion,Traspaso,,,,,,0,,5
12990,inmueblesext,estadoInmueble,Disponible,,,,,,0,,1
12991,inmueblesext,estadoInmueble,Reservado,,,,,,0,,2
12992,inmueblesext,estadoInmueble,Vendido,,,,,,0,,3
12993,inmueblesext,estadoInmueble,Alquilado,,,,,,0,,4
12994,inmueblesext,certEnergia,En Trámite,,,,,,0,,1
12995,inmueblesext,certEnergia,A,,,,,,0,,2
12996,inmueblesext,certEnergia,B,,,,,,0,,3
12997,inmueblesext,certEnergia,C,,,,,,0,,4
12998,inmueblesext,certEnergia,D,,,,,,0,,5
12999,inmueblesext,certEnergia,E,,,,,,0,,6
13000,inmueblesext,certEnergia,F,,,,,,0,,7
13001,inmueblesext,certEnergia,G,,,,,,0,,8
13002,inmueblesext,certEnergia,No Aplicable,,,,,,0,,9
13003,inmueblesext,categoria,Trastero,,,,Otros,,0,,1
13004,inmueblesext,categoria,Edificio Singular,,,,Otros,,0,,2
13005,inmueblesext,categoria,Cueva,,,,Otros,,0,,3
13006,inmueblesext,categoria,Palacio,,,,Otros,,0,,4
13007,inmueblesext,certEmisiones,A,,,,,,0,,2
13008,inmueblesext,certEmisiones,B,,,,,,0,,3
13009,inmueblesext,certEmisiones,C,,,,,,0,,4
13010,inmueblesext,certEmisiones,D,,,,,,0,,5
13011,inmueblesext,certEmisiones,E,,,,,,0,,6
13012,inmueblesext,certEmisiones,F,,,,,,0,,7
13013,inmueblesext,certEmisiones,G,,,,,,0,,8
13014,turnospredef,tipoturno,Vacaciones,,,0,No Disponible,,0,,13014
13015,oporcliserv,fuente,TelÃ©fono,,,,,,0,,13015
13018,oporcli,codigo,PD (Pedido de DistribuciÃ³n),,,,,,0,,13018
13019,oporcli,fuente,TelÃ©fono,,,,Todos,,0,,13019
13020,oporcli,fuente,CampaÃ±a Comercial,,,,Comercial,,0,,13020
13021,oporcli,tipo,RenovaciÃ³n,,,,,,0,,13021
13022,oporcli,etapa,CancelaciÃ³n,,,,Todos,Cerrada,0,,13022
13023,oporclipedido,tipo,Pedidos a Laboratorio,,,,,,1,,13023
13024,segexp,diasemana,MiÃ©rcoles,,,,,,0,,13024
13025,segexp,diasemana,SÃ¡bado,,,,,,0,,13025
13026,icbLabel,13,FISIOTERPIA BONO 45 MIN,16711680,,,,,0,,13026
13027,icbLabel,14,FISIOTERAPIA BONO NORMAL,65280,,,,,0,,13027
13028,icbLabelBD,11,TALIA LASRY,12615935,,,,,0,,13028
13029,icbLabel,15,REHABILITACION MUTUA,16777215,,,,,0,,13029
13030,icbLabel,16,PILATES,4194368,,,,,0,,13030
13036,Parametr,CboTipoActu.dat,Fisioterapia,,,,,,0,,13036
13037,Parametr,CboTipoActu.dat,Podología,,,,,,0,,13037
13038,Parametr,CboTipoActu.dat,Rehabilitacion,,,0,,,0,,13038
13039,Parametr,CboTipoActu.dat,Tratameintos,,,,,,0,,13039
13040,Parametr,CboTipoActu.dat,Pilates ,,,,,,0,,13040
13041,turnospredef,tipoturno,PODOLOGIA,,,0,Disponible,,0,,13041
13042,Parametr,CboTipoActu.dat,Proyecto,,,,,,0,,13042
13043,Parametr,CboTipoActu.dat,Otros,,,,,,0,,13043
13044,Parametr,CboTipoActu.dat,Gasto,,,,,,0,,13044
13045,icbLabel,17,INDIBA-ONDAS-MAGNETO,16744703,,,,,0,,13045
13046,tesoreria,tipocuenta,Provisión,,,,,,0,,13046
13047,tesoreria,tipocuenta,Suplido,,,,,,0,,13047
