numcta,descripcion,nif,numerolargo,domicilio,poblacion,provincia,codpostal,nacionalidad,telefono1,telefono2,telefono3,fax,movil,email,pagweb,cuentabanco,notas,idiva,claseiva,recargo,igic,idirpf,tipoirpf,IBAN,idmotivoexento,idmotivonoexento,EsServicio,EsBC,EsBI,EsExento,EsNoExento,vigente,pais,idmotivonosujeto,EsNoSujeto,cuentaregul,area,IPSI
3310000000,Productos en curso B,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3400000000,Productos semiterminados A,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3410000000,Productos semiterminados B,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3500000000,Productos terminados A.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3510000000,Productos terminados B.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3600000000,Subproductos A.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3610000000,Subproductos B.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3650000000,Residuos A.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3660000000,Residuos B.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3680000000,Materiales recuperados A.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3690000000,Materiales recuperados B.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3900000000,Deterioro de valor de las mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3910000000,Deterioro  de valor de las materias primas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3920000000,Deterioro  de valor de otros aprovisionamientos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3930000000,Deterioro  de valor de los productos en curso,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3940000000,Deterioro  de valor de los productos semiterminados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3950000000,Deterioro  de valor de los productos terminados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3960000000,"Deterioro  de valor de los subproductos, residuos y materiales recuperados",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
400,Proveedores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4000000000,Proveedores,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4004000000,Proveedores (moneda extranjera),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4009000000,"Proveedores, facturas pendientes de recibir o de formalizar.",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4010000000,"Proveedores, efectos comerciales a pagar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
403,"Proveedores, empresas del grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4030000000,"Proveedores, empresas del grupo (euros)",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4031000000,"Efectos comerciales a pagar, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4034000000,"Proveedores, empresas del grupo (moneda extranjera)",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4036000000,"Envases y embalajes a devolver a proveedores, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4039000000,"Proveedores, empresas del grupo, facturas pendientes de recibir o de formalizar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4040000000,"Proveedores, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4050000000,"Proveedores, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4060000000,Envases y embalajes a devolver a proveedores,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4070000000,Anticipos a proveedores,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
410,Acreedores por prestación de servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4100000000,Acreedores por prestación de servicios (euros),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4104000000,Acreedores por prestación de servicios (moneda extranjera),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4109000000,"Acreedores por prestación de servicios, facturas pendientes de recibir o formalizar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4110000000,"Acreedores, efectos comerciales a pagar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4190000000,Acreedores por operaciones en común,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
430,Clientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4300000000,Clientes (euros),,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
4304000000,Clientes (moneda extranjera),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4309000000,"Clientes, facturas pendientes de formalizar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
431,"Clientes, efectos comerciales a cobrar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4310000000,Efectos comerciales en cartera,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4311000000,Efectos comerciales descontados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4312000000,Efectos comerciales en gestión de cobro,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4315000000,Efectos comerciales impagados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4320000000,"Clientes, operaciones de factoring""""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
433,"Clientes, empresas del grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4330000000,"Clientes, empresas del grupo (euros)",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4331000000,"Clientes, efectos comerciales a cobrar, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4332000000,"Clientes empresas del grupo, operaciones de factoring""""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4334000000,"Clientes empresas del grupo, (moneda extranjera)",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4336000000,Clientes empresas del grupo de dudoso cobro,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4337000000,"Envases y embalajes a devolver a clientes, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4339000000,"Clientes empresas del grupo, facturas pendientes de formalizar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4340000000,"Clientes,  empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4350000000,"Clientes, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
436,Clientes de dudoso cobro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4360000000,Clientes de dudoso cobro,,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
4370000000,Envases y embalajes a devolver por clientes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4380000000,Anticipos de clientes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
440,Deudores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4400000000,Deudores (euros),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4404000000,Deudores (moneda extranjera),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4409000000,"Deudores, facturas pendientes de formalizar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
441,"Deudores, efectos comerciales a cobrar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4410000000,"Deudores, efectos comerciales en cartera",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4411000000,"Deudores, efectos comerciales descontados",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4412000000,"Deudores, efectos comerciales en gestión de cobro",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4415000000,"Deudores, efectos comerciales impagados",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4460000000,Deudores de dudoso cobro,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4490000000,Deudores por operaciones en común,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4600000000,Anticipos de remuneraciones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4650000000,Remuneraciones pendientes de pago,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4660000000,Remuneraciones mediante sistemas de aportacion definida pendientes de pago,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
470,"Hacienda Pública, deudora por diversos conceptos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4700000000,"Hacienda Pública, deudora por IVA",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4708000000,"Hacienda Pública, deudora por subvenciones concedidas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4709000000,"Hacienda Pública, deudora por devolución de impuestos",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4710000000,"Organismos de la Seguridad Social, deudores",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4720000000,"Hacienda Pública, IVA soportado",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4720000004,I.V.A. SOPORTADO AL 4%,,T,,,,,,,,,,,,,,,19,1,False,False,,,,,,,,,,,True,,,,,,
4720000007,I.V.A. SOPORTADO 0%,,T,,,,,,,,,,,,,,,0,7,False,False,,,,,,,,,,,True,,,,,,
4720000010,I.V.A. SOPORTADO AL 10%,,T,,,,,,,,,,,,,,,18,1,False,False,0,,,,,,,,,,True,,,,,,
4720000021,I.V.A. SOPORTADO AL 21%,,T,,,,,,,,,,,,,,,17,1,False,False,0,,,,,,,,,,True,,,,,,
4720000103,I.G.I.C. 3%,,T,,,,,,,,,,,,,,,21,,False,True,,,,,,,,,,,True,,,,,,
4720000107,I.G.I.C. 7%,,T,,,,,,,,,,,,,,,20,,False,True,,,,,,,,,,,True,,,,,,
4730000000,"Hacienda Pública, retenciones y pagos a cuenta",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4730000007,I.R.P.F. VENTAS AL 7%,,T,,,,,,,,,,,,,,,,,False,False,10,0,,,,,,,,,True,,,,,,
4730000015,I.R.P.F. VENTAS AL 15%,,T,,,,,,,,,,,,,,,,,False,False,1,0,,,,,,,,,True,,,,,,
474,Activos por impuesto diferido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4740000000,Activos por diferencias temporarias  deducibles,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4742000000,Derechos por deducciones y bonificaciones pendientes de aplicar,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4745000000,Crédito por pérdidas a compensar del ejercicio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
475,"Hacienda Pública, acreedora  por conceptos fiscales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4750000000,"Hacienda Pública, acreedora por IVA",,T,,,,,,,,,,,,,,,,,False,False,1,2,,,,,,,,,True,,,,,,
4751000000,"Hacienda Pública, acreedora por retenciones practicadas",,T,,,,,,,,,,,,,,,,,False,False,1,3,,,,,,,,,True,,,,,,
4751000007,I.R.P.F. PROFESIONALES AL 7%,,T,,,,,,,,,,,,,,,,,False,False,10,3,,,,,,,,,True,,,,,,
4751000015,I.R.P.F. PROFESIONALES AL 15%,,T,,,,,,,,,,,,,,,,,False,False,1,3,,,,,,,,,True,,,,,,
4751000019,I.R.P.F. ALQUILERES AL 19%,,T,,,,,,,,,,,,,,,,,False,False,8,2,,,,,,,,,True,,,,,,
4752000000,"Hacienda Pública, acreedora por impuesto sobre sociedades",,T,,,,,,,,,,,,,,,,,False,False,1,3,,,,,,,,,True,,,,,,
4758000000,"Hacienda Pública, acreedora por subvenciones a reintegrar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4760000000,"Organismos de la Seguridad Social, acreedores",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4770000000,"Hacienda Pública, IVA repercutido",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4770000004,I.V.A. REPERCUTIDO AL 4%,,T,,,,,,,,,,,,,,,19,8,False,False,,,,,,,,,,,True,,,,,,
4770000007,I.V.A. REPERCUTIDO 0%,,T,,,,,,,,,,,,,,,0,13,False,False,,,,,,,,,,,True,,,,,,
4770000010,I.V.A. REPERCUTIDO AL 10%,,T,,,,,,,,,,,,,,,18,8,False,False,,,,,,,,,,,True,,,,,,
4770000021,I.V.A. REPERCUTIDO AL 21%,,T,,,,,,,,,,,,,,,17,8,False,False,,,,,,,,,,,True,,,,,,
4770000103,I.G.I.C. 3%,,T,,,,,,,,,,,,,,,21,,False,True,,,,,,,,,,,True,,,,,,
4770000107,I.G.I.C. 7%,,T,,,,,,,,,,,,,,,20,,False,True,,,,,,,,,,,True,,,,,,
4790000000,Pasivos por diferencias temporarias imponibles,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4800000000,Gastos anticipados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4850000000,Ingresos anticipados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4900000000,Deterioro de valor de créditos por operaciones comerciales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4930000000,Deterioro de valor de créditos por operaciones comerciales con partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4933000000,Deterioro de valor de créditos por operaciones comerciales con empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4934000000,Deterioro de valor de créditos por operaciones comerciales con empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4935000000,Deterioro de valor de créditos por operaciones comerciales con otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4990000000,Provisión para operaciones comerciales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4994000000,Provisión por contratos onerosos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4999000000,Provisión para otras operaciones comerciales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5000000000,Obligaciones y bonos a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5010000000,Obligaciones y bonos convertibles a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5020000000,Acciones o participaciones a corto plazo consideradas como pasivos financieros,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5050000000,Deudas representadas en otros valores negociables a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5060000000,Intereses a corto plazo de empréstitos y otras emisiones análogas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5070000000,Dividendos de acciones o participacione consideradas como pasivos financieros,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
509,Valores negociables amortizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5090000000,Obligaciones y bonos amortizados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5091000000,Obligaciones y bonos convertibles amortizados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5095000000,Otros valores negociables amortizados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5100000000,Deudas a corto plazo con entidades de crédito vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5103000000,"Deudas a corto plazo con entidades de crédito, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5104000000,"Deudas a corto plazo con entidades de crédito, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5105000000,Deudas a corto plazo con otras entidades de crédito vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5110000000,"Proveedores de inmovilizado a corto plazo, partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5113000000,"Proveedores de inmovilizado a corto plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5114000000,"Proveedores de inmovilizado a corto plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5115000000,"Proveedores de inmovilizado a corto plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5120000000,"Acreedores por arrendamiento financiero a corto plazo, partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5123000000,"Acreedores por arrendamiento financiero a corto plazo, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5124000000,"Acreedores por arrendamiento financiero a corto plazo, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5125000000,"Acreedores por arrendamiento financiero a corto plazo, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5130000000,Otras deudas a corto plazo con partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5133000000,Otras deudas a corto plazo con empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5134000000,Otras deudas a corto plazo con empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5135000000,Otras deudas a corto plazo con otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5140000000,Intereses a corto plazo de deudas con partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5143000000,"Intereses a corto plazo de deudas, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5144000000,"Intereses a corto plazo de deudas, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5145000000,"Intereses a corto plazo de deudas ,otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
520,Deudas a corto plazo con entidades de crédito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5200000000,Préstamos a corto plazo de entidades de crédito,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5201000000,Deudas a corto plazo por crédito dispuesto,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5208000000,Deudas por efectos descontados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5209000000,"Deudas por operaciones de factoring""""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5210000000,Deudas a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5220000000,"Deudas a corto plazo transformables en subvenciones, donaciones y legados",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5230000000,Proveedores de inmovilizado a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5240000000,Acreedores por arrendamiento financiero a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5250000000,Efectos a pagar a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5260000000,Dividendo activo a pagar,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5270000000,Intereses a corto plazo de deudas con entidades de crédito,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5280000000,Intereses a corto plazo de deudas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
529,Provisiones a corto plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5290000000,Provisión a corto plazo por retribuciones al personal,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5291000000,Provisión a corto plazo para impuestos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5292000000,Provisión a corto plazo para otras responsabilidades,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5293000000,"Provisión a corto plazo por desmantelamiento, retiro o rehabilitación del inmovilizado",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5295000000,Provisión a corto plazo para actuaciones medioambientales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5296000000,Provisión a corto plazo para reestructuraciones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5297000000,Provisión a corto plazo por transacciones con pagos basados en instrumentos de patrimonio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5300000000,Participaciones a corto plazo en  partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5303000000,"Participaciones a corto plazo, en empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5304000000,"Participaciones a corto plazo, en empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5305000000,"Participaciones a corto plazo, en otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5310000000,Valores representativos de deuda a corto plazo de partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5313000000,Valores representativos de deuda a corto plazo de empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5314000000,Valores representativos de deuda a corto plazo de empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5315000000,Valores representativos de deuda a corto plazo de otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5320000000,Créditos a corto plazo a partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5323000000,Créditos a corto plazo a empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5324000000,Créditos a corto plazo a empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5325000000,Créditos a corto plazo a otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5330000000,Intereses a corto plazo de valores representativos de deuda de partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5333000000,Intereses  a corto plazo de valores representativos de deuda de empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5334000000,Intereses  a corto plazo de valores representativos de deuda de empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5335000000,Intereses  a corto plazo de valores representativos de deuda de otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5340000000,Intereses  a corto plazo de créditos a partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5343000000,Intereses  a corto plazo de créditos a empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5344000000,Intereses  a corto plazo de créditos a empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5345000000,Intereses  a corto plazo de créditos a otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5350000000,Dividendo a cobrar de inversiones financieras en partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5353000000,Dividendo a cobrar de empresas de grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5354000000,Dividendo a cobrar de empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5355000000,Dividendo a cobrar de otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5390000000,Desembolsos pendientes sobre participaciones  a corto plazo en partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5393000000,Desembolsos pendientes sobre participaciones  a corto plazo en empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5394000000,Desembolsos pendientes sobre participaciones  a corto plazo en empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5395000000,Desembolsos pendientes sobre participaciones  a corto plazo en otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5400000000,Inversiones financieras a corto plazo en instrumentos de patrimonio,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5410000000,Valores representativos de deuda a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5420000000,Créditos a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5430000000,Créditos a corto plazo por enajenación de inmovilizado,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5440000000,Créditos a corto plazo al personal,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5450000000,Dividendo a cobrar,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5460000000,Intereses a corto plazo de valores representativos de deudas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5470000000,Intereses a corto plazo de créditos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5480000000,Imposiciones a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5490000000,Desembolsos pendientes sobre participaciones en el patrimonio neto a corto plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5500000000,Titular de la explotación,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5510000000,Cuenta corriente con socios y administradores,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5520000000,Cuenta corriente con otras personas y entidades vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
5523000000,Cuenta corriente con empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
