numcta,descripcion,nif,numerolargo,domicilio,poblacion,provincia,codpostal,nacionalidad,telefono1,telefono2,telefono3,fax,movil,email,pagweb,cuentabanco,notas,idiva,claseiva,recargo,igic,idirpf,tipoirpf,IBAN,idmotivoexento,idmotivonoexento,EsServicio,EsBC,EsBI,EsExento,EsNoExento,vigente,pais,idmotivonosujeto,EsNoSujeto,cuentaregul,area,IPSI
2510000000,Valores representativos de deuda a largo plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
252,Créditos a largo plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2520000000,Créditos a largo plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
253,Créditos a largo plazo por enajenación de inmovilizado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2530000000,Créditos a largo plazo por enajenación de inmovilizado,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
254,Créditos a largo plazo al personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2540000000,Créditos a largo plazo al personal,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
255,Activos por derivados financieros a largo plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2550000000,"Activos por derivados financieros a largo plazo, cartera de negociación",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2553000000,"Activos por derivados financieros a largo plazo, instrumentos de cobertura",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
257,Derechos de reembolso derivados de contratos de seguro relativos a retribuciones a largo plazo al personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2570000000,Derechos de reembolso derivados de contratos de seguro relativos a retribuciones a largo plazo al personal,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
258,Imposiciones a largo plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2580000000,Imposiciones a largo plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
259,Desembolsos pendientes sobre participaciones en el patrimonio neto a largo plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2590000000,Desembolsos pendientes sobre participaciones en el patrimonio neto a largo plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
260,Fianzas constituidas a largo plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2600000000,Fianzas constituidas a largo plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
265,Depósitos constituidos a largo plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2650000000,Depósitos constituidos a largo plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
280,Amortización acumulada del inmovilizado intangible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2800000000,Amortización acumulada de investigación,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2801000000,Amortización acumulada de desarrollo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2802000000,Amortización acumulada de concesiones administrativas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2803000000,Amortización acumulada de propiedad industrial,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2805000000,Amortización acumulada de derechos de traspaso,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2806000000,Amortización acumulada de aplicaciones informáticas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
281,Amortización acumulada del inmovilizado material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2810000000,Amortización acumulada del inmovilizado material,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2811000000,Amortización acumulada de construcciones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2812000000,Amortización acumulada de instalaciones técnicas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2813000000,Amortización acumulada de maquinaria,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2814000000,Amortización acumulada de utillaje,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2815000000,Amortización acumulada de otras instalaciones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2816000000,Amortización acumulada de mobiliario,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2817000000,Amortización acumulada de equipos para procesos de información,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2818000000,Amortización acumulada de elementos de transporte,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2819000000,Amortización acumulada de otro inmovilizado material,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
282,Amortización acumulada de las inversiones inmobiliarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2820000000,Amortización acumulada de las inversiones inmobiliarias,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
290,Deterioro de valor del inmovilizado intangible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2900000000,Deterioro de valor de investigación,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2901000000,Deterioro del valor de desarrollo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2902000000,Deterioro de valor de concesiones administrativas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2903000000,Deterioro de valor de propiedad industrial,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2905000000,Deterioro de valor de derechos de traspaso,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2906000000,Deterioro de valor de aplicaciones informáticas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
291,Deterioro de valor del inmovilizado material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2910000000,Deterioro de valor de terrenos y bienes naturales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2911000000,Deterioro de valor de construcciones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2912000000,Deterioro de valor de instalaciones técnicas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2913000000,Deterioro de valor de maquinaria,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2914000000,Deterioro de valor de utillaje,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2915000000,Deterioro de valor de otras instalaciones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2916000000,Deterioro de valor de mobiliario,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2917000000,Deterioro de valor de equipos para procesos de información,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2918000000,Deterioro de valor de elementos de transporte,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2919000000,Deterioro de valor de otro inmovilizado material,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
292,Deterioro de valor de las inversiones inmobiliarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2920000000,Deterioro de valor de los terrenos y bienes naturales,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2921000000,Deterioro de valor de construcciones,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
293,Deterioro de valor de participaciones a largo plazo en partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2930000000,Deterioro de valor de participaciones a largo plazo en partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2933000000,Deterioro de valor de participaciones a largo plazo en empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2934000000,Deterioro de valor de participaciones a largo plazo en empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
294,Deterioro de valor de valores representativos de deuda a largo plazo de partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2940000000,Deterioro de valor de valores representativos de deuda a largo plazo de partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2943000000,Deterioro de valor de valores representativos de deuda a largo plazo de empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2944000000,Deterioro de valor de valores representativos de deuda a largo plazo de empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2945000000,Deterioro de valor de valores representativos de deuda a largo plazo de otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
295,Deterioro de valor de créditos a largo plazo a partes vinculadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2950000000,Deterioro de valor de créditos a largo plazo a partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2953000000,Deterioro de valor de créditos a largo plazo a empresas del grupo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2954000000,Deterioro de valor de créditos a largo plazo a empresas asociadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2955000000,Deterioro de valor de créditos a largo plazo a otras partes vinculadas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
297,Deterioro de valor de valores representativos de deuda a largo plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2970000000,Deterioro de valor de valores representativos de deuda a largo plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
298,Deterioro de valor de créditos a largo plazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2980000000,Deterioro de valor de créditos a largo plazo,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
300,Mercaderías A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3000000000,Mercaderías A,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
301,Mercaderías B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3010000000,Mercaderías B,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
310,Materias primas A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3100000000,Materias primas A,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
311,Materias primas  B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3110000000,Materias primas  B,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
320,Elementos y conjuntos incorporables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3200000000,Elementos y conjuntos incorporables,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
321,Combustibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3210000000,Combustibles,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
322,Repuestos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3220000000,Repuestos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
325,Materiales diversos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3250000000,Materiales diversos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
326,Embalajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3260000000,Embalajes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
327,Envases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3270000000,Envases,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
328,Material de oficina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3280000000,Material de oficina,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
330,Productos en curso A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3300000000,Productos en curso A,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
331,Productos en curso B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3310000000,Productos en curso B,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
340,Productos semiterminados A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3400000000,Productos semiterminados A,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
341,Productos semiterminados B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3410000000,Productos semiterminados B,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
350,Productos terminados A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3500000000,Productos terminados A.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
351,Productos terminados B.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3510000000,Productos terminados B.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
360,Subproductos A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3600000000,Subproductos A.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
361,Subproductos B.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3610000000,Subproductos B.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
365,Residuos A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3650000000,Residuos A.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
366,Residuos B.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3660000000,Residuos B.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
368,Materiales recuperados A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3680000000,Materiales recuperados A.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
369,Materiales recuperados B.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3690000000,Materiales recuperados B.,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
390,Deterioro de valor de las mercaderías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3900000000,Deterioro de valor de las mercaderías,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
391,Deterioro  de valor de las materias primas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3910000000,Deterioro  de valor de las materias primas,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
392,Deterioro  de valor de otros aprovisionamientos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3920000000,Deterioro  de valor de otros aprovisionamientos,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
393,Deterioro  de valor de los productos en curso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3930000000,Deterioro  de valor de los productos en curso,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
394,Deterioro  de valor de los productos semiterminados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3940000000,Deterioro  de valor de los productos semiterminados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
395,Deterioro  de valor de los productos terminados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3950000000,Deterioro  de valor de los productos terminados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
396,"Deterioro  de valor de los subproductos, residuos y materiales recuperados",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
3960000000,"Deterioro  de valor de los subproductos, residuos y materiales recuperados",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
400,Proveedores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4000000000,Proveedores (euros),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4000000001,ROCHE FARMA SA,67564837-Z,T,EUCALIPTO Nº 33,MADRID,MADRID,28016,ESPAÑA,91 324 81 00,,,,,roche@roche.es,www.roche.es/portal/eipf/Spain/spain_portal/roche-spain/inicio,,,,,False,False,,,,,,,,,,,True,,,,,,
4004000000,Proveedores (moneda extranjera),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4009000000,"Proveedores, facturas pendientes de recibir o de formalizar.",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4010000000,"Proveedores, efectos comerciales a pagar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
403,"Proveedores, empresas del grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4030000000,"Proveedores, empresas del grupo (euros)",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4031000000,"Efectos comerciales a pagar, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4034000000,"Proveedores, empresas del grupo (moneda extranjera)",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4036000000,"Envases y embalajes a devolver a proveedores, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4039000000,"Proveedores, empresas del grupo, facturas pendientes de recibir o de formalizar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
404,"Proveedores, empresas asociadas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4040000000,"Proveedores, empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
405,"Proveedores, otras partes vinculadas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4050000000,"Proveedores, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
406,Envases y embalajes a devolver a proveedores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4060000000,Envases y embalajes a devolver a proveedores,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
407,Anticipos a proveedores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4070000000,Anticipos a proveedores,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
410,Acreedores por prestación de servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4100000000,Acreedores por prestación de servicios (euros),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4100000001,TELEFÓNICA S.A.,A-82.018.474,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
4100000002,TELEFÓNICA MÓVILES ESPAÑA S.A.,A-78.923.125,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
4100000003,UNIÓN FENOSA DISTRIBUCIÓN S.A.,A-82.153.834,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
4100000004,M.N.M. PROGRAMACIÓN S.L.,B-15.736.218,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
4100000005,INMOBILIARIA RIAS ALTAS,23659841-V,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
4100000006,NOTARÍA ERNESTO ÁGUEDA DE LA FUENTE- DOMINGUEZ,B263985413,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
4104000000,Acreedores por prestación de servicios (moneda extranjera),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4109000000,"Acreedores por prestación de servicios, facturas pendientes de recibir o formalizar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
411,"Acreedores, efectos comerciales a pagar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4110000000,"Acreedores, efectos comerciales a pagar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
419,Acreedores por operaciones en común,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4190000000,Acreedores por operaciones en común,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
430,Clientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4300000000,Clientes (euros),,T,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,True,,,,,,
4300000001,ALEJANDRO GARCIA GARCIA,12345678-Z,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4300000002,ROBERTO IGLESIAS CRISOL,23451234-C,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4300000003,MARIA CANOSA FANDIÑO,86746563-Q,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4300000004,JUAN PEREZ DACOSTA,75678798-N,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4300000005,JORGE MARTINEZ DIOS,75657485-C,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4300000006,ELOY RAMIREZ GONZALEZ,53453456-F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4300000007,EMPRESA FERNANDEZ S.L.,87458985-J,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4300000008,TRANSPORTES ALTDIR,32165498-K,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4300000009,CONSTRUCCIONES FRANCISCO LOPEZ,25898989-T,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4300000010,ALBERTO LORIGA VERDU,23423424-V,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4300000011,"DENNIN ADAMS, JOHN",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4300000012,"SMITH BRIDGES, PAUL ANDREW",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4300000013,CRISTINA RAMOS QUIROS,55555555-K,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4304000000,Clientes (moneda extranjera),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4309000000,"Clientes, facturas pendientes de formalizar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
431,"Clientes, efectos comerciales a cobrar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4310000000,Efectos comerciales en cartera,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4311000000,Efectos comerciales descontados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4312000000,Efectos comerciales en gestión de cobro,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4315000000,Efectos comerciales impagados,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
432,"Clientes, operaciones de factoring""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4320000000,"Clientes, operaciones de factoring""""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
433,"Clientes, empresas del grupo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4330000000,"Clientes, empresas del grupo (euros)",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4331000000,"Clientes, efectos comerciales a cobrar, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4332000000,"Clientes empresas del grupo, operaciones de factoring""""",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4334000000,"Clientes empresas del grupo, (moneda extranjera)",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4336000000,Clientes empresas del grupo de dudoso cobro,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4337000000,"Envases y embalajes a devolver a clientes, empresas del grupo",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4339000000,"Clientes empresas del grupo, facturas pendientes de formalizar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
434,"Clientes,  empresas asociadas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4340000000,"Clientes,  empresas asociadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
435,"Clientes, otras partes vinculadas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4350000000,"Clientes, otras partes vinculadas",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
436,Clientes de dudoso cobro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4360000000,Clientes de dudoso cobro,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
437,Envases y embalajes a devolver por clientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4370000000,Envases y embalajes a devolver por clientes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
438,Anticipos de clientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4380000000,Anticipos de clientes,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
440,Deudores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4400000000,Deudores (euros),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4404000000,Deudores (moneda extranjera),,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4409000000,"Deudores, facturas pendientes de formalizar",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
441,"Deudores, efectos comerciales a cobrar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4410000000,"Deudores, efectos comerciales en cartera",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4411000000,"Deudores, efectos comerciales descontados",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4412000000,"Deudores, efectos comerciales en gestión de cobro",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4415000000,"Deudores, efectos comerciales impagados",,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
446,Deudores de dudoso cobro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4460000000,Deudores de dudoso cobro,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
449,Deudores por operaciones en común,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
4490000000,Deudores por operaciones en común,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
