id,id_grupoconsulta,control,valor
1408,3,ChkTIPOACTUEXPED,0
1409,3,CboTIPOACTUEXPED,
1410,3,CheckFECHAACTUEXPED,0
1411,3,DateDESDEACTUEXPED,01/01/1900
1412,3,DateHASTAACTUEXPED,07/09/2009
1413,3,ChkDenoSocial,0
1414,3,EdtDenoSocial,
1415,3,ChkObjSocial,0
1416,3,EdtObjSocial,
1417,3,ChkForOrg,0
1418,3,EdtForOrg,
1419,3,ChkFConstitucion,0
1420,3,DateFConstitucionDesde,01/01/1900
1421,3,DateFConstitucionHasta,07/09/2009
1422,3,ChkFOrg,0
1423,3,DateFOrgDesde,01/01/1900
1424,3,DateFOrgHasta,07/09/2009
1425,3,ChkFCaducidad,0
1426,3,EdtFCaducidad,
1427,3,ChkCapital,0
1428,3,EditCapitalINI,
1429,3,EditCapitalFIN,
1430,3,ChkAcciones,0
1431,3,EditAccionesINI,
1432,3,EditAccionesFIN,
1433,3,ChkValorAcciones,0
1434,3,EditValorAccionesINI,
1435,3,EditValorAccionesFIN,
1436,3,ChkInscripcion,0
1437,3,EdtInscripcion,
1438,3,ChkHoja,0
1439,3,EdtHoja,
1440,3,ChkFolio,0
1441,3,EdtFolio,
1442,3,ChkTomo,0
1443,3,EdtTomo,
1444,3,ChkArchivo,0
1445,3,EdtArchivo,
1446,3,ChkRegistro,0
1447,3,EdtRegistro,
1448,3,ChkEscrituras,0
1449,3,EdtEscrituras,
1450,3,ChkLibros,0
1451,3,EdtLibros,
1452,3,ChkFLibrosConta,0
1453,3,DateFLibrosContaINI,01/01/1900
1454,3,DateFLibrosContaFIN,07/09/2009
1455,3,ChkLibro,0
1456,3,EdtLibro,
1457,3,ChkFCuentas,0
1458,3,DateFcuentasINI,01/01/1900
1459,3,DateFCuentasFIN,07/09/2009
1460,3,ChkCuentas,0
1461,3,EdtCuentas,
1462,3,ChkSocio,0
1463,3,EdtSocio,
1464,3,ChkNumAcciones,0
1465,3,SpinNumAccionesDESDE,0
1466,3,SpinNumAccionesHASTA,0
1467,3,ChkPorcapital,0
1468,3,EditPorCapitalINI,
1469,3,EditPorCapitalFIN,
1470,3,ChkAdmin,0
1471,3,EdtAdmin,
1472,3,ChkMiembro,0
1473,3,EdtMiembro,
1474,3,EdtCargo,
1475,3,ChkCargo,0
1476,3,ChkConsejero,0
1477,3,EdtConsejero,
1478,3,ChkApoderado,0
1479,3,EdtApoderado,
1480,3,ChkRetenciones,0
1481,3,EdtRetenciones,
1482,3,ChkFReten,0
1483,3,DateRetenINI,01/01/1900
1484,3,DateRetenFIN,07/09/2009
1485,3,ChkRegimen,0
1486,3,EdtRegimen,
1487,3,EdtContingencia,
1488,3,ChkContingencia,0
1489,3,ChkRiesgo,0
1490,3,EdtRiesgo,
1491,3,EdtQuiebra,
1492,3,ChkQuiebra,0
1493,3,ChkFIAE,0
1494,3,DateFIAEINI,01/01/1900
1495,3,DateFIAEFIN,07/09/2009
1496,3,EdtIAE,
1497,3,ChkIAE,0
1498,3,ChkFResultado,0
1499,3,DateFResultadoINI,01/01/1900
1500,3,DateFResultadoFIN,07/09/2009
1501,3,ChkResultado,0
1502,3,EditResultadoINI,
1503,3,EditResultadoFIN,
1504,3,ChkImpSocie,0
1505,3,DateImpINI,01/01/1900
1506,3,DateImpFIN,07/09/2009
1507,3,EditCuotaFIN,
1508,3,EditCuotaINI,
1509,3,ChkCuota,0
1510,3,ChkFIRPF,0
1511,3,DateFIRPFINI,01/01/1900
1512,3,DateFIRPFFIN,07/09/2009
1513,3,EditCuotaIRPFFIN,
1514,3,EditCuotaIRPFINI,
1515,3,ChkCuotaIRPF,0
1516,3,ChkFBase,0
1517,3,DateFBaseINI,01/01/1900
1518,3,DateFBaseFIN,07/09/2009
1519,3,EditBaseFIN,
1520,3,EditBaseINI,
1521,3,ChkBase,0
1522,3,ChkFIva,0
1523,3,DateFIvaINI,01/01/1900
1524,3,DateFIvaFIN,07/09/2009
1525,3,ChkIva,0
1526,3,EditIvaINI,
1527,3,EditIvaFIN,
1528,3,ChkFIvaComp,0
1529,3,DateFIvaCompINI,01/01/1900
1530,3,DateFIvaCompFIN,07/09/2009
1531,3,ChkIvaComp,0
1532,3,EditIvaCompINI,
1533,3,EditIvaCompFin,
1534,3,DateOporCierreHasta,30/12/1899
1535,3,ChkOporRef,0
1536,3,EdtOporRef,
1537,3,EditImporteCierreHasta,
1538,3,EditImporteCierreDesde,
1539,3,ChkOporImporteCerrado,0
1540,3,DateOporCierreDesde,01/01/1900
1541,3,ChkOporFechaCierre,0
1542,3,EditPrevisionHasta,
1543,3,EditPrevisionDesde,
1544,3,ChkOporPrevision,0
1545,3,EditProbabilidadHasta,
1546,3,EditProbabilidadDesde,
1547,3,ChkOporProbabilidad,0
1548,3,EditPrecioHasta,
1549,3,EditPrecioDesde,
1550,3,ChkOporPrecio,0
1551,3,EditUnidadesHasta,
1552,3,EditUnidadesDesde,
1553,3,ChkOporUnidades,0
1554,3,CboOporEtapa,
1555,3,ChkOporEtapa,0
1556,3,CboOporEstado,
1557,3,ChkOporEstado,0
1558,3,CboOporFuente,
1559,3,ChkOporFuente,0
1560,3,CboOporCodigo,
1561,3,ChkOporCodigo,0
1562,3,CboOporTipo,
1563,3,ChkOporTipo,0
1564,3,EditOporProducto,
1565,3,ChkOporProducto,0
1566,3,DateOporHasta,07/09/2009
1567,3,DateOporDesde,07/09/2009
1568,3,ChkOporFecha,0
1569,3,chkoporCampoNum1,0
1570,3,chkoporCampoNum2,0
1571,3,chkoporCampoNum3,0
1572,3,chkoporCampoNum4,0
1573,3,chkoporCampoNum5,0
1574,3,ChkoporCampo1,0
1575,3,EdtOporCampo1,
1576,3,chkoporCampo2,0
1577,3,EdtOporCampo2,
1578,3,chkoporCampo3,0
1579,3,EdtOporCampo3,
1580,3,chkoporCampo4,0
1581,3,EdtOporCampo4,
1582,3,chkoporCampo5,0
1583,3,EdtOporCampo5,
1584,3,chkoporCampo6,0
1585,3,EdtOporCampo6,
1586,3,chkoporCampoFecha1,0
1587,3,chkoporCampoFecha2,0
1588,3,chkoporCampoFecha3,0
1589,3,chkoporCampoFecha4,0
1590,3,chkoporCampoFecha5,0
1591,3,chkoporCampoFecha6,0
1592,3,chkoporCampoFecha7,0
1593,3,chkoporCampoFecha8,0
1594,3,ChkoporCampo7,0
1595,3,cboOporCampo7,
1596,3,ChkoporCampo8,0
1597,3,cboOporCampo8,
1598,3,chkoporCampo9,0
1599,3,cboOporCampo9,
1600,3,ChkoporCampo10,0
1601,3,cboOporCampo10,
1602,3,chkoporCampo11,0
1603,3,cboOporCampo11,
1604,3,chkoporCampo12,0
1605,3,cboOporCampo12,
1606,3,chkoporCampo13,0
1607,3,cboOporCampo13,
1608,3,chkoporCampo14,0
1609,3,cboOporCampo14,
1610,3,chkoporCampo15,0
1611,3,cboOporCampo15,
1612,3,chkoporCampo16,0
1613,3,cboOporCampo16,
1614,3,chkoporCampo17,0
1615,3,EdtOporCampo17,
1616,3,chkoporCampo18,0
1617,3,EdtOporCampo18,
1618,3,chkoporCampo19,0
1619,3,EdtoporCampo19,
1620,3,chkoporCampo20,0
1621,3,EdtoporCampo20,
1622,3,chkoporCampo21,0
1623,3,EdtoporCampo21,
1624,3,EdtOporCampoNum1Desde,
1625,3,EdtOporCampoNum1Hasta,
1626,3,EdtOporCampoNum2Desde,
1627,3,EdtOporCampoNum2Hasta,
1628,3,EdtOporCampoNum3Desde,
1629,3,EdtOporCampoNum3Hasta,
1630,3,EdtOporCampoNum4Desde,
1631,3,EdtOporCampoNum4Hasta,
1632,3,EdtOporCampoNum5Desde,
1633,3,EdtOporCampoNum5Hasta,
1634,3,EdtoporCampoFecha1Desde,01/01/1900
1635,3,EdtOporCampoFecha1Hasta,30/12/1899
1636,3,EdtOporCampoFecha2Desde,01/01/1900
1637,3,EdtOporCampoFecha2Hasta,30/12/1899
1638,3,EdtOporCampoFecha3Desde,01/01/1900
1639,3,EdtOporCampoFecha3Hasta,30/12/1899
1640,3,EdtOporCampoFecha4Desde,01/01/1900
1641,3,EdtOporCampoFecha4Hasta,30/12/1899
1642,3,EdtOporCampoFecha5Desde,01/01/1900
1643,3,EdtOporCampoFecha5Hasta,30/12/1899
1644,3,EdtOporCampoFecha6Desde,01/01/1900
1645,3,EdtOporCampoFecha6Hasta,30/12/1899
1646,3,EdtOporCampoFecha7Desde,01/01/1900
1647,3,EdtOporCampoFecha7Hasta,30/12/1899
1648,3,EdtOporCampoFecha8Desde,01/01/1900
1649,3,EdtOporCampoFecha8Hasta,30/12/1899
1650,3,ChkFechaEjer,0
1651,3,DateIniEjer,01/01/1900
1652,3,DateFinEjer,07/09/2009
1653,3,EdtDescripEjer,
1654,3,ChkDescripEjer,0
1655,3,ChkCliOrigen,0
1656,3,CboOrigen,
1657,3,ChkCliZona,0
1658,3,CboZona,
1659,3,ChkCliCargo,0
1660,3,CboCargo,
1661,3,ChkCliDepartamento,0
1662,3,CboDepartamento,
1663,3,ChkCliCampo21,0
1664,3,CboCampo21,
1665,3,ChkCliCampo22,0
1666,3,CboCampo22,
1667,3,ChkCliCampo23,0
1668,3,CboCampo23,
1669,3,ChkCliCampo24,0
1670,3,CboCampo24,
1671,3,ChkCliCampoFecha9,0
1672,3,DateFecha9Desde,30/12/1899
1673,3,DateFecha9Hasta,30/12/1899
1674,3,ChkCliCampoFecha10,0
1675,3,DateFecha10Desde,30/12/1899
1676,3,DateFecha10Hasta,30/12/1899
1677,3,ChkCliCampoFecha11,0
1678,3,DateFecha11Desde,30/12/1899
1679,3,DateFecha11Hasta,30/12/1899
1680,3,ChkCliCampoFecha12,0
1681,3,DateFecha12Desde,30/12/1899
1682,3,DateFecha12Hasta,30/12/1899
1683,3,SpinEmpleadosHasta,0
1684,3,SpinEmpleadosDesde,0
1685,3,EdtEmpresa,
1686,3,EdtSector,
1687,3,ChkClinumempleados,0
1688,3,ChkCliSector,0
1689,3,ChkCliEmpresa,0
1690,3,ChkNOTAS,0
1691,3,EdtNOTAS,
1692,3,ChkCONTACTO,0
1693,3,EdtCONTACTO,
1694,3,CheckCOL,0
1695,3,EditCOL,
1696,3,ChkTRAMITADOR,0
1697,3,EdtTRAMITADOR,
1698,3,DateDESDEFECHANAC,01/01/1900
1699,3,DateHASTAFECHANAC,07/09/2009
1700,3,ChkFECHANAC,0
1701,3,ChkFECHAPERMISO,0
1702,3,DateDESDEFECHAPERMISO,01/01/1900
1703,3,DateHASTAFECHAPERMISO,07/09/2009
1704,3,ChkNIE,0
1705,3,EdtNIE,
1706,3,ChkPASAPORTE,0
1707,3,EdtPASAPORTE,
1708,3,ChkTARJETA,0
1709,3,EdtTARJETA,
1710,3,ChkCampo1,0
1711,3,EditCampo1Exp,
1712,3,ChkCampo2,0
1713,3,EditCampo2Exp,
1714,3,ChkCampo3,0
1715,3,EditCampo3Exp,
1716,3,ChkCampo4,0
1717,3,EditCampo4Exp,
1718,3,ChkCampo5,0
1719,3,EditCampo5Exp,
1720,3,ChkCampo6,0
1721,3,EditCampo6Exp,
1722,3,ChkCampo7,0
1723,3,EditCampo7Exp,
1724,3,ChkCampo8,0
1725,3,EditCampo8Exp,
1726,3,ChkCampo9,0
1727,3,EditCampo9Exp,
1728,3,ChkCampo10,0
1729,3,EditCampo10Exp,
1730,3,ChkFecha1Exp,0
1731,3,DateEditFecha1IniExp,30/12/1899
1732,3,DateEditFecha1FinExp,30/12/1899
1733,3,ChkFecha2Exp,0
1734,3,DateEditFecha2IniExp,30/12/1899
1735,3,DateEditFecha2FinExp,30/12/1899
1736,3,ChkFecha3Exp,0
1737,3,DateEditFecha3IniExp,30/12/1899
1738,3,DateEditFecha3FinExp,30/12/1899
1739,3,ChkFecha4Exp,0
1740,3,DateEditFecha4IniExp,30/12/1899
1741,3,DateEditFecha4FinExp,30/12/1899
1742,3,ChkCampo11,0
1743,3,EditCampo11Exp,
1744,3,ChkCampo12,0
1745,3,EditCampo12Exp,
1746,3,ChkCampo13,0
1747,3,EditCampo13Exp,
1748,3,ChkCampo14,0
1749,3,EditCampo14Exp,
1750,3,ChkCampo15,0
1751,3,EditCampo15Exp,
1752,3,ChkCampo16,0
1753,3,EditCampo16Exp,
1754,3,ChkCampo17,0
1755,3,EditCampo17Exp,
1756,3,ChkCampo18,0
1757,3,EditCampo18Exp,
1758,3,ChkCampo19,0
1759,3,EditCampo19Exp,
1760,3,ChkCampo20,0
1761,3,EditCampo20Exp,
1762,3,ChkFecha5Exp,0
1763,3,DateEditFecha5IniExp,30/12/1899
1764,3,DateEditFecha5FinExp,30/12/1899
1765,3,ChkFecha6Exp,0
1766,3,DateEditFecha6IniExp,30/12/1899
1767,3,DateEditFecha6FinExp,30/12/1899
1768,3,ChkFecha7Exp,0
1769,3,DateEditFecha7IniExp,30/12/1899
1770,3,DateEditFecha7FinExp,30/12/1899
1771,3,ChkFecha8Exp,0
1772,3,DateEditFecha8IniExp,30/12/1899
1773,3,DateEditFecha8FinExp,30/12/1899
1774,3,EditNIF,
1775,3,CheckSubusu,0
1776,3,spinsubusu,0
1777,3,EditCodCliDESDE,
1778,3,ChkCodcli,0
1779,3,EditCodCLIHASTA,
1780,3,chkDir,0
1781,3,editDir,
1782,3,chkPob,0
1783,3,editPob,
1784,3,chkCP,0
1785,3,edtCPDESDE,
1786,3,chkProv,1
1787,3,editProv,coruña
1788,3,chkNac,0
1789,3,editNac,
1790,3,chkemail,0
1791,3,editemail,
1792,3,editweb,
1793,3,chkweb,0
1794,3,chkTel2,0
1795,3,editTel2,
1796,3,chkTel3,0
1797,3,editTel3,
1798,3,editmovil,
1799,3,chkMovil,0
1800,3,chkFax,0
1801,3,editfax,
1802,3,CheckFECHAALTA,0
1803,3,DateDESDEFECHAALTA,01/01/1900
1804,3,DateHASTAFECHAALTA,07/09/2009
1805,3,EdtCPHASTA,
1806,3,EdtCLIDESDE,
1807,3,EdtCLIHASTA,
1808,3,chkTipoFichero,0
1809,3,EditTipoFichero,
1810,4,CheckCLI,0
1811,4,EdtCLI,
1812,4,CheckTEL,0
1813,4,EditTEL,
1814,4,CheckNIF,0
1815,4,CheckCLI1PERSO3,0
1816,4,EditCLI1PERSO3,
1817,4,EditCLI1PERSO2,
1818,4,CheckCLI1PERSO2,0
1819,4,CheckCLI1PERSO1,0
1820,4,EditCLI1PERSO1,
1821,4,CheckCLI1PERSO4,0
1822,4,EditCLI1PERSO4,
1823,4,CheckCLI1PERSO5,0
1824,4,DatePERSO1,30/12/1899
1825,4,DatePERSO1hasta,30/12/1899
1826,4,CheckCLI2PERSO3,0
1827,4,EditCLI2PERSO3,
1828,4,EditCLI2PERSO2,
1829,4,CheckCLI2PERSO2,0
1830,4,CheckCLI2PERSO1,0
1831,4,EditCLI2PERSO1,
1832,4,CheckCLI2PERSO4,0
1833,4,EditCLI2PERSO4,
1834,4,CheckCLI2PERSO5,0
1835,4,DatePERSO2,30/12/1899
1836,4,DatePERSO2HASTA,30/12/1899
1837,4,CheckCLI3PERSO3,0
1838,4,EditCLI3PERSO3,
1839,4,EditCLI3PERSO2,
1840,4,CheckCLI3PERSO2,0
1841,4,CheckCLI3PERSO1,0
1842,4,EditCLI3PERSO1,
1843,4,CheckCLI3PERSO4,0
1844,4,EditCLI3PERSO4,
1845,4,CheckCLI3PERSO5,0
1846,4,DatePERSO3,30/12/1899
1847,4,DatePERSO3HASTA,30/12/1899
1848,4,CheckCLI4PERSO3,0
1849,4,EditCLI4PERSO3,
1850,4,EditCLI4PERSO2,
1851,4,CheckCLI4PERSO2,0
1852,4,CheckCLI4PERSO1,0
1853,4,EditCLI4PERSO1,
1854,4,CheckCLI4PERSO4,0
1855,4,EditCLI4PERSO4,
1856,4,CheckCLI4PERSO5,0
1857,4,DatePERSO4,30/12/1899
1858,4,DatePERSO4HASTA,30/12/1899
1859,4,CheckCLI5PERSO1,0
1860,4,EditCLI5PERSO1,
1861,4,CheckCLI5PERSO2,0
1862,4,EditCLI5PERSO2,
1863,4,CheckCLI5PERSO3,0
1864,4,EditCLI5PERSO3,
1865,4,CheckCLI5PERSO4,0
1866,4,EditCLI5PERSO4,
1867,4,CheckCLI5PERSO5,0
1868,4,DatePERSO5,30/12/1899
1869,4,DatePERSO5HASTA,30/12/1899
1870,4,CheckLOGIC1,0
1871,4,CheckPERSO1,0
1872,4,EditPERSO1,
1873,4,EditPERSO2,
1874,4,CheckPERSO2,0
1875,4,EditPERSO3,
1876,4,CheckPERSO3,0
1877,4,EditPERSO4,
1878,4,CheckPERSO4,0
1879,4,CheckLOGIC2,0
1880,4,CheckACTU,0
1881,4,EditACTU,
1882,4,CheckSUBACTU,0
1883,4,spinsubusuactu,0
1884,4,EditDescripcion2,
1885,4,chkDescripcion2,0
1886,4,ChkSinActu,0
1887,4,ChkConActu,1
1888,4,CheckFECHAACTU,0
1889,4,CboFECHA,Todas las Fechas
1890,4,DateDESDEACT,01/01/1900
1891,4,DateHASTAACT,07/09/2009
1892,4,chkActVenci,0
1893,4,chkActPend,0
1894,4,ChkTipoActu,0
1895,4,EditTipoActu,
1896,4,ChkFacturarSi,0
1897,4,ChkFacturarNo,0
1898,4,ChkFacturadoSi,0
1899,4,ChkFacturadoNo,0
1900,4,ChkTipoHistorial,0
1901,4,CboTipoHisto,
1902,4,ChkFecha1Seg,0
1903,4,DateEditFecha1IniSeg,01/01/1900
1904,4,DateEditFecha1FinSeg,07/09/2009
1905,4,ChkFecha2Seg,0
1906,4,DateEditFecha2IniSeg,01/01/1900
1907,4,DateEditFecha2FinSeg,07/09/2009
1908,4,ChkFecha3Seg,0
1909,4,DateEditFecha3IniSeg,01/01/1900
1910,4,DateEditFecha3FinSeg,07/09/2009
1911,4,ChkCampo1Seg,0
1912,4,cbocampo1Seg,
1913,4,ChkCampo2Seg,0
1914,4,cbocampo2Seg,
1915,4,ChkCampo3Seg,0
1916,4,cbocampo3Seg,
1917,4,ChkCampo4Seg,0
1918,4,campo6Seg,
1919,4,ChkCampo5Seg,0
1920,4,campo7Seg,
1921,4,ChkFecha4Seg,0
1922,4,DateEditFecha4IniSeg,01/01/1900
1923,4,DateEditFecha4FinSeg,07/09/2009
1924,4,ChkFecha5Seg,0
1925,4,DateEditFecha5IniSeg,01/01/1900
1926,4,DateEditFecha5FinSeg,07/09/2009
1927,4,cbocampo4Seg,
1928,4,cbocampo5Seg,
1929,4,ChkCampo6Seg,0
1930,4,ChkCampo7Seg,0
1931,4,CboSALDOS,Cuentas Cliente
1932,4,ChkCONCEPTO,0
1933,4,EditCONCEPTO,
1934,4,ChkTIPO,0
1935,4,CboTIPO,PROVISION
1936,4,ChkFECHACUE,0
1937,4,DateDESDECUE,01/01/1900
1938,4,DateHASTACUE,07/09/2009
1939,4,ChkSALDO,0
1940,4,EdtSALINI,-99999999
1941,4,EdtSALFIN,99999999
1942,4,ChkCUEREALI,0
1943,4,ChkCUENOREALI,0
1944,4,CBNoCobrada,0
1945,4,CBCobrada,0
1946,4,ChkCUEFACTU,0
1947,4,ChkCUENOFACTU,0
1948,4,CheckSUBCUEN,0
1949,4,spinsubusucue,0
1950,4,ChkCobros,0
1951,4,CboCobros,Cobros Periódicos Facturados
1952,4,DateCobrosDesde,01/01/1900
1953,4,DateCobrosHasta,07/09/2009
1954,4,ChkRecibos,0
1955,4,CboRecibos,Recibos Remesados
1956,4,DateRecibosDesde,01/01/1900
1957,4,DateRecibosHasta,07/09/2009
1958,4,Cbofecharecibos,Fecha Remesa
1959,4,Chkimpagados,0
1960,4,DateImpagadosIni,01/01/1900
1961,4,DateImpagadosFin,07/09/2009
1962,4,ChkImpagadosCob,0
1963,4,DateImpagadosCobIni,01/01/1900
1964,4,DateImpagadosCobFin,07/09/2009
1965,4,chkImpagadosDef,0
1966,4,DateImpagadosDefIni,01/01/1900
1967,4,DateImpagadosDefFin,07/09/2009
1968,4,chkFecha1,0
1969,4,deFecha1Desde,01/01/1900
1970,4,deFecha1Hasta,30/12/1899
1971,4,chkFecha2,0
1972,4,deFecha2Desde,01/01/1900
1973,4,deFecha2Hasta,30/12/1899
1974,4,chkFecha3,0
1975,4,deFecha3Desde,01/01/1900
1976,4,deFecha3Hasta,30/12/1899
1977,4,chkPerso1,0
1978,4,cbPerso1,
1979,4,chkPerso2,0
1980,4,cbPerso2,
1981,4,chkPerso3,0
1982,4,cbPerso3,
1983,4,chkPerso4,0
1984,4,editCampo4,
1985,4,chkPerso5,0
1986,4,editcampo5,
1987,4,CheckSUBEXPED,0
1988,4,spinsubusuexped,0
1989,4,chkTipExp,0
1990,4,editTipExp,
1991,4,CheckTIPOASU,0
1992,4,ComboTIPOASU,
1993,4,CheckPROC,0
1994,4,EditPROC,
1995,4,CheckJUZ,0
1996,4,EditJUZ,
1997,4,ChkFECHAEXP,0
1998,4,DateDESDEFECHAEXP,01/01/1900
1999,4,DateHASTAFECHAEXP,07/09/2009
2000,4,ChkEXPE,0
2001,4,SpnEXPEINI,0
2002,4,SpnEXPEFIN,0
2003,4,ChkREF,0
2005,4,EdtREFFIN,
2006,4,CheckSALDO,0
2007,4,EditSALINI,
2009,4,EdtREFINI,
2011,4,EditDESCRIPCIONACTUEXPED,
2012,4,CboTIPOACTUEXPED,
2013,4,CheckFECHAACTUEXPED,0
2014,4,DateDESDEACTUEXPED,01/01/1900
2015,4,DateHASTAACTUEXPED,07/09/2009
2016,4,ChkDenoSocial,0
2017,4,EdtDenoSocial,
2018,4,ChkObjSocial,0
2019,4,EdtObjSocial,
2020,4,ChkForOrg,0
2021,4,EdtForOrg,
2022,4,ChkFConstitucion,0
2023,4,DateFConstitucionDesde,01/01/1900
2024,4,DateFConstitucionHasta,07/09/2009
2025,4,ChkFOrg,0
2026,4,DateFOrgDesde,01/01/1900
2027,4,DateFOrgHasta,07/09/2009
2028,4,ChkFCaducidad,0
2029,4,EdtFCaducidad,
2030,4,ChkCapital,0
2031,4,EditCapitalINI,
2032,4,EditCapitalFIN,
2033,4,ChkAcciones,0
2034,4,EditAccionesINI,
2035,4,EditAccionesFIN,
2036,4,ChkValorAcciones,0
2037,4,EditValorAccionesINI,
2038,4,EditValorAccionesFIN,
2039,4,ChkInscripcion,0
2040,4,EdtInscripcion,
2041,4,ChkHoja,0
2042,4,EdtHoja,
2043,4,ChkFolio,0
2044,4,EdtFolio,
2045,4,ChkTomo,0
2046,4,EdtTomo,
2047,4,ChkArchivo,0
2048,4,EdtArchivo,
2049,4,ChkRegistro,0
2050,4,EdtRegistro,
2051,4,ChkEscrituras,0
2052,4,EdtEscrituras,
2053,4,ChkLibros,0
2054,4,EdtLibros,
2055,4,ChkFLibrosConta,0
2056,4,DateFLibrosContaINI,01/01/1900
2057,4,DateFLibrosContaFIN,07/09/2009
2058,4,ChkLibro,0
2059,4,EdtLibro,
2060,4,ChkFCuentas,0
2061,4,DateFcuentasINI,01/01/1900
2062,4,DateFCuentasFIN,07/09/2009
2063,4,ChkCuentas,0
2064,4,EdtCuentas,
2065,4,ChkSocio,0
2066,4,EdtSocio,
2067,4,ChkNumAcciones,0
2068,4,SpinNumAccionesDESDE,0
2069,4,SpinNumAccionesHASTA,0
2070,4,ChkPorcapital,0
2071,4,EditPorCapitalINI,
2072,4,EditPorCapitalFIN,
2073,4,ChkAdmin,0
2074,4,EdtAdmin,
2075,4,ChkMiembro,0
2076,4,EdtMiembro,
2077,4,EdtCargo,
2078,4,ChkCargo,0
2079,4,ChkConsejero,0
2080,4,EdtConsejero,
2081,4,ChkApoderado,0
2082,4,EdtApoderado,
2083,4,ChkRetenciones,0
2084,4,EdtRetenciones,
2085,4,ChkFReten,0
2086,4,DateRetenINI,01/01/1900
2087,4,DateRetenFIN,07/09/2009
2088,4,ChkRegimen,0
2089,4,EdtRegimen,
2090,4,EdtContingencia,
2091,4,ChkContingencia,0
2092,4,ChkRiesgo,0
2093,4,EdtRiesgo,
2094,4,EdtQuiebra,
2095,4,ChkQuiebra,0
2096,4,ChkFIAE,0
2097,4,DateFIAEINI,01/01/1900
2098,4,DateFIAEFIN,07/09/2009
2099,4,EdtIAE,
2100,4,ChkIAE,0
2101,4,ChkFResultado,0
2102,4,DateFResultadoINI,01/01/1900
2103,4,DateFResultadoFIN,07/09/2009
2104,4,ChkResultado,0
2105,4,EditResultadoINI,
2106,4,EditResultadoFIN,
2107,4,ChkImpSocie,0
2108,4,DateImpINI,01/01/1900
2109,4,DateImpFIN,07/09/2009
2110,4,EditCuotaFIN,
2111,4,EditCuotaINI,
2112,4,ChkCuota,0
2113,4,ChkFIRPF,0
2114,4,DateFIRPFINI,01/01/1900
2115,4,DateFIRPFFIN,07/09/2009
2116,4,EditCuotaIRPFFIN,
2117,4,EditCuotaIRPFINI,
2118,4,ChkCuotaIRPF,0
2119,4,ChkFBase,0
2120,4,DateFBaseINI,01/01/1900
2121,4,DateFBaseFIN,07/09/2009
2122,4,EditBaseFIN,
2123,4,EditBaseINI,
2124,4,ChkBase,0
2125,4,ChkFIva,0
2126,4,DateFIvaINI,01/01/1900
2127,4,DateFIvaFIN,07/09/2009
2128,4,ChkIva,0
2129,4,EditIvaINI,
2130,4,EditIvaFIN,
2131,4,ChkFIvaComp,0
2132,4,DateFIvaCompINI,01/01/1900
2133,4,DateFIvaCompFIN,07/09/2009
2134,4,ChkIvaComp,0
2135,4,EditIvaCompINI,
2136,4,EditIvaCompFin,
2137,4,DateOporCierreHasta,30/12/1899
2138,4,ChkOporRef,0
2139,4,EdtOporRef,
2140,4,EditImporteCierreHasta,
2141,4,EditImporteCierreDesde,
2142,4,ChkOporImporteCerrado,0
2143,4,DateOporCierreDesde,01/01/1900
2144,4,ChkOporFechaCierre,0
2145,4,EditPrevisionHasta,
2146,4,EditPrevisionDesde,
2147,4,ChkOporPrevision,0
2148,4,EditProbabilidadHasta,
2149,4,EditProbabilidadDesde,
2150,4,ChkOporProbabilidad,0
2151,4,EditPrecioHasta,
2152,4,EditPrecioDesde,
2153,4,ChkOporPrecio,0
2154,4,EditUnidadesHasta,
2155,4,EditUnidadesDesde,
2156,4,ChkOporUnidades,0
2157,4,CboOporEtapa,
2158,4,ChkOporEtapa,0
2159,4,CboOporEstado,
2160,4,ChkOporEstado,0
2161,4,CboOporFuente,
2162,4,ChkOporFuente,0
2163,4,CboOporCodigo,
2164,4,ChkOporCodigo,0
2165,4,CboOporTipo,
2166,4,ChkOporTipo,0
2167,4,EditOporProducto,
2168,4,ChkOporProducto,0
2169,4,DateOporHasta,07/09/2009
2170,4,DateOporDesde,07/09/2009
2171,4,ChkOporFecha,0
2172,4,chkoporCampoNum1,0
2173,4,chkoporCampoNum2,0
2174,4,chkoporCampoNum3,0
2175,4,chkoporCampoNum4,0
2176,4,chkoporCampoNum5,0
2177,4,ChkoporCampo1,0
2178,4,EdtOporCampo1,
2179,4,chkoporCampo2,0
2180,4,EdtOporCampo2,
2181,4,chkoporCampo3,0
2182,4,EdtOporCampo3,
2183,4,chkoporCampo4,0
2184,4,EdtOporCampo4,
2185,4,chkoporCampo5,0
2186,4,EdtOporCampo5,
2187,4,chkoporCampo6,0
2188,4,EdtOporCampo6,
2189,4,chkoporCampoFecha1,0
2190,4,chkoporCampoFecha2,0
2191,4,chkoporCampoFecha3,0
2192,4,chkoporCampoFecha4,0
2193,4,chkoporCampoFecha5,0
2194,4,chkoporCampoFecha6,0
2195,4,chkoporCampoFecha7,0
2196,4,chkoporCampoFecha8,0
2197,4,ChkoporCampo7,0
2198,4,cboOporCampo7,
2199,4,ChkoporCampo8,0
2200,4,cboOporCampo8,
2201,4,chkoporCampo9,0
2202,4,cboOporCampo9,
2203,4,ChkoporCampo10,0
2204,4,cboOporCampo10,
2205,4,chkoporCampo11,0
2206,4,cboOporCampo11,
2207,4,chkoporCampo12,0
2208,4,cboOporCampo12,
