id_linedcto,id_tabla,query,consulta,datasource
263,27,qryseg,"select segexp.dfechaact,segexp.sactuacion,segexp.notas,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' + DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' + DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segexp left join subusu on segexp.subusu=subusu.icodsubusu where inumexp=:inumexp and iyear=:iyear",
263,37,qrysubusu,select subusu.nombre from subusu  left join expedien on subusu.icodsubusu=expedien.codsubusu where inumexp=:inumexp and iyear=:iyear,
263,61,QryTipoExp,select tipoexp.tipoexp from tipoexp  left join expedien on tipoexp.codigo=expedien.itipoexp where inumexp=:inumexp and iyear=:iyear,
263,62,QryTipoAsun,select tipoasun.tipoasunto from tipoasun  left join expedien on tipoasun.codigo=expedien.itipoasunto where inumexp=:inumexp and iyear=:iyear,
264,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
264,4,qrycli,"select clientes.snombrecli,clientes.stelefonocli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from exclipro left join clientes on exclipro.icodcli=clientes.icodcli where exclipro.inumexp=:inumexp and exclipro.iyear=:iyear and clientes.tipobd=0",
264,24,qryexp,"select expedien.expediente,expedien.iyear,expedien.dfechaalta,expedien.descripcion,expedien.srefabogado,expedien.srefcliente,expedien.ftotalsuplidos,expedien.ftotalbaseimp,expedien.ftotaliva,expedien.ftotalirpf,expedien.ftotaleuro,expedien.ftotalprovisiones,expedien.ftotalcobro,expedien.fsaldofinal,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo, (isnull(fcuantia,0) + isnull(intereses,0) + isnull(costas,0)) as totalcuantia from expedien where inumexp=:inumexp and iyear=:iyear",
264,25,QryTipoProcedi,select procedi.procedimiento from procedi  left join expedien on procedi.codproce=expedien.codproce where inumexp=:inumexp and iyear=:iyear,
264,61,QryTipoExp,select tipoexp.tipoexp from tipoexp  left join expedien on tipoexp.codigo=expedien.itipoexp where inumexp=:inumexp and iyear=:iyear,
264,62,QryTipoAsun,select tipoasun.tipoasunto from tipoasun  left join expedien on tipoasun.codigo=expedien.itipoasunto where inumexp=:inumexp and iyear=:iyear,
264,64,qrycue,"select cuenexpe.dFecha,cuenexpe.sDescripcion,cuenexpe.fEntradasEuro,cuenexpe.fSalidasEuro from cuenexpe where inumexp=:inumexp and iyear=:iyear",
268,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) + '/' + cast(datepart(mm,getdate()) as varchar) + '/' + cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion,
(datename(day,getdate()) + ' de ' + lower(datename(month, getdate())) + ' de ' + datename(year,getdate())) as fechaimpresionlarga from director where icodprocu = @icodprocu",
268,32,qryfact,"select ((facturas.totalderechoseuro - isnull(facturas.totaldctoeuro,0)) + facturas.totalivaeuro - facturas.totalirpfeuro) as totalbaseivairpf,((facturas.totalderechoseuro - isnull(facturas.totaldctoeuro,0)) + facturas.totalivaeuro) as totalbaseiva,
(facturas.totalderechoseuro - isnull(facturas.totaldctoeuro,0) + facturas.totalivaeuro) as totalhonodctoiva,
(isnull(facturas.totalderechoseuro,0) - isnull(facturas.totanticipos,0)) as totderechomenosanticipo,
(facturas.totalderechoseuro - isnull(facturas.totaldctoeuro,0)) as totalbaseimp,
(facturas.totalsuplidoseuro + (facturas.totalderechoseuro - isnull(facturas.totaldctoeuro,0)) + facturas.totalivaeuro - facturas.totalirpfeuro) as totalminuta, facturas.nombrecli,facturas.nifcli,facturas.domiciliocli,facturas.poblacioncli,facturas.codpostalcli,facturas.provinciacli,facturas.inumfactura,facturas.serie,facturas.fecha,facturas.totaleuro,(substring(facturas.cuentabanco,1,4) + '************' + substring(facturas.cuentabanco,17,4)) as cuentabancocifr,
(substring(facturas.iban,1,8) + replicate('*',LEN(facturas.iban)-8)) as ibancifr,(datename(day,facturas.fecha) + ' de ' + datename(month, facturas.fecha) + ' de ' + datename(year,facturas.fecha)) as fechafacturalarga,
(f2.totalderechoseuro - isnull(f2.totaldctoeuro,0)) as totalbaseimpAbo,f2.TotalIvaEuro as totalivaAbo,f2.TotalEuro as totaleuroabo,
(((isnull(facturas.honocondctolin,0) - isnull(facturas.totsolodctofact,0)) + isnull(facturas.totportes,0))) as baseConPortes,pl.descripcion as descplazo,
(select sum(isnull(salidaeuro,0)) - sum(isnull(totaldctoeuro,0)) FROM linefact
	left join cuencli c on linefact.inumexpexho=c.icodcli and linefact.fechaconcep=c.dfecha and linefact.lineacuentas=c.linea
	where (tipo = 'HONORARIO') AND (ISNULL(honogasto,0) = 0) and (ISNULL(bhonoarticulo,0) = 0) and (ISNULL(bhonodcto,0) = 0)
	and facturas.inumfactura = linefact.inumfactura and facturas.yearfact=linefact.yearfact and facturas.codsubusu=linefact.codsubusu and facturas.serie=linefact.serie) as totbaseimpsolohono,
(isnull(facturas.TotalEuro,0)) as totalletra, totalivaanticipos,totalivahonorarios,totalivaarticulos
 ,totalivagastos, totaldctoanticipos, totaldctohonorarios, totaldctoarticulos, totaldctogastos, 
totalsalidaanticipos, totalsalidahonorarios, totalsalidaarticulos, totalsalidagastos, 
(totalsalidaanticipos - totaldctoanticipos + totalivaanticipos) as totmenosdctomasivaanticipos, 
(totalsalidahonorarios - totaldctohonorarios + totalivahonorarios) as totmenosdctomasivahonorarios, 
(totalsalidaarticulos - totaldctoarticulos + totalivaarticulos) as totmenosdctomasivaarticulos, 
(totalsalidagastos - totaldctogastos + totalivagastos) as totmenosdctomasivagastos, identificadorTBAI
from facturas
left join facturas f2 on facturas.yearfactabonada=f2.yearfact and facturas.inumfactabonada=f2.inumfactura and facturas.serieabonada=f2.serie
left join facturasTicketBai ft on facturas.yearfact = ft.yearfact and facturas.inumfactura = ft.inumfactura and facturas.codsubusu = ft.codsubusu and facturas.serie = ft.serie
left join plazosc pl on pl.id = facturas.idplazos
left join
(select
	sum
	(
	case linefact.tipo
	when 'ANTICIPO' then
	isnull(totalivaeuro,0)
	else 0
	end) as totalivaanticipos,
	sum
	(
	case linefact.tipo
	when 'HONORARIO' then
		case ISNULL(c.honogasto,0)
		when 0 then
			case ISNULL(c.bhonoarticulo,0)
			when 0 then
			isnull(totalivaeuro,0)
			else 0
			end
		else 0
		end
	else 0
	end) as totalivahonorarios,
	sum
	(
	case linefact.tipo
	when 'HONORARIO' then
		case ISNULL(c.bhonoarticulo,0)
		when 1 then
		isnull(totalivaeuro,0)
		else 0
		end
	else 0
	end) as totalivaarticulos,
    sum  
    (   
     case linefact.tipo 
     when 'HONORARIO' then 
     case ISNULL(c.honogasto,0) 
     when 1 then  
      isnull(totalivaeuro,0) 
     else 0  
      end  
     else 0  
     end )as totalivagastos, 
     sum  
     (  
     case linefact.tipo 
     when 'ANTICIPO' then 
     isnull(totaldctoeuro,0) 
     else 0  
     end  )as totaldctoanticipos, 
     sum 
    ( case linefact.tipo 
     when 'HONORARIO' then  
     case ISNULL(c.honogasto,0) 
     when 0 then   
       case ISNULL(c.bhonoarticulo,0) 
        when 0 then  
        isnull(totaldctoeuro,0) 
      else 0 
       end 
     else 0  
      end  
     else 0 
     end )as totaldctohonorarios, 
     sum 
     (case linefact.tipo 
     when 'HONORARIO' then 
      case ISNULL(c.bhonoarticulo,0) 
     when 1 then 
      isnull(totaldctoeuro,0) 
      else 0 
      end  
     else 0 
    end )as totaldctoarticulos, 
    sum 
    (case linefact.tipo 
     when 'HONORARIO' then 
     case ISNULL(c.honogasto,0) 
     when 1 then  
      isnull(totaldctoeuro,0) 
     else 0  
      end  
     else 0  
     end )as totaldctogastos, 
    sum  
        (case linefact.tipo  
        when 'ANTICIPO' then  
        isnull(salidaeuro,0) 
        else 0 
        end  )as totalsalidaanticipos, 
       sum 
    ( case linefact.tipo 
     when 'HONORARIO' then  
    case ISNULL(c.honogasto,0) 
     when 0 then   
       case ISNULL(c.bhonoarticulo,0)  
        when 0 then 
        isnull(salidaeuro,0) 
      else 0  
        end 
     else 0 
      end  
     else 0  
     end )as totalsalidahonorarios, 
     sum 
     (case linefact.tipo 
    when 'HONORARIO' then 
      case ISNULL(c.bhonoarticulo,0) 
     when 1 then 
      isnull(salidaeuro,0) 
      else 0  
      end 
     else 0  
    end )as totalsalidaarticulos, 
    sum 
    (case linefact.tipo 
     when 'HONORARIO' then 
     case ISNULL(c.honogasto,0)  
     when 1 then 
      isnull(salidaeuro,0)  
     else 0 
      end 
     else 0  
     end )as totalsalidagastos,                                                 
linefact.inumfactura as linefactinumfactura, linefact.yearfact as linefactyearfact, linefact.serie as linefactserie, linefact.codsubusu as linefactcodsubusu from linefact
left join cuencli c on c.icodcli=linefact.inumexpexho and c.dfecha =linefact.fechaconcep and c.linea  = linefact.lineacuentas
where (linefact.tipo = 'HONORARIO' or linefact.tipo = 'ANTICIPO')
group by linefact.inumfactura, linefact.yearfact,  linefact.serie, linefact.codsubusu)
as tbliva on tbliva.linefactinumfactura=facturas.inumfactura and tbliva.linefactyearfact=facturas.yearfact and tbliva.linefactcodsubusu=facturas.codsubusu and tbliva.linefactserie=facturas.serie
where facturas.inumfactura = @inumfactura and facturas.yearfact = @yearfact and facturas.codsubusu = @codsubusu and facturas.serie like @serie ",sourcedatosfact
268,45,qrylinefact,"select (linefact.descripcion + ' ' + isnull(cast(linefact.notas as varchar(MAX)),' ')) as descripnotas, (isnull(entradaeuro,0)+isnull(salidaeuro,0)) as importe,(isnull(salidaeuro,0)-isnull(totaldctoeuro,0)) as salidamenosdcto, linefact.descripcion,linefact.salidaeuro, s.nombre as usuario,
(round((isnull(linefact.salidaeuro,0) - round(isnull(linefact.salidaeuro,0)*(isnull(linefact.dctolinea,0)/100),2)),0)) -
round((round((isnull(linefact.salidaeuro,0) - round(isnull(linefact.salidaeuro,0)*(isnull(linefact.dctolinea,0)/100),2)),0))*(isnull(linefact.dctolinea2,0)/100),2) as honocondcto1dcto2,
art.referencia as referenciaart,linefact.origen,c.idartstock,c.honogasto,
(case linefact.tipoproformarel
 when 0 then 'Oficial'
 when 1 then 'Pro forma'
 when 2 then 'Presupuesto'
 when 3 then 'Albarán'
 when 4 then 'Pedido'
 When 5 then 'Orden'
 else ''
 end) as TipoDoc
,((((isnull(linefact.salidaeuro,0))-(isnull(linefact.totaldctoeuro,0)))*linefact.porrecargo)/100) as cuotarec
,((((isnull(linefact.salidaeuro,0))-(isnull(linefact.totaldctoeuro,0)))*linefact.poriva)/100) as cuotaivasinrec
,art.campo1,art.campo2,art.campo3,art.campo4,art.campo5,art.campo6,art.campo7,art.campo8
,art.campofecha1,art.campofecha2,art.campofecha3,art.campofecha4,art.notas as notasArt,
case when linefact.unidades=0 then linefact.fpreciounitario
else cast(round(isnull(linefact.fpreciounitario,0)-(isnull(linefact.totaldctoeuro,0)/isnull(linefact.unidades,1)),2) as money) end as preciounimenosdcto,
c.numexpediente  , case (isnull(cm.snombrecli, ''))
when '' then
	case (isnull(cliseg.snombrecli, ''))
	when '' then clisegclider.snombrecli
	else cliseg.snombrecli
	end
else cm.snombrecli
end
as pacientenombre from linefact
left join cuencli c on linefact.inumexpexho=c.icodcli and linefact.fechaconcep=c.dfecha and linefact.lineacuentas=c.linea 
left join subusu s on c.subusu=s.icodsubusu 
left join articulos art on c.idartstock=art.id left join controlmutua cm on linefact.linea = cm.linefact and linefact.inumfactura = cm.inumfactura and linefact.yearfact = cm.yearfact and linefact.codsubusu=cm.codsubusu and linefact.serie=cm.serie 
and linefact.fechaconcep=cm.dfechaconceptofact
left join segcli_cuencli segcuen on linefact.Origen = 'cli' and segcuen.icodcli_cuencli=linefact.inumexpexho and segcuen.linea_cuencli=linefact.lineacuentas and segcuen.dfecha_cuencli=linefact.fechaconcep
left join clientes cliseg on cliseg.icodcli=segcuen.icodcli_segcli
left join cuenclisegclider on linefact.origen = 'cli' and cuenclisegclider.icodclicuencli=linefact.inumexpexho and cuenclisegclider.dfechacuencli=linefact.fechaconcep and cuenclisegclider.lineacuencli=linefact.lineacuentas
left join segclider on segclider.id=cuenclisegclider.idsegclider and segclider.icodcli<>linefact.inumexpexho
left join clientes clisegclider on clisegclider.icodcli=segclider.icodcli  where linefact.inumfactura = @inumfactura and linefact.yearfact = @yearfact and linefact.codsubusu = @codsubusu and linefact.serie = @serie order by linefact.numero",sourcedatosfact
270,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
270,32,qryfact,"select ((totalderechoseuro - isnull(totaldctoeuro,0)) + totalivaeuro - totalirpfeuro) as totalbaseivairpf,(totalderechoseuro - isnull(totaldctoeuro,0) + totalivaeuro) as totalhonodctoiva,(totalderechoseuro - isnull(totaldctoeuro,0)) as totalbaseimp,((totalderechoseuro - isnull(totaldctoeuro,0)) + totalivaeuro) as totalbaseiva,(totalsuplidoseuro + (totalderechoseuro - isnull(totaldctoeuro,0)) + totalivaeuro - totalirpfeuro) as totalminuta,facturas.nombrecli,facturas.domiciliocli,facturas.poblacioncli,facturas.codpostalcli,facturas.provinciacli,facturas.inumfactura,facturas.serie,facturas.fecha,facturas.nifcli,facturas.TotalIvaEuro,facturas.TotalEuro,(substring(cuentabanco,1,4)+'************'+substring(cuentabanco,17,4)) as cuentabancocifr from facturas where inumfactura=:inumfactura and yearfact=:yearfact and codsubusu=:codsubusu and serie=:serie ",sourcedatosfact
270,34,qrylinefacthono,"select (descripcion  + ' ' + isnull(cast(linefacthono.notas as varchar(MAX)),' ')) as descripnotas,(isnull(entradaeuro,0)+isnull(salidaeuro,0)) as importe,linefacthono.descripcion,linefacthono.unidades,linefacthono.fpreciounitario,linefacthono.salidaeuro,linefacthono.totalivaeuro,linefacthono.TotalEuro from linefact as linefacthono left join cuenexpe c on linefacthono.inumexpexho=c.inumexp and linefacthono.iyear=c.iyear and linefacthono.fechaconcep=c.dfecha and linefacthono.lineacuentas=c.linea where linefacthono.inumfactura=:inumfactura and linefacthono.yearfact=:yearfact and linefacthono.codsubusu=:codsubusu and linefacthono.serie=:serie  and lower(tipo)='honorario' and (bhonodcto=0 or bhonodcto is null)",sourcedatosfact
271,4,qryclientes,"SELECT clientes.snombrecli,clientes.snifcli FROM clientes WHERE icodcli = @icodcli",
271,37,qrysubusu,SELECT subusu.nombre FROM subusu WHERE icodsubusu = @icodsubusu,
271,70,qryrecetasmedicas,"SELECT recetasMedicas.id, recetasmedicas.duracion,recetasmedicas.unidades,recetasmedicas.denominacion,recetasmedicas.dosificacion,recetasmedicas.formato,recetasmedicas.via,recetasmedicas.fechaprescripcion,recetasmedicas.diagnostico,recetasmedicas.instrucciones FROM recetasMedicas where id = @id",
271,71,qryc2,"SELECT snombrecli as snombretra, snifcli as sniftra, sdomiciliocli as sdomiciliotra, spoblacioncli as spoblaciontra, numcolegiado, especialidad FROM clientes c2 WHERE c2.codsubusu = @icodsubusu and tipobd=1",
271,72,qryrecetasxml,"SELECT numerolote, numero as numreceta, cve from recetasXML where id = @id_xml",
273,4,qryclientes,"select clientes.snombrecli,clientes.snifcli from clientes where icodcli=:icodcli",
273,37,qrysubusu,select subusu.nombre from subusu where icodsubusu=:icodsubusu,
273,70,qryrecetasMedicas,"select recetasMedicas.id, recetasMedicas.duracion,recetasMedicas.unidades,recetasMedicas.denominacion,recetasMedicas.dosificacion,recetasMedicas.formato,recetasMedicas.via,recetasMedicas.fechaprescripcion,recetasMedicas.diagnostico,recetasMedicas.instrucciones from recetasMedicas where id=:id",
273,71,qryc2,"select c2.especialidad,c2.numcolegiado from clientes c2 where c2.codsubusu=:icodsubusu and tipobd=1",
273,72,qryrecetasXML,"select numerolote, numero as numreceta, cve from recetasXML where id=:id_xml",
274,4,qryclientes,"select clientes.snombrecli,clientes.snifcli from clientes where icodcli=:icodcli",
274,37,qrysubusu,select subusu.nombre from subusu where icodsubusu=:icodsubusu,
274,70,qryrecetasMedicas,"select recetasMedicas.id, recetasMedicas.duracion,recetasMedicas.unidades,recetasMedicas.denominacion,recetasMedicas.dosificacion,recetasMedicas.formato,recetasMedicas.via,recetasMedicas.fechaprescripcion,recetasMedicas.diagnostico,recetasMedicas.instrucciones from recetasMedicas where id=:id",
274,71,qryc2,"select c2.especialidad,c2.numcolegiado from clientes c2 where c2.codsubusu=:icodsubusu and tipobd=1",
274,72,qryrecetasXML,"select numerolote, numero as numreceta, cve from recetasXML where id=:id_xml",
275,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion,(datename(day,getdate())+' de '+datename(month, getdate())+' de '+datename(year,getdate())) as fechaimpresionlarga from director where icodprocu=:icodprocu",
275,4,qrycli,"select clientes.snombrecli,clientes.sdomiciliocli,clientes.scodpostalcli,clientes.spoblacioncli,clientes.sprovinciacli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo,(substring(cuentabanco,1,4)+'************'+substring(cuentabanco,17,4)) as cuentabancocifr from clientes where icodcli=:icodcli",
276,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
276,4,qrycli,"select clientes.snombrecli,clientes.sdomiciliocli,clientes.scodpostalcli,clientes.spoblacioncli,clientes.sprovinciacli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo,(substring(cuentabanco,1,4)+'************'+substring(cuentabanco,17,4)) as cuentabancocifr from clientes where icodcli=:icodcli",
278,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion,(datename(day,getdate())+' de '+datename(month, getdate())+' de '+datename(year,getdate())) as fechaimpresionlarga from director where icodprocu=:icodprocu",
278,4,qrycli,"select clientes.codigo,clientes.snombrecli,clientes.stelefonocli,clientes.fechaalta,clientes.snifcli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo,(substring(cuentabanco,1,4)+'************'+substring(cuentabanco,17,4)) as cuentabancocifr from clientes where icodcli=:icodcli",
278,21,qrycontact,"select contacto.nombre,contacto.telefono1 from clientes inner join contactlin on clientes.icodcli = contactlin.icodcli inner join contacto on contactlin.icodcontacto = contacto.codcontacto where clientes.icodcli=:icodcli",
278,37,qrysubusu,select subusu.nombre from subusu left join clientes on subusu.icodsubusu=clientes.codsubusu where clientes.icodcli=:icodcli,
279,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion,(datename(day,getdate())+' de '+datename(month, getdate())+' de '+datename(year,getdate())) as fechaimpresionlarga from director where icodprocu=:icodprocu",
279,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,clientes.codigo,clientes.fechaalta,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo,(substring(cuentabanco,1,4)+'************'+substring(cuentabanco,17,4)) as cuentabancocifr from clientes where icodcli=:icodcli",
279,21,qrycontact,"select contacto.nombre,contacto.telefono1,contacto.email1 from clientes inner join contactlin on clientes.icodcli = contactlin.icodcli inner join contacto on contactlin.icodcontacto = contacto.codcontacto where clientes.icodcli=:icodcli",
279,37,qrysubusu,select subusu.nombre from subusu left join clientes on subusu.icodsubusu=clientes.codsubusu where clientes.icodcli=:icodcli,
280,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion,(datename(day,getdate())+' de '+datename(month, getdate())+' de '+datename(year,getdate())) as fechaimpresionlarga from director where icodprocu=:icodprocu",
280,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,clientes.codigo,clientes.fechaalta,clientes.notas,clientes.notas2,clientes.notas3,clientes.notas4,clientes.notas5,clientes.notas6,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo,(substring(cuentabanco,1,4)+'************'+substring(cuentabanco,17,4)) as cuentabancocifr from clientes where icodcli=:icodcli",
280,21,qrycontact,"select contacto.nombre,contacto.telefono1,contacto.email1 from clientes inner join contactlin on clientes.icodcli = contactlin.icodcli inner join contacto on contactlin.icodcontacto = contacto.codcontacto where clientes.icodcli=:icodcli",
280,37,qrysubusu,select subusu.nombre from subusu left join clientes on subusu.icodsubusu=clientes.codsubusu where clientes.icodcli=:icodcli,
281,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion,(datename(day,getdate())+' de '+datename(month, getdate())+' de '+datename(year,getdate())) as fechaimpresionlarga from director where icodprocu=:icodprocu",
281,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo,(substring(cuentabanco,1,4)+'************'+substring(cuentabanco,17,4)) as cuentabancocifr from clientes where icodcli=:icodcli",
281,36,qrycliadjun,"select cliadjun.fecha,cliadjun.imagen,cliadjun.descripcion from cliadjun where cliadjun.icodcli=:icodcli",
282,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion,(datename(day,getdate())+' de '+datename(month, getdate())+' de '+datename(year,getdate())) as fechaimpresionlarga from director where icodprocu=:icodprocu",
282,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo,(substring(cuentabanco,1,4)+'************'+substring(cuentabanco,17,4)) as cuentabancocifr from clientes where icodcli=:icodcli",
282,35,qryseg,"select segcli.dfechaact,segcli.sactuacion,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' +DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' +DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segcli left join subusu on segcli.subusu=subusu.icodsubusu where icodcli=:icodcli",
283,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion,(datename(day,getdate())+' de '+datename(month, getdate())+' de '+datename(year,getdate())) as fechaimpresionlarga from director where icodprocu=:icodprocu",
283,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo,(substring(cuentabanco,1,4)+'************'+substring(cuentabanco,17,4)) as cuentabancocifr from clientes where icodcli=:icodcli",
283,35,qryseg,"select segcli.dfechaact,segcli.sactuacion,segcli.notas,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' +DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' +DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segcli left join subusu on segcli.subusu=subusu.icodsubusu where icodcli=:icodcli",
283,37,qrysubusu,select subusu.nombre from subusu left join clientes on subusu.icodsubusu=clientes.codsubusu where clientes.icodcli=:icodcli,
284,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion,(datename(day,getdate())+' de '+datename(month, getdate())+' de '+datename(year,getdate())) as fechaimpresionlarga from director where icodprocu=:icodprocu",
284,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,clientes.ftotalbaseimp,clientes.ftotaliva,clientes.ftotalirpf,clientes.ftotaleuro,clientes.ftotalcobro,clientes.fsaldofinal,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo,(substring(cuentabanco,1,4)+'************'+substring(cuentabanco,17,4)) as cuentabancocifr from clientes where icodcli=:icodcli",
284,57,qrycue,"select (sdescripcion  + ' ' + isnull(cast(notas as varchar(MAX)),' ')) as descripnotas,cuencli.dfecha,cuencli.sDescripcion,cuencli.fentradaseuro,cuencli.fsalidaseuro from cuencli where icodcli=:icodcli",
285,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion,(datename(day,getdate())+' de '+datename(month, getdate())+' de '+datename(year,getdate())) as fechaimpresionlarga from director where icodprocu=:icodprocu",
285,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,clientes.totaloportunidades,clientes.totalprevisionoportunidades,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo,(substring(cuentabanco,1,4)+'************'+substring(cuentabanco,17,4)) as cuentabancocifr from clientes where icodcli=:icodcli",
285,73,qryoporcli,"select oporcli.*,subusu.nombre as subusuario from oporcli left join subusu on oporcli.icodusu=subusu.icodsubusu where oporcli.icodcli=:icodcli",
288,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar)as fechaimpresion,(datename(day,getdate())+' de '+datename(month, getdate())+' de '+datename(year,getdate())) as fechaimpresionlarga from director where icodprocu=:icodprocu",
288,4,qrycli,"select clientes.snombrecli,clientes.snifcli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo,(substring(cuentabanco,1,4)+'************'+substring(cuentabanco,17,4)) as cuentabancocifr,(substring(iban,1,8)+replicate('*',LEN(iban)-8)) as ibancifr,clientes.icodcli  from clientes where icodcli=:icodcli",
